model,rmse,mae,r2,pred_mean,true_mean,condition
Mean Predictor_B_gold_only,0.476322828934236,0.42168674698795183,-0.02097546813761042,0.7349397590361446,0.6666666666666666,B_gold_only
Elastic Net_B_gold_only,0.01853704289450228,0.017583094597507867,0.9984537011832733,0.6641983866472244,0.6666666666666666,B_gold_only
XGBoost_B_gold_only,0.000495403626364232,0.00024973026324225816,0.9999988955886114,0.666677541250079,0.6666666666666666,B_gold_only
