model,rmse,mae,r2,pred_mean,true_mean,condition
Mean Predictor_B_gold_only,0.542513898107587,0.5000000000000001,-0.1772853185595571,0.7105263157894739,0.5,B_gold_only
Elastic Net_B_gold_only,0.019405019442818725,0.016125661732257157,0.9984937808816953,0.510794341724857,0.5,B_gold_only
XGBoost_B_gold_only,0.0001741267543616538,0.00014127619430258744,0.9999998787194937,0.49996762618965557,0.5,B_gold_only
