model,rmse,mae,r2,pred_mean,true_mean,condition
Mean Predictor_A_weak_only,0.4842142434359633,0.47275161497079354,-20.374426004770914,0.5506247680837403,0.07787315311294676,A_weak_only
Elastic Net_A_weak_only,0.2631791327221628,0.22384692877640355,-5.314256836131686,0.29923840461732354,0.07787315311294676,A_weak_only
XGBoost_A_weak_only,0.07980458382401169,0.03995582063972432,0.41940269647986994,0.11732933729945216,0.07787315311294676,A_weak_only
