model,rmse,mae,r2,pred_mean,true_mean,condition,model_base
Mean Predictor_A_weak_only,0.30713382012052465,0.24927362405379297,-1.478435673885059e-06,0.549429234095864,0.5498026807193741,A_weak_only,Mean Predictor
Elastic Net_A_weak_only,0.15028875673407652,0.11259739703209674,0.7605590965281055,0.5453842674698629,0.5498026807193741,A_weak_only,Elastic Net
XGBoost_A_weak_only,0.003950677111236028,0.0018943722482854506,0.9998345417481298,0.5496431719361551,0.5498026807193741,A_weak_only,XGBoost
MLP_A_weak_only,0.14843459206739737,0.11007349372258754,0.7664307826133672,0.5860343662702295,0.5498026807193741,A_weak_only,MLP
Mean Predictor_B_gold_only,0.3211729626998671,0.25296062436138145,-0.09351139981039402,0.45588235294117657,0.5498026807193741,B_gold_only,Mean Predictor
Elastic Net_B_gold_only,0.5527314611514255,0.46034638642509684,-2.238722431062922,0.3243612913981475,0.5498026807193741,B_gold_only,Elastic Net
XGBoost_B_gold_only,0.526324745734027,0.4540035393479782,-1.936655063137164,0.6193361198114887,0.5498026807193741,B_gold_only,XGBoost
MLP_B_gold_only,0.5439246560828048,0.4493427537638754,-2.1363379323622715,0.9983898569123147,0.5498026807193741,B_gold_only,MLP
Mean Predictor_C_hybrid,0.30713542542329914,0.2492560655100111,-1.1931920363084103e-05,0.5487417610688977,0.5498026807193741,C_hybrid,Mean Predictor
Elastic Net_C_hybrid,0.15665414875943123,0.11565829208581688,0.7398468067025095,0.5381540450285752,0.5498026807193741,C_hybrid,Elastic Net
XGBoost_C_hybrid,0.049296426300037145,0.009265468291817954,0.9742381983393583,0.5477965065751403,0.5498026807193741,C_hybrid,XGBoost
MLP_C_hybrid,0.3448186595040471,0.270625136417952,-0.2604536417816605,0.8110437885835453,0.5498026807193741,C_hybrid,MLP
