model,rmse,mae,r2,pred_mean,true_mean,condition,model_base
Mean Predictor_A_weak_only,0.30720700611610124,0.24907678227155286,-0.00017018940340896016,0.544842168949255,0.5488495479755373,A_weak_only,Mean Predictor
Elastic Net_A_weak_only,0.150424236694495,0.11262669314186749,0.7602010335155154,0.5440641135279223,0.5488495479755373,A_weak_only,Elastic Net
XGBoost_A_weak_only,0.007652546932459817,0.002525034495136905,0.9993793829856058,0.548470964772126,0.5488495479755373,A_weak_only,XGBoost
MLP_A_weak_only,0.26255698483928486,0.15257527439745727,0.26943505924261024,0.4296544362766425,0.5488495479755373,A_weak_only,MLP
Mean Predictor_B_gold_only,0.3140800793809029,0.26191209692779366,-0.0454239811264332,0.6143187066974596,0.5488495479755373,B_gold_only,Mean Predictor
Elastic Net_B_gold_only,0.4387857757626488,0.3529347075180428,-1.0404067668050079,0.8007188075198964,0.5488495479755373,B_gold_only,Elastic Net
XGBoost_B_gold_only,0.40448111616215815,0.31930698457461654,-0.7338366368567422,0.7790888297983306,0.5488495479755373,B_gold_only,XGBoost
MLP_B_gold_only,0.3859862169058512,0.31468580371006083,-0.5789023379961153,0.32136624355741744,0.5488495479755373,B_gold_only,MLP
Mean Predictor_C_hybrid,0.30718192876023503,0.24917659797634678,-6.907970637737293e-06,0.5480421839311688,0.5488495479755373,C_hybrid,Mean Predictor
Elastic Net_C_hybrid,0.16723116390497875,0.12714639705518524,0.7036219072200873,0.5469218595830002,0.5488495479755373,C_hybrid,Elastic Net
XGBoost_C_hybrid,0.11659361209434449,0.040290883947236344,0.8559341027907145,0.5452149289430842,0.5488495479755373,C_hybrid,XGBoost
MLP_C_hybrid,0.29500307783395063,0.26712307712234573,0.0777158005763724,0.6169455114049539,0.5488495479755373,C_hybrid,MLP
