model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,condition,model_base
Mean Predictor_A_weak_only,0.5,0.6721311475409836,0.6657266687090729,0.2363252600182506,0.1263106961900945,0.803921568627451,0.6721311475409836,0.5458204513508891,0.6721311475409836,183,123,0.0,0.0,0.6721311475409835,0.2,0.016260162601626018,0.6721311475409836,0.6,0.0975609756097561,0.6721311475409835,A_weak_only,Mean Predictor
Elastic Net_A_weak_only,0.9043360433604336,0.9193155183464963,0.6839508182239439,0.10708986505576937,0.1195529572772567,0.9166666666666666,0.8797814207650273,0.7435071200680851,0.6721311475409836,183,123,1.0,0.04065040650406504,0.9215686274509802,1.0,0.08130081300813008,0.9215686274509804,1.0,0.16260162601626016,0.9215686274509802,A_weak_only,Elastic Net
XGBoost_A_weak_only,0.890379403794038,0.9095505440878223,0.9329609928684774,0.11295097442326779,0.14010821976517324,0.9097744360902256,0.8688524590163934,0.7497829298330682,0.6721311475409836,183,123,1.0,0.04065040650406504,0.9154929577464788,0.8,0.06504065040650407,0.9154929577464789,0.8,0.13008130081300814,0.9154929577464788,A_weak_only,XGBoost
MLP_A_weak_only,0.8670731707317072,0.8824680337997705,0.4274666964274075,0.13085033742961147,0.12273162181941306,0.8760330578512396,0.8360655737704918,0.5731925358339369,0.6721311475409836,183,123,0.8,0.032520325203252036,0.6608397947263838,0.8,0.06504065040650407,0.7162874455029681,0.9,0.14634146341463414,0.8169011809794535,A_weak_only,MLP
Mean Predictor_B_gold_only,0.5,0.6721311475409836,0.6329087637709385,0.22048208155762083,0.010545781687324784,0.803921568627451,0.6721311475409836,0.6615853658536588,0.6721311475409836,183,123,0.0,0.0,0.6721311475409835,0.2,0.016260162601626018,0.6721311475409836,0.6,0.0975609756097561,0.6721311475409835,B_gold_only,Mean Predictor
Elastic Net_B_gold_only,0.7990514905149052,0.7869702791595053,1.4046118733458945,0.14961907637655789,0.17944196717648908,0.8398268398268398,0.7978142076502732,0.6007184715869431,0.6721311475409836,183,123,0.8,0.032520325203252036,0.5217391304347826,0.9,0.07317073170731707,0.5217391304347826,0.55,0.08943089430894309,0.5217391304347825,B_gold_only,Elastic Net
XGBoost_B_gold_only,0.9102981029810298,0.916095019269543,0.9040123508258436,0.06699594960478743,0.08888367803425948,0.9498069498069498,0.9289617486338798,0.7569808789751263,0.6721311475409836,183,123,0.8,0.032520325203252036,0.911111111111111,0.4,0.032520325203252036,0.9111111111111112,0.6,0.0975609756097561,0.911111111111111,B_gold_only,XGBoost
MLP_B_gold_only,0.8910569105691056,0.9117023545537205,6.588019807018137,0.6720564383016849,0.6720780305220246,0.0,0.32786885245901637,5.311701895893027e-05,0.6721311475409836,183,123,0.8,0.032520325203252036,0.8539316501572934,0.9,0.07317073170731707,0.9052116356304493,0.9,0.14634146341463414,0.8992056175661525,B_gold_only,MLP
Mean Predictor_C_hybrid,0.5,0.6721311475409836,0.6636878807129303,0.23531520451886853,0.12224703052689811,0.803921568627451,0.6721311475409836,0.5498841170140855,0.6721311475409836,183,123,0.0,0.0,0.6721311475409835,0.2,0.016260162601626018,0.6721311475409836,0.6,0.0975609756097561,0.6721311475409835,C_hybrid,Mean Predictor
Elastic Net_C_hybrid,0.890650406504065,0.9032584438992521,0.7511647122138754,0.09839988720655805,0.12305730665006072,0.9236641221374046,0.8907103825136612,0.742936131636216,0.6721311475409836,183,123,0.8,0.032520325203252036,0.8979591836734693,0.6,0.04878048780487805,0.8979591836734693,0.75,0.12195121951219512,0.8979591836734693,C_hybrid,Elastic Net
XGBoost_C_hybrid,0.8838753387533874,0.8981399003024834,0.907081880335229,0.08800733038601154,0.11354051721081226,0.933852140077821,0.907103825136612,0.7365849956481005,0.6721311475409836,183,123,0.8,0.032520325203252036,0.8955223880597013,0.5,0.04065040650406504,0.8955223880597015,0.7,0.11382113821138211,0.8955223880597015,C_hybrid,XGBoost
MLP_C_hybrid,0.8336043360433605,0.8559980644689554,0.6007221069376748,0.15746083454357315,0.17995142999812558,0.8661971830985915,0.7923497267759563,0.8520825775391091,0.6721311475409836,183,123,0.8,0.032520325203252036,0.6608397947263838,0.9,0.07317073170731707,0.7799082337019198,0.9,0.14634146341463414,0.823209787667474,C_hybrid,MLP
