epoch,train_loss,val_loss,val_rmse,val_mae
1,0.5716376760520021,15.98559284210205,0.8198360330935692,0.6721311211585999
2,0.5033286674528282,0.6962230801582336,0.4427000175891836,0.3348326086997986
3,0.48852090528292685,0.42986640334129333,0.3718436043573369,0.23831422626972198
4,0.48110582009817293,2.8638856410980225,0.569057782701928,0.32561445236206055
5,0.475733075214892,1.0008412599563599,0.4682148103419035,0.25597065687179565
6,0.47264495592468486,1.0246611833572388,0.6015806319241318,0.473601371049881
7,0.47101274878447735,4.134677886962891,0.57137573106444,0.3271365165710449
8,0.4677152641864614,0.3968864381313324,0.3212250294981272,0.1873210221529007
9,0.46507171288251664,0.5223870277404785,0.4164232039444528,0.3802611827850342
10,0.4661831062984551,8.451848030090332,0.5725979149472338,0.32786861062049866
11,0.46494492655743935,5.374825954437256,0.572341471257986,0.3277207314968109
12,0.4622419868672751,0.4001728296279907,0.32516174601392406,0.19825869798660278
13,0.46031967170384464,1.0324617624282837,0.6222869639500467,0.5163673162460327
14,0.4620937739152663,1.0221887826919556,0.6102757765449158,0.48802652955055237
15,0.46037113848997624,0.3704431653022766,0.32238277271214577,0.23185887932777405
16,0.45950288323564875,6.75344181060791,0.571040094362544,0.32690489292144775
17,0.45760726965732457,0.7112089991569519,0.5175557545559902,0.4147765636444092
18,0.457532934784995,2.131108522415161,0.5404736941073675,0.30258503556251526
19,0.4581438410356178,0.47895562648773193,0.3927224496518579,0.36065900325775146
20,0.456899143735603,1.6230535507202148,0.6834558184296301,0.5318426489830017
21,0.45712007599376214,5.320244312286377,0.5687463498260406,0.3250122368335724
22,0.45542736781204074,0.8595054149627686,0.3963686205634191,0.2211095243692398
23,0.45811336880885295,0.581397533416748,0.4589197478551429,0.39289623498916626
24,0.4563839740211602,5.378387928009033,0.5723567798911094,0.3277300298213959
25,0.45377984206657446,0.7598247528076172,0.3678229494644264,0.19062401354312897
