group,n_lfs,avg_coverage,avg_overlap,avg_conflict,total_polarity_classes
global_supplier_macro,5,0.40578198021954137,0.38234974459297905,0.03417019889142485,4
global_lifecycle,4,0.100478208890338,0.10036952505162482,0.006738398000217367,3
global_financial,8,0.0580643408325182,0.0580643408325182,0.01192805129877187,8
global_esg,5,0.025171177045973263,0.025171177045973263,0.004803825671122705,5
global_news,4,0.015134224540810782,0.015107053581132486,0.006874252798608847,4
logistics_specific,9,0.01359755582122716,0.01359755582122716,0.0008694707097054667,7
global_market,4,0.0007064449516356918,0.0007064449516356918,5.4341919356591676e-05,2
