model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,condition,model_base
Mean Predictor_A_weak_only,0.5,0.40096618357487923,0.7149965030923431,0.26089260237172307,0.14387598537437551,0.5724137931034483,0.40096618357487923,0.5448421689492547,0.40096618357487923,207,83,0.6,0.03614457831325301,0.4009661835748792,0.8,0.0963855421686747,0.40096618357487923,0.85,0.20481927710843373,0.4009661835748792,A_weak_only,Mean Predictor
Elastic Net_A_weak_only,0.3461426350563544,0.31352285986973805,2.862760424522215,0.4365842577238537,0.38132647210157633,0.4583333333333333,0.3719806763285024,0.6798379362692931,0.40096618357487923,207,83,0.4,0.024096385542168676,0.22222222222222215,0.4,0.04819277108433735,0.22222222222222224,0.25,0.060240963855421686,0.22222222222222218,A_weak_only,Elastic Net
XGBoost_A_weak_only,0.36606101826661486,0.3328279740948713,4.8143209341969895,0.48236587873923137,0.44332695043184445,0.4435146443514644,0.357487922705314,0.6981198747273615,0.40096618357487923,207,83,0.2,0.012048192771084338,0.3035714285714285,0.3,0.03614457831325301,0.30357142857142855,0.4,0.0963855421686747,0.3035714285714285,A_weak_only,XGBoost
MLP_A_weak_only,0.350660707345511,0.3164292909614129,0.8548446956173851,0.304613719981077,0.25083740783972297,0.3645320197044335,0.37681159420289856,0.4687791223264331,0.40096618357487923,207,83,0.0,0.0,0.0,0.2,0.024096385542168676,0.15176219107803549,0.2,0.04819277108433735,0.17268328900642457,A_weak_only,MLP
Mean Predictor_B_gold_only,0.5,0.40096618357487923,0.7660931561737039,0.28571160232704657,0.21335252312258035,0.5724137931034483,0.40096618357487923,0.6143187066974596,0.40096618357487923,207,83,0.6,0.03614457831325301,0.4009661835748792,0.8,0.0963855421686747,0.40096618357487923,0.85,0.20481927710843373,0.4009661835748792,B_gold_only,Mean Predictor
Elastic Net_B_gold_only,0.8321026039642441,0.6943858020797159,1.244464363321805,0.18517260990850354,0.18274123955806715,0.7209302325581395,0.7681159420289855,0.48482831946481963,0.40096618357487923,207,83,1.0,0.060240963855421686,0.7567567567567567,1.0,0.12048192771084337,0.7567567567567568,1.0,0.24096385542168675,0.7567567567567567,B_gold_only,Elastic Net
XGBoost_B_gold_only,0.8614457831325301,0.7816372468136391,0.6196772507903421,0.16969560904673472,0.185035941070609,0.8087431693989071,0.8309178743961353,0.5255038173529001,0.40096618357487923,207,83,1.0,0.060240963855421686,0.9999999999999999,1.0,0.12048192771084337,1.0,1.0,0.24096385542168675,0.9999999999999999,B_gold_only,XGBoost
MLP_B_gold_only,0.5399339292654489,0.445076347091624,0.7366506863203865,0.2578838513443661,0.1129841777239589,0.023809523809523808,0.6038647342995169,0.31635852135573894,0.40096618357487923,207,83,0.6,0.03614457831325301,0.6164336326286642,0.4,0.04819277108433735,0.4662774717636409,0.35,0.08433734939759036,0.40639335761127776,B_gold_only,MLP
Mean Predictor_C_hybrid,0.5,0.40096618357487923,0.7168748204357654,0.26182365308507877,0.14707600035628943,0.5724137931034483,0.40096618357487923,0.5480421839311687,0.40096618357487923,207,83,0.6,0.03614457831325301,0.4009661835748792,0.8,0.0963855421686747,0.40096618357487923,0.85,0.20481927710843373,0.4009661835748792,C_hybrid,Mean Predictor
Elastic Net_C_hybrid,0.5286144578313253,0.4113743599777298,1.3200050505140595,0.3293248140497455,0.24122020626081092,0.5321100917431193,0.5072463768115942,0.604012464151825,0.40096618357487923,207,83,0.4,0.024096385542168676,0.37499999999999994,0.4,0.04819277108433735,0.3925510940843862,0.4,0.0963855421686747,0.4000399430823467,C_hybrid,Elastic Net
XGBoost_C_hybrid,0.895549941702293,0.7586185098405713,1.0046286421695059,0.14523153828437094,0.17287550239795468,0.8260869565217391,0.8454106280193237,0.544466630336137,0.40096618357487923,207,83,0.0,0.0,0.6666666666666665,0.3,0.03614457831325301,0.6666666666666666,0.65,0.1566265060240964,0.6666666666666665,C_hybrid,XGBoost
MLP_C_hybrid,0.8133501748931209,0.752929500153281,0.6213069901837788,0.2087413115358395,0.22025224937189025,0.7675675675675676,0.7922705314009661,0.490056600007746,0.40096618357487923,207,83,1.0,0.060240963855421686,0.9999999999999999,0.8,0.0963855421686747,0.8643145546088338,0.85,0.20481927710843373,0.8728119768274811,C_hybrid,MLP
