model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,episode_idx
MAML,0.28260869565217395,0.7553408343193431,2.2716758995716466,0.206889399508361,0.2068783291454973,0.8846153846153846,0.7931034482758621,0.9999817774213594,0.7931034482758621,29,23,0.8,0.17391304347826086,0.8304198973631918,0.7,0.30434782608695654,0.7453016244178956,0.7,0.6086956521739131,0.7264529364301249,0
MAML,0.23529411764705882,0.7225729399098233,0.690478614784374,0.17956588381508515,0.15231808452379136,0.8947368421052632,0.8095238095238095,0.9618418940476009,0.8095238095238095,42,34,0.8,0.11764705882352941,0.7860137352654724,0.5,0.14705882352941177,0.5736899196572437,0.7,0.4117647058823529,0.6875666434610056,1
MAML,0.4375,0.7142552318632686,11.668071577838798,0.6808510145237957,0.6808510277893272,0.0,0.3191489361702128,3.604046007259309e-08,0.6808510638297872,47,32,0.8,0.125,0.8539316501572934,0.7,0.21875,0.7753366239771086,0.7,0.4375,0.7483931221242258,2
MAML,0.5,0.7777777777777778,4.093484616428359,0.22222221777777784,0.22222221222222205,0.875,0.7777777777777778,0.9999999899999998,0.7777777777777778,45,35,1.0,0.14285714285714285,0.7777777777777777,1.0,0.2857142857142857,0.7777777777777778,0.9,0.5142857142857142,0.7777777777777777,3
MAML,0.3389423076923077,0.7249723480145787,2.608979437011168,0.23528678305412687,0.23527751600041114,0.8666666666666667,0.7647058823529411,0.9999833983533523,0.7647058823529411,34,26,0.8,0.15384615384615385,0.8304198973631918,0.5,0.19230769230769232,0.6038231980094768,0.7,0.5384615384615384,0.7111691968018912,4
MAML,0.49275362318840576,0.7653796024132202,3.0013553584754478,0.2812369396558694,0.2812271863222122,0.8363636363636363,0.71875,0.9999771863222122,0.71875,32,23,0.8,0.17391304347826086,0.8687949224876581,0.7,0.30434782608695654,0.77852180451364,0.7,0.6086956521739131,0.7458985338962935,5
MAML,0.29749103942652333,0.6904823243762112,8.173822770636356,0.7749590871951245,0.7749732895510534,0.0,0.225,2.6710448946687392e-05,0.775,40,31,0.2,0.03225806451612903,0.3391602052736161,0.6,0.1935483870967742,0.5711601909662336,0.75,0.4838709677419355,0.6859340391633654,6
MAML,0.22265625,0.7090029761904763,2.8407619128993313,0.1999997019777407,0.1999990552663803,0.8888888888888888,0.8,0.9999990552663803,0.8,40,32,0.6,0.09375,0.584790051318404,0.6,0.1875,0.5325751447758507,0.65,0.40625,0.6169574691571417,7
MAML,0.5,0.5681818181818182,7.954384870218741,0.43181817318181825,0.4318181718181816,0.7246376811594203,0.5681818181818182,0.9999999899999998,0.5681818181818182,44,25,0.2,0.04,0.5681818181818181,0.2,0.08,0.5681818181818182,0.45,0.36,0.5681818181818181,8
MAML,0.5,0.627906976744186,6.854206792856785,0.37209301581395354,0.3720930132558138,0.7714285714285715,0.627906976744186,0.9999999899999998,0.627906976744186,43,27,0.2,0.037037037037037035,0.6279069767441859,0.4,0.14814814814814814,0.627906976744186,0.6,0.4444444444444444,0.6279069767441859,9
MAML,0.5,0.7777777777777778,4.093484616428359,0.22222221777777784,0.22222221222222205,0.875,0.7777777777777778,0.9999999899999998,0.7777777777777778,45,35,1.0,0.14285714285714285,0.7777777777777777,1.0,0.2857142857142857,0.7777777777777778,0.9,0.5142857142857142,0.7777777777777777,10
MAML,0.4391304347826087,0.7123195084378774,3.2681057999598044,0.3030177034029698,0.3030095822883374,0.8214285714285714,0.696969696969697,0.9999792792580344,0.696969696969697,33,23,0.8,0.17391304347826086,0.8421757737602427,0.7,0.30434782608695654,0.7285464559256013,0.65,0.5652173913043478,0.6896377960268539,11
MAML,0.44285714285714284,0.7255136761867907,2.8994787302968352,0.26314909864976915,0.26314072232497365,0.8484848484848485,0.7368421052631579,0.9999828275881315,0.7368421052631579,38,28,0.8,0.14285714285714285,0.8082168163143322,0.6,0.21428571428571427,0.6588461395839968,0.75,0.5357142857142857,0.745056052732029,12
MAML,0.5,0.6428571428571429,6.578814556045575,0.35714285000000007,0.35714284714285693,0.782608695652174,0.6428571428571429,0.9999999899999998,0.6428571428571429,42,27,0.2,0.037037037037037035,0.6428571428571428,0.3,0.1111111111111111,0.6428571428571429,0.55,0.4074074074074074,0.6428571428571428,13
MAML,0.3386752136752137,0.5846429398401943,4.098512207866665,0.40905434100571014,0.40904557433995326,0.7428571428571429,0.5909090909090909,0.9999546652490442,0.5909090909090909,44,26,0.8,0.15384615384615385,0.8687949224876581,0.4,0.15384615384615385,0.5637884576902256,0.45,0.34615384615384615,0.5524349846816348,14
