iteration,meta_loss,n_valid_tasks,n_skipped,n_skipped_this_iteration,n_skipped_cumulative,outer_grad_norm,support_loss_before_mean,support_loss_after_mean,query_pred_mean,query_pred_std,collapse_flag
1,9.935173034667969,2,0,0,0,95525.02755585819,0.864804208278656,4.232413738965988,0.3388504011719997,0.3815989308187884,0
2,1.944277048110962,2,0,0,0,1262.52247198791,19.814330101013184,1.257710576057434,0.4226449662271668,0.37380489284558843,0
3,0.685626208782196,2,0,0,0,449.68906884673424,22.655399322509766,0.6612284481525421,0.5034854076802731,0.04799448410284835,0
4,0.07341469824314117,2,0,0,0,99.35432278366062,28.458365440368652,1.3536940813064575,0.9291062258622226,0.0063509557215547085,1
5,4.099262514500879e-05,2,0,0,0,0.03918747219375382,19.99989891052246,6.138181686401367,0.9999590054154396,9.344498937407842e-06,1
6,1.5056343727337662e-07,2,0,0,0,0.00010671647401421107,21.769977569580078,7.880720138549805,0.9999998696148396,3.474719469654864e-08,1
7,30.03302764892578,2,0,0,0,2460.903575175846,13.995488166809082,12.252246856689453,9.198203964650277e-14,2.03804356630346e-14,1
8,4.324772834777832,2,0,0,0,1839.9003105158095,6.714981555938721,2.010364830493927,0.013485188691822044,0.002644694448846288,1
9,0.0074426522478461266,2,0,0,0,19.048596015823975,3.6177990436553955,2.641150116920471,0.9925873763859272,0.002184203999739631,1
10,21.762388229370117,2,0,0,0,2685.9490361892467,12.083111763000488,9.117408752441406,3.813580942263765e-10,2.046174816415714e-10,1
11,0.0007038405747152865,2,0,0,0,0.6061997431576026,15.596160411834717,4.1860620975494385,0.9992959271920355,6.732170930468527e-05,1
12,1.2404541394062107e-07,2,0,0,0,8.625939848720106e-05,16.749324321746826,8.364981174468994,0.9999998737783993,2.8049244600183823e-08,1
13,5.972041750013091e-10,2,0,0,0,0.0,19.06907558441162,11.195119380950928,1.0,0.0,1
14,1.3718011102059613e-11,2,0,0,0,0.0,24.07526397705078,14.898520946502686,1.0,0.0,1
15,5.876425648171368e-13,2,0,0,0,0.0,23.419930458068848,14.849013805389404,1.0,0.0,1
16,1.444725822264889e-14,2,0,0,0,0.0,25.557412147521973,16.746795177459717,1.0,0.0,1
17,8.038365433453768e-16,2,0,0,0,0.0,32.1671028137207,21.28040313720703,1.0,0.0,1
18,3.4238554035676515e-17,2,0,0,0,0.0,31.324015617370605,21.081448554992676,1.0,0.0,1
19,1.8576435489779527e-18,2,0,0,0,0.0,32.91216278076172,22.444734573364258,1.0,0.0,1
20,1.6078000039072697e-19,2,0,0,0,0.0,36.57181358337402,25.101484298706055,1.0,0.0,1
21,2.2588257195511678e-20,2,0,0,0,0.0,38.28300666809082,26.38166332244873,1.0,0.0,1
22,2.5207864686252524e-21,2,0,0,0,0.0,34.34230422973633,23.774505615234375,1.0,0.0,1
23,6.851806009034521e-22,2,0,0,0,0.0,39.564781188964844,27.21735954284668,1.0,0.0,1
24,8.185528092781893e-23,2,0,0,0,0.0,36.781150817871094,25.40997886657715,1.0,0.0,1
25,2.1523571238863207e-23,2,0,0,0,0.0,46.28245162963867,32.01355743408203,1.0,0.0,1
26,3.011271401845855e-24,2,0,0,0,0.0,42.76287841796875,29.925273895263672,1.0,0.0,1
27,3.8382850717098154e-25,2,0,0,0,0.0,44.2541446685791,31.292203903198242,1.0,0.0,1
