model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,episode_idx
FINETUNE,0.5,0.7931034482758621,14.609505419686357,0.7931034324137928,0.793103438275862,0.0,0.20689655172413793,1.0000000000000004e-08,0.7931034482758621,29,23,0.8,0.17391304347826086,0.793103448275862,0.9,0.391304347826087,0.7931034482758621,0.8,0.6956521739130435,0.7931034482758621,0
FINETUNE,0.5,0.8095238095238095,3.5087011012243075,0.19047618666666674,0.1904761804761903,0.8947368421052632,0.8095238095238095,0.9999999899999998,0.8095238095238095,42,34,1.0,0.14705882352941177,0.8095238095238094,0.7,0.20588235294117646,0.8095238095238095,0.85,0.5,0.8095238095238094,1
FINETUNE,0.6270833333333333,0.8254612990065258,3.3755301017761714,0.3472012564837062,0.3533841742367706,0.7733333333333333,0.6382978723404256,0.9192785067972752,0.6808510638297872,47,32,1.0,0.15625,0.9999999999999999,1.0,0.3125,1.0,0.75,0.46875,0.8235809583236501,2
FINETUNE,0.5,0.7777777777777778,4.093484616428359,0.22222221777777784,0.22222221222222205,0.875,0.7777777777777778,0.9999999899999998,0.7777777777777778,45,35,1.0,0.14285714285714285,0.7777777777777777,1.0,0.2857142857142857,0.7777777777777778,0.9,0.5142857142857142,0.7777777777777777,3
FINETUNE,0.5,0.7647058823529411,14.086402924198868,0.7647058670588235,0.7647058723529411,0.0,0.23529411764705882,1e-08,0.7647058823529411,34,26,0.4,0.07692307692307693,0.7647058823529411,0.7,0.2692307692307692,0.7647058823529411,0.85,0.6538461538461539,0.7647058823529411,4
FINETUNE,0.5,0.71875,13.239864287528263,0.7187499856250001,0.71874999,0.0,0.28125,1e-08,0.71875,32,23,0.8,0.17391304347826086,0.7187499999999999,0.9,0.391304347826087,0.71875,0.9,0.782608695652174,0.7187499999999999,5
FINETUNE,0.4587813620071684,0.7156927647978438,0.7822303755492503,0.23230516978837185,0.326865994092077,0.8787878787878788,0.8,0.689725945983082,0.775,40,31,0.4,0.06451612903225806,0.2772734273550482,0.7,0.22580645161290322,0.5309999066793252,0.75,0.4838709677419355,0.6216312648143429,6
FINETUNE,0.5,0.8,3.6841361557855223,0.1999999960000001,0.1999999899999998,0.8888888888888888,0.8,0.9999999899999998,0.8,40,32,0.8,0.125,0.7999999999999999,0.6,0.1875,0.8,0.8,0.5,0.7999999999999999,7
FINETUNE,0.5,0.5681818181818182,10.466295881563843,0.5681818068181816,0.5681818081818182,0.0,0.4318181818181818,1e-08,0.5681818181818182,44,25,0.2,0.04,0.5681818181818181,0.2,0.08,0.5681818181818182,0.45,0.36,0.5681818181818181,8
FINETUNE,0.4444444444444444,0.593483125487078,5.4350516892850305,0.36209444108060734,0.3683273168221478,0.7714285714285715,0.627906976744186,0.9868696248532743,0.627906976744186,43,27,0.8,0.14814814814814814,0.5555555555555556,0.6,0.2222222222222222,0.5555555555555556,0.6,0.4444444444444444,0.5845347829848431,9
