iteration,meta_loss,n_valid_tasks,n_skipped,n_skipped_this_iteration,n_skipped_cumulative
1,22.805145263671875,4,0,0,0
2,4.978316307067871,4,0,0,0
3,41.16464614868164,4,0,0,0
4,89.44719696044922,4,0,0,0
5,36.024112701416016,4,0,0,0
6,24.4683837890625,4,0,0,0
7,19.817739486694336,4,0,0,0
8,22.180885314941406,4,0,0,0
9,76.60630798339844,4,0,0,0
10,1.8927257061004639,4,0,0,0
11,70.07394409179688,4,0,0,0
12,30.890151977539062,4,0,0,0
13,30.997966766357422,4,0,0,0
14,142.79515075683594,4,0,0,0
15,13.843947410583496,4,0,0,0
16,6.299365997314453,4,0,0,0
17,31.34433937072754,4,0,0,0
18,66.49083709716797,4,0,0,0
19,53.14499282836914,4,0,0,0
20,31.37847328186035,4,0,0,0
21,54.11851501464844,4,0,0,0
22,31.129932403564453,4,0,0,0
23,10.465152740478516,4,0,0,0
24,25.721614837646484,4,0,0,0
25,67.03894805908203,4,0,0,0
26,141.4563446044922,4,0,0,0
27,3.004892587661743,4,0,0,0
28,14.968405723571777,4,0,0,0
29,31.941181182861328,4,0,0,0
30,52.6215934753418,4,0,0,0
31,140.03329467773438,4,0,0,0
32,8.200068473815918,4,0,0,0
33,15.061150550842285,4,0,0,0
34,4.987929344177246,4,0,0,0
35,10.623276710510254,4,0,0,0
36,32.03514099121094,4,0,0,0
37,7.840035915374756,4,0,0,0
38,36.94232940673828,4,0,0,0
39,7.87571907043457,4,0,0,0
40,23.299346923828125,4,0,0,0
41,10.463544845581055,4,0,0,0
42,5.565962314605713,4,0,0,0
43,65.37782287597656,4,0,0,0
44,22.68888282775879,4,0,0,0
45,8.243382453918457,4,0,0,0
46,10.72197437286377,4,0,0,0
47,32.108436584472656,4,0,0,0
48,139.48512268066406,4,0,0,0
49,3.138345956802368,4,0,0,0
50,3.109957456588745,4,0,0,0
51,9.723058700561523,4,0,0,0
52,141.05125427246094,4,0,0,0
53,67.14773559570312,4,0,0,0
54,31.00417137145996,4,0,0,0
55,144.65296936035156,4,0,0,0
56,2.254153251647949,4,0,0,0
57,28.928295135498047,4,0,0,0
58,2.1269993782043457,4,0,0,0
59,5.109546184539795,4,0,0,0
60,17.142192840576172,4,0,0,0
61,8.640409469604492,4,0,0,0
62,15.188175201416016,4,0,0,0
63,19.193689346313477,4,0,0,0
64,3.050649642944336,4,0,0,0
65,62.044898986816406,4,0,0,0
66,6.188269138336182,4,0,0,0
67,22.861053466796875,4,0,0,0
68,10.765665054321289,4,0,0,0
69,5.980266094207764,4,0,0,0
70,55.03096389770508,4,0,0,0
71,15.425889015197754,4,0,0,0
72,55.01305389404297,4,0,0,0
73,3.9682865142822266,4,0,0,0
74,138.8547821044922,4,0,0,0
75,21.584815979003906,4,0,0,0
76,35.70798110961914,4,0,0,0
77,32.2064208984375,4,0,0,0
78,32.20035934448242,4,0,0,0
79,3.206578016281128,4,0,0,0
80,15.425617218017578,4,0,0,0
81,139.46336364746094,4,0,0,0
82,4.521604537963867,4,0,0,0
83,64.731689453125,4,0,0,0
84,4.715147018432617,4,0,0,0
85,4.228086948394775,4,0,0,0
86,21.896623611450195,4,0,0,0
87,8.422415733337402,4,0,0,0
88,4.320096492767334,4,0,0,0
89,57.54498291015625,4,0,0,0
90,51.50497817993164,4,0,0,0
91,3.319070339202881,4,0,0,0
92,5.758885860443115,4,0,0,0
