model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,condition,model_base
Mean Predictor_D_hybrid_unweighted,0.5,0.40096618357487923,0.7174082109373137,0.26208783992583723,0.1479714050807175,0.5724137931034483,0.40096618357487923,0.5489375886555967,0.40096618357487923,207,83,0.6,0.03614457831325301,0.4009661835748792,0.8,0.0963855421686747,0.40096618357487923,0.85,0.20481927710843373,0.4009661835748792,D_hybrid_unweighted,Mean Predictor
Elastic Net_D_hybrid_unweighted,0.35192382432957636,0.31609198411077427,2.39473091844209,0.42944294995672044,0.3723525612364753,0.46473029045643155,0.37681159420289856,0.6785410669757004,0.40096618357487923,207,83,0.6,0.03614457831325301,0.21052631578947364,0.4,0.04819277108433735,0.21052631578947367,0.2,0.04819277108433735,0.20371825449509054,D_hybrid_unweighted,Elastic Net
XGBoost_D_hybrid_unweighted,0.7758938981733385,0.626386783747624,1.1878282486088232,0.2246287989771793,0.23536742205624328,0.7169811320754716,0.7101449275362319,0.6005168966010959,0.40096618357487923,207,83,0.8,0.04819277108433735,0.5624999999999999,0.6,0.07228915662650602,0.5625,0.6,0.14457831325301204,0.5871203884587958,D_hybrid_unweighted,XGBoost
MLP_D_hybrid_unweighted,0.7419354838709679,0.6895466889295163,0.6289399930379533,0.21906053310012394,0.1308019091397668,0.11235955056179775,0.6183574879227053,0.37512405274282906,0.40096618357487923,207,83,0.8,0.04819277108433735,0.8687949224876581,0.9,0.10843373493975904,0.914856882358379,0.8,0.1927710843373494,0.8450979775132487,D_hybrid_unweighted,MLP
