model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,condition,model_base
Mean Predictor_A_weak_only,0.5,0.6721311475409836,0.6657266687090729,0.2363252600182506,0.1263106961900945,0.803921568627451,0.6721311475409836,0.5458204513508891,0.6721311475409836,183,123,0.0,0.0,0.6721311475409835,0.2,0.016260162601626018,0.6721311475409836,0.6,0.0975609756097561,0.6721311475409835,A_weak_only,Mean Predictor
Elastic Net_A_weak_only,0.9043360433604336,0.9193155183464963,0.6839508182239392,0.10708986505576798,0.11955295727725515,0.9166666666666666,0.8797814207650273,0.743507120068075,0.6721311475409836,183,123,1.0,0.04065040650406504,0.9215686274509802,1.0,0.08130081300813008,0.9215686274509804,1.0,0.16260162601626016,0.9215686274509802,A_weak_only,Elastic Net
XGBoost_A_weak_only,0.8948509485094852,0.9152771540990552,0.8855209528630529,0.11320547986880086,0.14011281381759583,0.9097744360902256,0.8688524590163934,0.7497125637162457,0.6721311475409836,183,123,1.0,0.04065040650406504,0.9253731343283581,1.0,0.08130081300813008,0.9253731343283581,1.0,0.16260162601626016,0.9253731343283581,A_weak_only,XGBoost
MLP_A_weak_only,0.9153116531165312,0.9428193972724366,0.3704432016639653,0.10393066151820729,0.11452442448976943,0.9254901960784314,0.8961748633879781,0.6689000332518747,0.6721311475409836,183,123,1.0,0.04065040650406504,0.9999999999999999,1.0,0.08130081300813008,1.0,1.0,0.16260162601626016,0.9999999999999999,A_weak_only,MLP
Mean Predictor_B_gold_only,0.5,0.6721311475409836,0.6329087637709385,0.22048208155762083,0.010545781687324784,0.803921568627451,0.6721311475409836,0.6615853658536588,0.6721311475409836,183,123,0.0,0.0,0.6721311475409835,0.2,0.016260162601626018,0.6721311475409836,0.6,0.0975609756097561,0.6721311475409835,B_gold_only,Mean Predictor
Elastic Net_B_gold_only,0.7990514905149052,0.7869702791595053,1.4046118733459012,0.14961907637655766,0.17944196717649025,0.8398268398268398,0.7978142076502732,0.6007184715869407,0.6721311475409836,183,123,0.8,0.032520325203252036,0.5217391304347826,0.9,0.07317073170731707,0.5217391304347826,0.55,0.08943089430894309,0.5217391304347825,B_gold_only,Elastic Net
XGBoost_B_gold_only,0.8606368563685637,0.8682954526968145,1.1420599509650058,0.0680381663943859,0.0877552406812688,0.9498069498069498,0.9289617486338798,0.7557881663183107,0.6721311475409836,183,123,0.4,0.016260162601626018,0.8428571428571426,0.6,0.04878048780487805,0.8428571428571429,0.75,0.12195121951219512,0.8428571428571427,B_gold_only,XGBoost
MLP_B_gold_only,0.8724932249322493,0.89964340298533,6.293814304960534,0.6720153160032266,0.6720484575571639,0.0,0.32786885245901637,8.268998381971188e-05,0.6721311475409836,183,123,0.8,0.032520325203252036,0.8687949224876581,0.9,0.07317073170731707,0.914856882358379,0.85,0.13821138211382114,0.872234651653155,B_gold_only,MLP
Mean Predictor_C_hybrid,0.5,0.6721311475409836,0.6636878807129303,0.23531520451886853,0.12224703052689811,0.803921568627451,0.6721311475409836,0.5498841170140855,0.6721311475409836,183,123,0.0,0.0,0.6721311475409835,0.2,0.016260162601626018,0.6721311475409836,0.6,0.0975609756097561,0.6721311475409835,C_hybrid,Mean Predictor
Elastic Net_C_hybrid,0.890650406504065,0.9032584438992521,0.7511647122138733,0.09839988720655743,0.1230573066500596,0.9236641221374046,0.8907103825136612,0.7429361316362109,0.6721311475409836,183,123,0.8,0.032520325203252036,0.8979591836734693,0.6,0.04878048780487805,0.8979591836734693,0.75,0.12195121951219512,0.8979591836734693,C_hybrid,Elastic Net
XGBoost_C_hybrid,0.877371273712737,0.8885134431899924,0.9688366005114366,0.0886714493081632,0.1181323070019531,0.933852140077821,0.907103825136612,0.7382654086163997,0.6721311475409836,183,123,0.4,0.016260162601626018,0.8769230769230768,0.3,0.024390243902439025,0.8769230769230769,0.65,0.10569105691056911,0.8769230769230767,C_hybrid,XGBoost
MLP_C_hybrid,0.8655826558265582,0.8850518127978029,0.4373358201174108,0.13921326669209194,0.1722845160377707,0.8523206751054853,0.8087431693989071,0.5136099446799811,0.6721311475409836,183,123,0.8,0.032520325203252036,0.6608397947263838,0.9,0.07317073170731707,0.7799082337019198,0.95,0.15447154471544716,0.8579599603663426,C_hybrid,MLP
