model,rmse,mae,r2,pred_mean,true_mean,condition,model_base
Mean Predictor_A_weak_only,0.307134693297714,0.2493041588312249,-7.1644244141744196e-06,0.5506247680837403,0.5498026807193741,A_weak_only,Mean Predictor
Elastic Net_A_weak_only,0.15055247715784864,0.11273212963069347,0.7597180374840586,0.5458050583869346,0.5498026807193741,A_weak_only,Elastic Net
XGBoost_A_weak_only,0.005382064158893832,0.002192901562897448,0.9996929259617797,0.5496776150629684,0.5498026807193741,A_weak_only,XGBoost
MLP_A_weak_only,0.20626207776824004,0.14706415671041428,0.5489921141387846,0.4317420283336674,0.5498026807193741,A_weak_only,MLP
Mean Predictor_B_gold_only,0.3586178770880172,0.3192759400660331,-0.3633558615960113,0.7349397590361447,0.5498026807193741,B_gold_only,Mean Predictor
Elastic Net_B_gold_only,0.5055658716566472,0.4247195024970192,-1.7095730074337583,0.5584591681644185,0.5498026807193741,B_gold_only,Elastic Net
XGBoost_B_gold_only,0.5002935211110459,0.4269651864239265,-1.6533535160191581,0.8748392518047265,0.5498026807193741,B_gold_only,XGBoost
MLP_B_gold_only,0.5449396246081515,0.4501545104292422,-2.148053725238285,0.9999571911486164,0.5498026807193741,B_gold_only,MLP
Mean Predictor_C_hybrid,0.30714354687483986,0.24934631737081395,-6.481840072503076e-05,0.552275409457181,0.5498026807193741,C_hybrid,Mean Predictor
Elastic Net_C_hybrid,0.15436457679653084,0.1149991614801277,0.747395750547275,0.5455175069733643,0.5498026807193741,C_hybrid,Elastic Net
XGBoost_C_hybrid,0.04839590928719669,0.010268061963532362,0.975170803412837,0.5498438284334645,0.5498026807193741,C_hybrid,XGBoost
MLP_C_hybrid,0.16786419733870828,0.12799511778441922,0.7012819157568717,0.45759293911920024,0.5498026807193741,C_hybrid,MLP
Mean Predictor_D_hybrid_unweighted,0.30714354687483986,0.24934631737081395,-6.481840072503076e-05,0.552275409457181,0.5498026807193741,D_hybrid_unweighted,Mean Predictor
Elastic Net_D_hybrid_unweighted,0.15133234811832966,0.11331525596844687,0.7572222397205551,0.5457107184287722,0.5498026807193741,D_hybrid_unweighted,Elastic Net
XGBoost_D_hybrid_unweighted,0.029000996494406957,0.0062367630661456855,0.9910839765785531,0.5496704411478998,0.5498026807193741,D_hybrid_unweighted,XGBoost
MLP_D_hybrid_unweighted,0.2853277055890855,0.23073126470657912,0.1369553847277486,0.3234689798471853,0.5498026807193741,D_hybrid_unweighted,MLP
