model,rmse,mae,r2,pred_mean,true_mean,condition,model_base
Mean Predictor_A_weak_only,0.307134693297714,0.2493041588312249,-7.1644244141744196e-06,0.5506247680837403,0.5498026807193741,A_weak_only,Mean Predictor
Elastic Net_A_weak_only,0.15055247715784864,0.11273212963069347,0.7597180374840586,0.5458050583869346,0.5498026807193741,A_weak_only,Elastic Net
XGBoost_A_weak_only,0.005382064158893832,0.002192901562897448,0.9996929259617797,0.5496776150629684,0.5498026807193741,A_weak_only,XGBoost
MLP_A_weak_only,0.20626207776824004,0.14706415671041428,0.5489921141387846,0.4317420283336674,0.5498026807193741,A_weak_only,MLP
Mean Predictor_B_gold_only,0.34664554067461006,0.3073066929748764,-0.2738450225389024,0.7105263157894736,0.5498026807193741,B_gold_only,Mean Predictor
Elastic Net_B_gold_only,0.5051259051811483,0.412819822471871,-1.7048590714905307,0.7938215577014789,0.5498026807193741,B_gold_only,Elastic Net
XGBoost_B_gold_only,0.4739629592022091,0.39051984947452684,-1.3814099491683125,0.8220257347725675,0.5498026807193741,B_gold_only,XGBoost
MLP_B_gold_only,0.545000023633389,0.4502416416999964,-2.1487516003971963,0.9999456850358577,0.5498026807193741,B_gold_only,MLP
Mean Predictor_C_hybrid,0.307141008804736,0.2493376739842766,-4.829046676047e-05,0.5519369932889704,0.5498026807193741,C_hybrid,Mean Predictor
Elastic Net_C_hybrid,0.15285529694156877,0.11461529872366177,0.752311213652715,0.543262370914636,0.5498026807193741,C_hybrid,Elastic Net
XGBoost_C_hybrid,0.04335070648802647,0.008739237527235776,0.9800777806188379,0.5492117865960512,0.5498026807193741,C_hybrid,XGBoost
MLP_C_hybrid,0.24890049379799342,0.1699365862402704,0.3432548481786263,0.42413756645378425,0.5498026807193741,C_hybrid,MLP
Mean Predictor_D_hybrid_unweighted,0.307141008804736,0.2493376739842766,-4.829046676047e-05,0.5519369932889704,0.5498026807193741,D_hybrid_unweighted,Mean Predictor
Elastic Net_D_hybrid_unweighted,0.15092921250747893,0.11312526643173229,0.758513992612427,0.5452127733249057,0.5498026807193741,D_hybrid_unweighted,Elastic Net
XGBoost_D_hybrid_unweighted,0.025701190124082306,0.0053172721383052055,0.9929975207970972,0.5492423980197526,0.5498026807193741,D_hybrid_unweighted,XGBoost
MLP_D_hybrid_unweighted,0.35342782084789554,0.2824963746130243,-0.3241793926294878,0.27096718234855377,0.5498026807193741,D_hybrid_unweighted,MLP
