epoch,train_loss,val_loss,val_rmse,val_mae
1,0.5806847236838947,7.169464588165283,0.7071062332773046,0.5
2,0.5131243746142423,1.2394803762435913,0.6572975925192538,0.5852907299995422
3,0.4971770299728302,4.13292121887207,0.7067259872440423,0.5001465082168579
4,0.4886620619290334,1.636245846748352,0.6758592814118133,0.5539665818214417
5,0.4844470903890435,1.1911388635635376,0.632802868993491,0.5223166942596436
6,0.47916487078470515,3.015505075454712,0.7034900141687124,0.5077658295631409
7,0.47739424581674966,2.3744606971740723,0.6950483356106567,0.5141431093215942
8,0.4748653517713198,4.784415245056152,0.7067797935515698,0.5004239678382874
9,0.4731203069402157,4.2193922996521,0.7064672296365694,0.5012750029563904
10,0.47048384245638325,0.9342355728149414,0.5890692874912026,0.55948805809021
11,0.4687262307090232,5.529836654663086,0.7070272666861096,0.5002496242523193
12,0.4674467155246263,4.150033473968506,0.7060498966882869,0.502618670463562
13,0.4679044876663979,0.9027834534645081,0.5601685473423654,0.48260632157325745
14,0.46660402949447705,5.959173202514648,0.7070363924461209,0.5000026226043701
15,0.4644005366161284,2.853916645050049,0.6959869671059016,0.503499448299408
16,0.4638446078722941,4.96116304397583,0.7062299835271774,0.5016483068466187
17,0.4631902076341771,4.213733673095703,0.7055123173133869,0.501484215259552
18,0.46371582966877517,6.735097885131836,0.7070905755375926,0.5002347230911255
19,0.46220022291926555,1.7399333715438843,0.65411419951658,0.4943290054798126
20,0.4607471570110311,0.8260875344276428,0.5221068992025196,0.414063960313797
21,0.4616090139602819,6.558331489562988,0.7070844430039944,0.5000110268592834
22,0.4617310666153645,0.5299261212348938,0.421648971619195,0.3700948655605316
23,0.4606804793879378,0.5096312761306763,0.40359620640354604,0.38231632113456726
24,0.45864490668944335,0.6392300128936768,0.47526282392615055,0.4436400234699249
25,0.4604186226483388,1.8875035047531128,0.6580748843450582,0.4890095889568329
26,0.4578757347858257,1.62971031665802,0.6296484459439728,0.4847817122936249
27,0.45884948316911245,0.8193196654319763,0.5207035634181358,0.40960538387298584
28,0.4581423752631756,0.7072651386260986,0.4909970707145606,0.4169330298900604
29,0.45680668106952865,8.738443374633789,0.7071062964976236,0.4999999701976776
30,0.4566313516802747,0.8795249462127686,0.5471363260684353,0.45816317200660706
31,0.4553032011234558,9.804070472717285,0.7071067179662719,0.5000019073486328
32,0.45487493826238296,1.6728222370147705,0.6455573035585102,0.477378249168396
33,0.45483940468726775,2.382097005844116,0.6917605596797246,0.508807897567749
34,0.4561562469763499,2.1678695678710938,0.6845967591057153,0.4872058928012848
35,0.45334186463914156,2.6577413082122803,0.6643755006833132,0.4932599365711212
36,0.45415229660145806,4.483110427856445,0.7063228156100461,0.5053242444992065
37,0.45233330061389104,1.2279456853866577,0.5897129494856471,0.46550628542900085
38,0.45381341203797804,0.6667013168334961,0.4689610482991263,0.41323086619377136
39,0.4534827909592148,1.2918117046356201,0.6080588285351206,0.4974508583545685
40,0.4532084143576258,2.5261237621307373,0.675010285475745,0.5102307796478271
41,0.4537050680650283,9.83661937713623,0.7071066547459907,0.5000009536743164
42,0.4527350625876229,0.7175955176353455,0.5014168512989524,0.42146551609039307
43,0.45309145285377567,3.059098958969116,0.6931174702489034,0.4928002655506134
