model,rmse,mae,r2,pred_mean,true_mean,condition,model_base
Mean Predictor_A_weak_only,0.30713382012052465,0.24927362405379297,-1.478435673885059e-06,0.549429234095864,0.5498026807193741,A_weak_only,Mean Predictor
Elastic Net_A_weak_only,0.15028898564813625,0.1125979672078496,0.7605583671131816,0.5453842385507182,0.5498026807193741,A_weak_only,Elastic Net
XGBoost_A_weak_only,0.004013809989076685,0.0020638448146714367,0.9998292113609121,0.5496134270786954,0.5498026807193741,A_weak_only,XGBoost
MLP_A_weak_only,0.1820764023976978,0.13301153433837723,0.6485587892965224,0.5708420632198828,0.5498026807193741,A_weak_only,MLP
Mean Predictor_B_gold_only,0.35444632762083134,0.27470848382794344,-0.3318224185521714,0.37288135593220334,0.5498026807193741,B_gold_only,Mean Predictor
Elastic Net_B_gold_only,0.5102725913838166,0.4172915261940448,-1.7602590459942773,0.15852111842178007,0.5498026807193741,B_gold_only,Elastic Net
XGBoost_B_gold_only,0.4685224919557635,0.3740004745505828,-1.327052857272811,0.22670334199395198,0.5498026807193741,B_gold_only,XGBoost
MLP_B_gold_only,0.5076520769340548,0.41178740081235005,-1.7319811197782626,0.8981781944491694,0.5498026807193741,B_gold_only,MLP
Mean Predictor_C_hybrid,0.30713725726395563,0.24924484427783383,-2.386065163362261e-05,0.5483024140167146,0.5498026807193741,C_hybrid,Mean Predictor
Elastic Net_C_hybrid,0.15462369170846674,0.1147007025736414,0.7465470006067638,0.5357532038145556,0.5498026807193741,C_hybrid,Elastic Net
XGBoost_C_hybrid,0.04247914740712314,0.007163282522345173,0.9808707940893064,0.5470974167888406,0.5498026807193741,C_hybrid,XGBoost
MLP_C_hybrid,0.2224509982030005,0.1572081433905028,0.4754171638151079,0.6535376687064273,0.5498026807193741,C_hybrid,MLP
