epoch,train_loss,val_loss,val_rmse,val_mae
1,0.575328248750184,7.520303726196289,0.7071065283054112,0.4999999701976776
2,0.5107813938340336,1.2482033967971802,0.6171425428796529,0.4573874771595001
3,0.49464081125606435,2.6308846473693848,0.7004281565306046,0.4975419044494629
4,0.4874473109209001,4.594794750213623,0.7069256108224934,0.5000307559967041
5,0.48827899954010323,1.2895212173461914,0.6417633967336882,0.4764692485332489
6,0.4723491065703745,0.500942051410675,0.42046452435454307,0.3399369418621063
7,0.47165713009290056,5.945765495300293,0.7070965183544586,0.499994158744812
8,0.4737313496424176,0.8594915866851807,0.5371853029162895,0.4106200039386749
9,0.46361098969076664,1.057481050491333,0.6089628978022672,0.4596436321735382
10,0.46453354098912436,0.37217652797698975,0.33195211926148777,0.2832334041595459
11,0.46286919335221743,0.7018455862998962,0.5082842469618094,0.45050618052482605
12,0.46139456072838103,1.4923735857009888,0.6636001099060984,0.4962826669216156
13,0.46296797302909476,2.834857702255249,0.6965745124106273,0.4970347285270691
14,0.4562443073908539,1.4443212747573853,0.6395668734897955,0.4549368917942047
15,0.45436493748787504,0.5611428618431091,0.44595140500968455,0.38835594058036804
16,0.4521110869454148,0.7567976117134094,0.5105866875627303,0.42283716797828674
17,0.45407303480372907,2.889723062515259,0.693693655320631,0.49651411175727844
18,0.454785484816984,7.889795303344727,0.7071053692657128,0.5000008940696716
19,0.4492685502953566,0.7346922159194946,0.5158639123148894,0.42058059573173523
20,0.4500011945630675,3.9234743118286133,0.7052441557365192,0.4994567632675171
21,0.4515168763220072,3.8676376342773438,0.704317014959523,0.4995878338813782
22,0.4501899362363435,0.8193652629852295,0.5206102052214459,0.4061793088912964
23,0.44680619405536487,0.5297582149505615,0.4255775174222272,0.31366056203842163
24,0.4555844894792668,4.030338764190674,0.7050356654012893,0.49875882267951965
25,0.45324712288571467,0.802433431148529,0.5207712104623959,0.39789798855781555
26,0.4476192296420172,0.7377931475639343,0.5080550861472345,0.3622499108314514
27,0.44903052550208655,9.083667755126953,0.7071058328818202,0.49999943375587463
28,0.4427334516580825,0.6361499428749084,0.48844049527256017,0.41140973567962646
29,0.4444960989263168,0.4758494198322296,0.4115868279255379,0.29761525988578796
30,0.44932100010116444,2.116572856903076,0.6820514828891433,0.482284814119339
