supplier_number,Join_Year,article_count,negative_count,positive_count,neutral_count,avg_sentiment_score,avg_relevance_score,max_relevance_score,negative_ratio,has_high_relevance_negative_news
38721,2018,1,1,0,0,-1.0,3.0,3.0,1.0,0
38721,2024,1,0,0,1,0.0,3.0,3.0,0.0,0
38721,2025,2,0,0,2,0.0,3.75,4.5,0.0,0
38721,2027,6,1,1,4,0.0,4.25,5.0,0.16666666666666666,1
38778,2026,1,0,0,1,0.0,4.0,4.0,0.0,0
39330,2024,1,0,1,0,1.0,3.0,3.0,0.0,0
39330,2026,1,0,1,0,1.0,4.0,4.0,0.0,0
39890,2019,1,0,1,0,1.0,3.0,3.0,0.0,0
39890,2021,1,0,1,0,1.0,3.5,3.5,0.0,0
40608,2016,2,0,2,0,1.0,3.0,3.0,0.0,0
40608,2017,2,0,2,0,1.0,3.0,3.0,0.0,0
40608,2018,4,0,3,1,0.75,3.05,3.2,0.0,0
40608,2019,5,0,5,0,1.0,3.2,3.5,0.0,0
40608,2020,2,0,2,0,1.0,3.25,3.5,0.0,0
40608,2022,3,0,3,0,1.0,3.6666666666666665,4.5,0.0,0
40608,2023,3,0,3,0,1.0,4.0,4.5,0.0,0
40608,2024,4,0,3,1,0.75,3.875,4.5,0.0,0
40608,2025,9,0,7,2,0.7777777777777778,4.144444444444444,5.0,0.0,0
40608,2026,18,0,18,0,1.0,4.405555555555555,5.0,0.0,0
40608,2027,33,1,23,9,0.6666666666666666,4.075757575757576,5.0,0.030303030303030304,1
40636,2027,1,0,0,1,0.0,3.0,3.0,0.0,0
40792,2021,1,0,0,1,0.0,3.0,3.0,0.0,0
40792,2023,3,0,2,1,0.6666666666666666,3.1666666666666665,3.5,0.0,0
40792,2024,2,0,2,0,1.0,3.0,3.0,0.0,0
40792,2025,1,0,1,0,1.0,3.0,3.0,0.0,0
40792,2026,1,0,1,0,1.0,4.0,4.0,0.0,0
40792,2027,1,0,1,0,1.0,4.0,4.0,0.0,0
40994,2026,1,0,1,0,1.0,5.0,5.0,0.0,0
40994,2027,39,1,31,7,0.7692307692307693,4.133333333333333,5.0,0.02564102564102564,1
41208,2026,13,0,10,3,0.7692307692307693,4.153846153846154,5.0,0.0,0
41208,2027,6,1,4,1,0.5,4.25,5.0,0.16666666666666666,1
41385,2020,1,0,1,0,1.0,3.0,3.0,0.0,0
41385,2021,1,0,0,1,0.0,3.0,3.0,0.0,0
41385,2023,2,0,2,0,1.0,3.25,3.5,0.0,0
41385,2024,1,0,1,0,1.0,3.0,3.0,0.0,0
41385,2025,5,0,5,0,1.0,3.6,4.0,0.0,0
41385,2026,2,0,2,0,1.0,4.0,4.0,0.0,0
41385,2027,1,0,1,0,1.0,3.0,3.0,0.0,0
42187,2016,2,0,2,0,1.0,3.25,3.5,0.0,0
42187,2017,1,1,0,0,-1.0,3.0,3.0,1.0,0
42187,2018,3,2,1,0,-0.3333333333333333,3.3333333333333335,4.0,0.6666666666666666,1
42187,2020,1,0,0,1,0.0,3.0,3.0,0.0,0
42187,2021,1,0,1,0,1.0,4.0,4.0,0.0,0
42187,2022,1,0,0,1,0.0,3.0,3.0,0.0,0
42187,2024,6,1,4,1,0.5,3.966666666666667,4.5,0.16666666666666666,1
42187,2025,5,0,4,1,0.8,3.9,4.0,0.0,0
42187,2026,1,1,0,0,-1.0,5.0,5.0,1.0,1
42187,2027,2,1,1,0,0.0,4.25,4.5,0.5,1
42415,2018,1,0,0,1,0.0,3.5,3.5,0.0,0
42687,2016,1,0,1,0,1.0,3.0,3.0,0.0,0
42687,2019,1,0,1,0,1.0,3.0,3.0,0.0,0
42687,2020,2,0,2,0,1.0,3.5,4.0,0.0,0
42687,2021,3,0,3,0,1.0,3.6666666666666665,4.0,0.0,0
42687,2023,1,0,0,1,0.0,5.0,5.0,0.0,0
42687,2024,5,0,3,2,0.6,3.6,4.0,0.0,0
42687,2025,2,0,1,1,0.5,3.75,4.5,0.0,0
42717,2021,1,0,0,1,0.0,3.0,3.0,0.0,0
42717,2024,1,1,0,0,-1.0,4.0,4.0,1.0,1
42717,2025,1,0,1,0,1.0,3.5,3.5,0.0,0
42717,2026,3,0,3,0,1.0,4.5,5.0,0.0,0
42717,2027,7,2,5,0,0.42857142857142855,4.642857142857143,5.0,0.2857142857142857,1
43016,2025,2,0,1,1,0.5,3.0,3.0,0.0,0
43161,2026,1,0,1,0,1.0,5.0,5.0,0.0,0
43439,2018,1,0,1,0,1.0,3.0,3.0,0.0,0
43439,2020,1,0,1,0,1.0,3.0,3.0,0.0,0
43439,2022,4,0,2,2,0.5,3.675,4.2,0.0,0
43439,2025,6,0,6,0,1.0,4.366666666666666,5.0,0.0,0
43439,2026,4,0,4,0,1.0,4.125,4.5,0.0,0
43557,2017,1,0,1,0,1.0,4.0,4.0,0.0,0
43557,2019,6,0,5,1,0.8333333333333334,3.0833333333333335,3.5,0.0,0
43557,2020,4,0,4,0,1.0,3.5,4.0,0.0,0
43557,2021,1,0,1,0,1.0,4.0,4.0,0.0,0
43557,2022,2,0,0,2,0.0,4.25,4.5,0.0,0
43557,2023,2,1,1,0,0.0,3.5,4.0,0.5,1
43557,2024,2,0,2,0,1.0,3.75,4.0,0.0,0
43557,2025,4,1,3,0,0.5,4.125,5.0,0.25,1
43557,2026,6,0,6,0,1.0,4.3,5.0,0.0,0
43889,2021,5,0,4,1,0.8,3.0,3.0,0.0,0
43889,2022,4,0,4,0,1.0,3.375,3.5,0.0,0
43889,2023,6,0,6,0,1.0,3.5,4.0,0.0,0
43889,2024,8,0,7,1,0.875,3.4375,4.0,0.0,0
43889,2025,22,6,14,2,0.36363636363636365,3.8181818181818183,5.0,0.2727272727272727,1
43889,2026,41,1,34,6,0.8048780487804879,4.578048780487805,5.0,0.024390243902439025,1
44017,2024,1,0,0,1,0.0,4.0,4.0,0.0,0
44017,2027,1,0,1,0,1.0,4.5,4.5,0.0,0
44613,2021,7,0,5,2,0.7142857142857143,3.2857142857142856,4.0,0.0,0
44613,2022,5,0,5,0,1.0,3.1,3.5,0.0,0
44613,2023,1,0,1,0,1.0,4.0,4.0,0.0,0
44613,2024,1,0,1,0,1.0,3.5,3.5,0.0,0
44613,2025,1,1,0,0,-1.0,3.5,3.5,1.0,0
44613,2026,6,0,5,1,0.8333333333333334,4.616666666666666,5.0,0.0,0
44655,2026,1,0,0,1,0.0,3.0,3.0,0.0,0
44815,2016,1,0,0,1,0.0,3.0,3.0,0.0,0
44815,2018,1,0,1,0,1.0,3.5,3.5,0.0,0
44815,2023,2,0,1,1,0.5,3.5,4.0,0.0,0
44815,2024,1,0,0,1,0.0,4.0,4.0,0.0,0
44815,2025,5,0,5,0,1.0,3.7,4.0,0.0,0
44815,2026,13,0,9,4,0.6923076923076923,4.269230769230769,5.0,0.0,0
44815,2027,7,0,7,0,1.0,4.714285714285714,5.0,0.0,0
45320,2016,3,1,1,1,0.0,3.0,3.0,0.3333333333333333,0
45320,2018,1,0,1,0,1.0,3.0,3.0,0.0,0
45320,2020,2,0,1,1,0.5,3.0,3.0,0.0,0
45320,2025,1,0,1,0,1.0,4.0,4.0,0.0,0
45320,2026,1,0,1,0,1.0,5.0,5.0,0.0,0
45477,2022,1,0,0,1,0.0,4.0,4.0,0.0,0
45477,2026,2,0,2,0,1.0,4.0,4.0,0.0,0
45528,2021,2,0,2,0,1.0,3.0,3.0,0.0,0
45528,2022,2,0,2,0,1.0,3.25,3.5,0.0,0
45528,2023,4,0,4,0,1.0,3.375,4.0,0.0,0
45528,2024,3,0,2,1,0.6666666666666666,3.0,3.0,0.0,0
45528,2025,7,0,7,0,1.0,3.7142857142857144,4.5,0.0,0
45528,2026,4,0,4,0,1.0,4.375,5.0,0.0,0
45528,2027,1,0,1,0,1.0,5.0,5.0,0.0,0
45996,2017,1,0,1,0,1.0,3.0,3.0,0.0,0
45996,2021,1,0,1,0,1.0,3.1,3.1,0.0,0
45996,2022,3,0,2,1,0.6666666666666666,3.0,3.0,0.0,0
45996,2023,2,0,2,0,1.0,3.0,3.0,0.0,0
45996,2024,1,0,1,0,1.0,3.5,3.5,0.0,0
45996,2025,6,0,5,1,0.8333333333333334,3.8833333333333333,4.3,0.0,0
45996,2026,5,0,5,0,1.0,4.18,4.8,0.0,0
46173,2016,3,0,3,0,1.0,3.233333333333333,3.5,0.0,0
46173,2017,4,1,1,2,0.0,3.375,4.0,0.25,1
46173,2018,1,0,0,1,0.0,3.0,3.0,0.0,0
46173,2020,1,0,0,1,0.0,3.5,3.5,0.0,0
46241,2019,2,0,2,0,1.0,3.55,4.0,0.0,0
46241,2020,1,0,0,1,0.0,3.0,3.0,0.0,0
46241,2024,2,0,2,0,1.0,4.15,4.3,0.0,0
46241,2025,2,0,1,1,0.5,3.0,3.0,0.0,0
46241,2026,4,0,4,0,1.0,3.625,4.0,0.0,0
46241,2027,10,1,2,7,0.1,3.75,5.0,0.1,1
46279,2023,1,0,1,0,1.0,4.0,4.0,0.0,0
46279,2024,8,1,2,5,0.125,3.9375,5.0,0.125,1
46279,2025,14,0,12,2,0.8571428571428571,3.8428571428571425,5.0,0.0,0
46279,2026,33,1,25,7,0.7272727272727273,3.9545454545454546,5.0,0.030303030303030304,1
46279,2027,25,0,23,2,0.92,4.5,5.0,0.0,0
46984,2026,20,1,14,5,0.65,4.125,5.0,0.05,1
46984,2027,2,0,2,0,1.0,5.0,5.0,0.0,0
47535,2024,1,0,1,0,1.0,3.0,3.0,0.0,0
47535,2025,1,0,1,0,1.0,4.5,4.5,0.0,0
47660,2024,1,0,1,0,1.0,3.5,3.5,0.0,0
47660,2025,1,0,0,1,0.0,3.0,3.0,0.0,0
47660,2026,3,0,2,1,0.6666666666666666,3.6,4.0,0.0,0
47660,2027,7,0,7,0,1.0,4.857142857142857,5.0,0.0,0
47664,2016,2,0,2,0,1.0,3.0,3.0,0.0,0
47664,2017,2,0,1,1,0.5,3.0,3.0,0.0,0
47664,2018,1,0,1,0,1.0,3.0,3.0,0.0,0
47664,2019,3,0,3,0,1.0,3.3333333333333335,4.0,0.0,0
47664,2020,2,0,2,0,1.0,3.0,3.0,0.0,0
47664,2021,5,0,5,0,1.0,3.1,3.5,0.0,0
47664,2022,7,0,7,0,1.0,3.357142857142857,4.0,0.0,0
47664,2023,6,0,6,0,1.0,3.1666666666666665,4.0,0.0,0
47664,2024,12,0,12,0,1.0,3.2083333333333335,4.0,0.0,0
47664,2025,15,4,7,4,0.2,3.453333333333333,4.0,0.26666666666666666,1
47664,2026,4,0,2,2,0.5,3.875,4.0,0.0,0
47826,2020,1,0,1,0,1.0,3.0,3.0,0.0,0
47826,2022,2,0,2,0,1.0,3.25,3.5,0.0,0
47826,2025,2,0,2,0,1.0,4.0,4.0,0.0,0
47826,2026,1,0,1,0,1.0,4.0,4.0,0.0,0
47826,2027,1,0,1,0,1.0,4.1,4.1,0.0,0
48209,2020,1,0,1,0,1.0,3.5,3.5,0.0,0
48209,2022,1,0,1,0,1.0,3.5,3.5,0.0,0
48209,2024,4,0,4,0,1.0,3.875,4.5,0.0,0
48209,2025,8,1,5,2,0.5,4.3375,5.0,0.125,1
48209,2026,29,5,18,6,0.4482758620689655,4.203448275862069,5.0,0.1724137931034483,1
48209,2027,44,3,13,28,0.22727272727272727,3.9568181818181816,5.0,0.06818181818181818,1
48948,2026,12,2,8,2,0.5,4.158333333333333,5.0,0.16666666666666666,1
48948,2027,46,33,8,5,-0.5434782608695652,4.141304347826087,5.0,0.717391304347826,1
48980,2026,33,10,16,7,0.18181818181818182,4.090909090909091,5.0,0.30303030303030304,1
48980,2027,64,21,16,27,-0.078125,4.003125,5.0,0.328125,1
49810,2026,23,1,11,11,0.43478260869565216,4.252173913043478,5.0,0.043478260869565216,1
49810,2027,67,7,23,37,0.23880597014925373,3.9283582089552236,5.0,0.1044776119402985,1
49874,2023,1,0,1,0,1.0,3.0,3.0,0.0,0
49874,2025,2,0,2,0,1.0,3.75,4.0,0.0,0
49937,2025,1,0,1,0,1.0,5.0,5.0,0.0,0
50078,2016,3,2,0,1,-0.6666666666666666,3.0,3.0,0.6666666666666666,0
50078,2020,2,0,2,0,1.0,3.0,3.0,0.0,0
50078,2021,1,0,0,1,0.0,3.0,3.0,0.0,0
50078,2022,1,0,0,1,0.0,3.0,3.0,0.0,0
50078,2023,1,1,0,0,-1.0,4.0,4.0,1.0,1
50078,2024,6,0,5,1,0.8333333333333334,3.3333333333333335,4.0,0.0,0
50078,2025,1,1,0,0,-1.0,4.0,4.0,1.0,1
50078,2026,2,1,1,0,0.0,4.5,5.0,0.5,1
50172,2027,1,0,1,0,1.0,4.0,4.0,0.0,0
50290,2024,3,0,1,2,0.3333333333333333,3.6666666666666665,4.0,0.0,0
50290,2025,2,0,2,0,1.0,4.25,4.5,0.0,0
50290,2026,2,0,2,0,1.0,4.25,5.0,0.0,0
50475,2027,1,0,0,1,0.0,4.0,4.0,0.0,0
50514,2025,1,1,0,0,-1.0,4.0,4.0,1.0,1
50537,2026,20,6,8,6,0.1,4.075,5.0,0.3,1
50537,2027,35,6,16,13,0.2857142857142857,3.7685714285714287,5.0,0.17142857142857143,1
50570,2023,1,0,0,1,0.0,3.5,3.5,0.0,0
50600,2023,1,0,1,0,1.0,3.0,3.0,0.0,0
50600,2025,2,0,2,0,1.0,3.5,4.0,0.0,0
50600,2027,1,0,1,0,1.0,5.0,5.0,0.0,0
50668,2026,24,0,20,4,0.8333333333333334,4.433333333333334,5.0,0.0,0
50668,2027,58,8,27,23,0.3275862068965517,4.205172413793104,5.0,0.13793103448275862,1
50756,2021,2,0,2,0,1.0,4.0,5.0,0.0,0
50756,2023,10,4,6,0,0.2,3.6700000000000004,4.5,0.4,1
50756,2024,8,0,6,2,0.75,3.875,5.0,0.0,0
50756,2025,13,4,8,1,0.3076923076923077,4.3307692307692305,5.0,0.3076923076923077,1
50756,2026,42,4,32,6,0.6666666666666666,4.538095238095238,5.0,0.09523809523809523,1
50756,2027,20,1,16,3,0.75,4.5600000000000005,5.0,0.05,1
50939,2023,2,0,2,0,1.0,3.0,3.0,0.0,0
50939,2027,1,1,0,0,-1.0,4.0,4.0,1.0,1
51283,2016,1,0,1,0,1.0,3.0,3.0,0.0,0
51283,2018,2,0,0,2,0.0,3.25,3.5,0.0,0
51283,2020,3,0,0,3,0.0,3.0,3.0,0.0,0
51283,2021,3,0,2,1,0.6666666666666666,3.0,3.0,0.0,0
51283,2023,1,0,1,0,1.0,3.0,3.0,0.0,0
51283,2024,3,0,2,1,0.6666666666666666,3.1666666666666665,3.5,0.0,0
51283,2025,1,0,1,0,1.0,4.0,4.0,0.0,0
51525,2021,2,1,0,1,-0.5,3.25,3.5,0.5,0
51578,2017,1,0,1,0,1.0,3.0,3.0,0.0,0
51578,2020,1,0,1,0,1.0,3.0,3.0,0.0,0
51578,2021,4,0,4,0,1.0,3.5,3.5,0.0,0
51578,2022,1,0,0,1,0.0,3.0,3.0,0.0,0
51578,2023,9,0,8,1,0.8888888888888888,3.8333333333333335,4.3,0.0,0
51578,2024,8,0,8,0,1.0,3.8375,4.5,0.0,0
51578,2025,14,0,13,1,0.9285714285714286,4.192857142857143,5.0,0.0,0
51578,2026,18,0,18,0,1.0,4.261111111111111,5.0,0.0,0
51578,2027,2,0,1,1,0.5,3.6,4.0,0.0,0
51714,2025,1,1,0,0,-1.0,4.0,4.0,1.0,1
51812,2018,1,0,1,0,1.0,3.0,3.0,0.0,0
51812,2020,2,0,2,0,1.0,3.0,3.0,0.0,0
51812,2023,5,0,3,2,0.6,3.3,3.5,0.0,0
51812,2024,4,0,1,3,0.25,3.375,3.5,0.0,0
51812,2026,1,0,1,0,1.0,4.0,4.0,0.0,0
51817,2018,1,0,1,0,1.0,3.0,3.0,0.0,0
51817,2019,4,0,3,1,0.75,3.25,4.0,0.0,0
51817,2022,5,0,3,2,0.6,3.7,4.0,0.0,0
51817,2025,1,0,1,0,1.0,4.0,4.0,0.0,0
52030,2026,1,0,1,0,1.0,4.5,4.5,0.0,0
52166,2018,2,2,0,0,-1.0,3.5,4.0,1.0,1
52166,2022,3,0,2,1,0.6666666666666666,3.0,3.0,0.0,0
52166,2023,1,1,0,0,-1.0,3.5,3.5,1.0,0
52166,2024,5,0,2,3,0.4,3.2600000000000002,3.8,0.0,0
52166,2025,5,0,1,4,0.2,4.2,5.0,0.0,0
52166,2026,1,0,1,0,1.0,3.0,3.0,0.0,0
52166,2027,1,1,0,0,-1.0,3.0,3.0,1.0,0
53018,2016,1,0,0,1,0.0,3.0,3.0,0.0,0
53018,2026,2,0,2,0,1.0,4.5,4.5,0.0,0
53529,2025,3,1,0,2,-0.3333333333333333,3.6666666666666665,4.0,0.3333333333333333,1
54320,2020,1,0,1,0,1.0,4.0,4.0,0.0,0
54320,2022,7,0,6,1,0.8571428571428571,3.5,5.0,0.0,0
54320,2023,1,0,1,0,1.0,3.0,3.0,0.0,0
54320,2024,1,0,1,0,1.0,3.0,3.0,0.0,0
54320,2025,1,0,1,0,1.0,4.0,4.0,0.0,0
54335,2027,1,0,1,0,1.0,4.0,4.0,0.0,0
54392,2026,1,0,1,0,1.0,4.0,4.0,0.0,0
54642,2022,1,0,0,1,0.0,3.5,3.5,0.0,0
54642,2025,1,0,1,0,1.0,3.5,3.5,0.0,0
55146,2017,2,1,0,1,-0.5,3.45,3.5,0.5,0
55146,2019,3,1,1,1,0.0,3.3333333333333335,4.0,0.3333333333333333,1
55146,2020,4,0,1,3,0.25,3.3,4.0,0.0,0
55146,2021,8,4,2,2,-0.25,3.325,4.0,0.5,1
55146,2022,12,4,5,3,0.08333333333333333,3.4916666666666667,4.0,0.3333333333333333,1
55146,2023,6,0,3,3,0.5,3.3666666666666667,4.0,0.0,0
55146,2024,1,0,1,0,1.0,5.0,5.0,0.0,0
55146,2025,12,0,10,2,0.8333333333333334,4.291666666666667,5.0,0.0,0
55146,2026,21,4,5,12,0.047619047619047616,4.309523809523809,5.0,0.19047619047619047,1
55146,2027,9,0,4,5,0.4444444444444444,4.0,5.0,0.0,0
55147,2025,1,0,1,0,1.0,4.0,4.0,0.0,0
55147,2026,4,0,2,2,0.5,4.75,5.0,0.0,0
55216,2027,1,0,1,0,1.0,5.0,5.0,0.0,0
55283,2021,1,1,0,0,-1.0,3.0,3.0,1.0,0
55283,2022,1,0,1,0,1.0,4.0,4.0,0.0,0
55283,2024,1,0,1,0,1.0,4.0,4.0,0.0,0
55283,2025,3,1,2,0,0.3333333333333333,4.333333333333333,4.5,0.3333333333333333,1
55283,2026,9,9,0,0,-1.0,4.5,5.0,1.0,1
55283,2027,2,2,0,0,-1.0,5.0,5.0,1.0,1
55430,2018,2,0,2,0,1.0,3.25,3.5,0.0,0
55430,2022,3,0,2,1,0.6666666666666666,3.6666666666666665,4.0,0.0,0
55498,2019,2,0,2,0,1.0,3.25,3.5,0.0,0
55498,2020,3,0,3,0,1.0,3.6666666666666665,4.0,0.0,0
55498,2022,3,0,3,0,1.0,3.1666666666666665,3.5,0.0,0
55498,2024,5,0,4,1,0.8,3.7,4.0,0.0,0
55498,2025,5,0,3,2,0.6,3.46,3.8,0.0,0
55498,2026,14,3,9,2,0.42857142857142855,4.164285714285714,5.0,0.21428571428571427,1
55498,2027,24,0,24,0,1.0,4.7375,5.0,0.0,0
55722,2023,1,0,1,0,1.0,3.0,3.0,0.0,0
55722,2027,1,0,1,0,1.0,4.5,4.5,0.0,0
998,2019,2,0,2,0,1.0,3.0,3.0,0.0,0
998,2020,2,1,0,1,-0.5,3.0,3.0,0.5,0
998,2021,1,0,0,1,0.0,3.0,3.0,0.0,0
998,2022,3,0,3,0,1.0,3.5,4.0,0.0,0
998,2023,10,0,7,3,0.7,3.55,4.0,0.0,0
998,2024,21,1,10,10,0.42857142857142855,3.4761904761904763,4.0,0.047619047619047616,1
998,2025,12,0,6,6,0.5,3.9583333333333335,4.5,0.0,0
998,2026,8,1,3,4,0.25,3.5625,5.0,0.125,1
998,2027,15,1,6,8,0.3333333333333333,3.933333333333333,5.0,0.06666666666666667,1
