iteration,meta_loss,n_valid_tasks,n_skipped,n_skipped_this_iteration,n_skipped_cumulative
1,13.992023468017578,4,0,0,0
2,3.121407985687256,4,0,0,0
3,11.524773597717285,4,0,0,0
4,11.021133422851562,4,0,0,0
5,1.9819544553756714,4,0,0,0
6,11.279847145080566,4,0,0,0
7,16.53960609436035,4,0,0,0
8,1.1310412883758545,4,0,0,0
9,7.202392578125,4,0,0,0
10,3.360624074935913,4,0,0,0
11,3.323791265487671,4,0,0,0
12,1.3118577003479004,4,0,0,0
13,1.2374744415283203,4,0,0,0
14,0.7883869409561157,4,0,0,0
15,5.796501636505127,4,0,0,0
16,11.645602226257324,4,0,0,0
17,4.176287651062012,4,0,0,0
18,6.334467887878418,4,0,0,0
19,6.423192977905273,4,0,0,0
20,8.491284370422363,4,0,0,0
21,7.99700927734375,4,0,0,0
22,7.403006076812744,4,0,0,0
23,2.9416284561157227,4,0,0,0
24,7.923168182373047,4,0,0,0
25,13.427512168884277,4,0,0,0
26,2.6863856315612793,4,0,0,0
27,0.9581449031829834,4,0,0,0
28,8.81376838684082,4,0,0,0
29,18.923961639404297,4,0,0,0
30,7.917575836181641,4,0,0,0
31,1.1607518196105957,4,0,0,0
32,5.577622413635254,4,0,0,0
33,4.866201400756836,4,0,0,0
34,3.4503612518310547,4,0,0,0
35,4.585583686828613,4,0,0,0
36,13.860161781311035,4,0,0,0
37,2.582786798477173,4,0,0,0
38,6.959421157836914,4,0,0,0
39,2.2009849548339844,4,0,0,0
40,5.106840133666992,4,0,0,0
41,12.339771270751953,4,0,0,0
42,0.8369043469429016,4,0,0,0
43,0.9306209087371826,4,0,0,0
44,11.646927833557129,4,0,0,0
45,3.6334176063537598,4,0,0,0
46,1.4955239295959473,4,0,0,0
47,6.48361873626709,4,0,0,0
48,0.7112976312637329,4,0,0,0
49,0.9148948192596436,4,0,0,0
50,2.3338868618011475,4,0,0,0
51,0.7621698975563049,4,0,0,0
52,0.6693962812423706,4,0,0,0
53,0.6727990508079529,4,0,0,0
54,0.6794037818908691,4,0,0,0
55,0.6780946254730225,4,0,0,0
56,0.6516554355621338,4,0,0,0
57,0.6767818331718445,4,0,0,0
58,0.7522132992744446,4,0,0,0
59,0.6591956615447998,4,0,0,0
60,0.6671899557113647,4,0,0,0
61,0.657917857170105,4,0,0,0
62,0.733688473701477,4,0,0,0
63,0.7579635381698608,4,0,0,0
64,0.7220616936683655,4,0,0,0
65,0.6614755392074585,4,0,0,0
66,0.7298097014427185,4,0,0,0
67,0.8063234090805054,4,0,0,0
68,0.7302830219268799,4,0,0,0
69,1.7388290166854858,4,0,0,0
70,0.7319702506065369,4,0,0,0
71,15.989045143127441,4,0,0,0
72,0.6951051950454712,4,0,0,0
73,0.6975878477096558,4,0,0,0
74,1.5181522369384766,4,0,0,0
75,10.782327651977539,4,0,0,0
76,2.5751872062683105,4,0,0,0
77,14.142565727233887,4,0,0,0
78,1.8011029958724976,4,0,0,0
79,1.98631751537323,4,0,0,0
80,2.0185861587524414,4,0,0,0
81,3.3004493713378906,4,0,0,0
82,1.7154446840286255,4,0,0,0
83,1.3671875,4,0,0,0
84,1.2174592018127441,4,0,0,0
85,0.6752755045890808,4,0,0,0
86,0.7219061851501465,4,0,0,0
87,0.6620733141899109,4,0,0,0
88,0.6666717529296875,4,0,0,0
89,0.6636865139007568,4,0,0,0
90,0.7092850208282471,4,0,0,0
91,0.711584210395813,4,0,0,0
92,4.400052070617676,4,0,0,0
93,2.7166688442230225,4,0,0,0
94,3.425372362136841,4,0,0,0
95,6.770326614379883,4,0,0,0
96,1.2367160320281982,4,0,0,0
97,1.9122252464294434,4,0,0,0
98,0.8151352405548096,4,0,0,0
99,1.417157769203186,4,0,0,0
100,6.37231969833374,4,0,0,0
101,0.866192102432251,4,0,0,0
102,2.5898525714874268,4,0,0,0
103,1.6394333839416504,4,0,0,0
104,1.0686233043670654,4,0,0,0
105,1.6053268909454346,4,0,0,0
106,0.8129806518554688,4,0,0,0
107,2.8036365509033203,4,0,0,0
108,2.5149245262145996,4,0,0,0
109,2.8396029472351074,4,0,0,0
110,1.663824439048767,4,0,0,0
111,1.0670369863510132,4,0,0,0
112,1.3268773555755615,4,0,0,0
113,0.7460946440696716,4,0,0,0
114,6.975246906280518,4,0,0,0
115,10.32017993927002,4,0,0,0
116,1.9213528633117676,4,0,0,0
117,1.432200312614441,4,0,0,0
118,7.302649974822998,4,0,0,0
119,3.1082515716552734,4,0,0,0
