model,rmse,mae,r2,pred_mean,true_mean,condition
Mean Predictor_D_hybrid_unweighted,0.5026902140204229,0.5000000000000001,-0.010789805087594306,0.5519369932889705,0.5,D_hybrid_unweighted
Elastic Net_D_hybrid_unweighted,0.6450238414299638,0.5313710389848719,-0.6642230240522686,0.8471581190486404,0.5,D_hybrid_unweighted
XGBoost_D_hybrid_unweighted,0.33541192966353706,0.2660677270455794,0.5499953497575298,0.672926891933788,0.5,D_hybrid_unweighted
