model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,episode_idx
ANIL,0.65625,0.8712121212121212,0.9161180842390065,0.3057960356410194,0.39647363095233834,0.6666666666666666,0.5,0.7006060434505343,0.6666666666666666,12,8,1.0,0.625,0.9999999999999999,0.6,0.75,0.8219345592466818,0.6666666666666666,1.0,0.9608459110094401,0
ANIL,0.6060606060606061,0.7921470240988958,0.7161246932013053,0.25147773182361655,0.249093358131016,0.75,0.6470588235294118,0.7147814833066043,0.6470588235294118,17,11,0.8,0.36363636363636365,0.8539316501572934,0.7,0.6363636363636364,0.7605591431973849,0.6470588235294118,1.0,0.9309046303917271,1
ANIL,0.6060606060606061,0.7921470240988958,0.7096646232402772,0.24956115037749835,0.30954973574946903,0.75,0.6470588235294118,0.7016999572515488,0.6470588235294118,17,11,0.8,0.36363636363636365,0.8539316501572934,0.7,0.6363636363636364,0.7605591431973849,0.6470588235294118,1.0,0.9309046303917271,2
ANIL,0.65625,0.8712121212121212,0.9473105942476471,0.28161302850794917,0.37650432468702394,0.6666666666666666,0.5,0.6111474108571807,0.6666666666666666,12,8,1.0,0.625,0.9999999999999999,0.6,0.75,0.8219345592466818,0.6666666666666666,1.0,0.9608459110094401,3
ANIL,0.65625,0.8712121212121212,0.9326107251035642,0.2922258097798467,0.3863062732076893,0.6666666666666666,0.5,0.6592773027562847,0.6666666666666666,12,8,1.0,0.625,0.9999999999999999,0.6,0.75,0.8219345592466818,0.6666666666666666,1.0,0.9608459110094401,4
ANIL,0.53125,0.704884808174282,1.3548332617327365,0.3381086188661157,0.33689672579348545,0.6,0.6,0.3434169165295316,0.6,20,12,0.6,0.25,0.6843515475204854,0.7,0.5833333333333334,0.7315449642824575,0.6,1.0,0.8896830535483917,5
ANIL,0.5,0.7347987932546757,1.7728145143694887,0.4325929480369688,0.49199554307172855,0.2857142857142857,0.4444444444444444,0.22847323302186043,0.6666666666666666,18,12,0.6,0.25,0.6843515475204854,0.7,0.5833333333333334,0.7315449642824575,0.6666666666666666,1.0,0.8990426474315142,6
ANIL,0.7272727272727273,0.9218115218115219,0.7402063282740987,0.23618935252456166,0.3501512678960959,0.7272727272727273,0.6,0.5964944529036681,0.7333333333333333,15,11,1.0,0.45454545454545453,0.9999999999999999,0.8,0.7272727272727273,0.8701249883466594,0.7333333333333333,1.0,0.979174668693342,7
ANIL,0.5,0.7347987932546757,1.7022864146976102,0.4193690161794576,0.5205466645921762,0.26666666666666666,0.3888888888888889,0.24849589023667956,0.6666666666666666,18,12,0.6,0.25,0.6843515475204854,0.7,0.5833333333333334,0.7315449642824575,0.6666666666666666,1.0,0.8990426474315142,8
ANIL,0.625,0.7699862637362638,0.9700907602193796,0.32465064561407686,0.33978473554764477,0.6666666666666666,0.5714285714285714,0.6941646481198924,0.5714285714285714,14,8,0.8,0.5,0.8304198973631918,0.6,0.75,0.785563216515221,0.5714285714285714,1.0,0.916741214378663,9
