model,rmse,mae,r2,pred_mean,true_mean,condition
Mean Predictor_C_hybrid,0.48508512855805924,0.4825748635142729,-0.05888411876684985,0.5522754094571811,0.6666666666666666,C_hybrid
Elastic Net_C_hybrid,0.4940899073492719,0.3667082631831168,-0.0985617644498542,0.8334566691344533,0.6666666666666666,C_hybrid
XGBoost_C_hybrid,0.09810870266657923,0.071417333501758,0.9566860710748634,0.6846941221844066,0.6666666666666666,C_hybrid
