,Country,Code,LPI_Score,Customs,Infrastructure,International_Shipments,Logistics_Competence,Tracking_Tracing,Timeliness,Year,PPI_Value
1609,Uganda,UGA,2.817505,2.835451,2.345997,3.018759,2.587085,2.453751,3.522594,2010,
1610,Uganda,UGA,2.575405,2.610558,2.193993,2.760893,2.496367,2.414145,2.899217,2018,
1611,Ukraine,UKR,2.553950501421377,2.22222,2.35294,2.52941,2.41176,2.52941,3.3125,2007,11.3
1612,Ukraine,,2.553950501421377,2.22222,2.35294,2.52941,2.41176,2.52941,3.3125,2008,15.3
1613,Ukraine,,2.553950501421377,2.22222,2.35294,2.52941,2.41176,2.52941,3.3125,2009,16.3
1614,Ukraine,UKR,2.574824,2.024805,2.435065,2.787013,2.587013,2.487013,3.058442,2010,19.7
1615,Ukraine,,2.574824,2.024805,2.435065,2.787013,2.587013,2.487013,3.058442,2011,23.5
1616,Ukraine,UKR,2.854411,2.409117,2.692807,2.719742,2.84786,3.145309,3.311718,2012,24.3
1617,Ukraine,,2.854411,2.409117,2.692807,2.719742,2.84786,3.145309,3.311718,2013,24.3
1618,Ukraine,UKR,2.976444,2.690782,2.649754,2.947146,2.840639,3.19982,3.509188,2014,28.5
1619,Ukraine,,2.976444,2.690782,2.649754,2.947146,2.840639,3.19982,3.509188,2015,38.7
1620,Ukraine,,2.976444,2.690782,2.649754,2.947146,2.840639,3.19982,3.509188,2016,46.7
1621,Ukraine,,2.976444,2.690782,2.649754,2.947146,2.840639,3.19982,3.509188,2017,59.1
1622,Ukraine,UKR,2.830178,2.49118,2.221296,2.829282,2.842631,3.109298,3.422145,2018,69.5
1623,Ukraine,,2.830178,2.49118,2.221296,2.829282,2.842631,3.109298,3.422145,2019,72.4
1624,Ukraine,,2.830178,2.49118,2.221296,2.829282,2.842631,3.109298,3.422145,2020,71.0
1625,Ukraine,,2.830178,2.49118,2.221296,2.829282,2.842631,3.109298,3.422145,2021,100.0
1626,Ukraine,,2.830178,2.49118,2.221296,2.829282,2.842631,3.109298,3.422145,2022,156.4
1627,Ukraine,UKR,2.7,2.4,2.4,2.8,2.6,2.6,3.1,2023,200.2
1628,Ukraine,,2.7,2.4,2.4,2.8,2.6,2.6,3.1,2024,243.4
1629,Ukraine,,2.7,2.4,2.4,2.8,2.6,2.6,3.1,2025,287.9
1630,United Arab Emirates,ARE,3.727580752268191,3.51613,3.80357,3.67857,3.66667,3.60784,4.12,2007,
1631,United Arab Emirates,ARE,3.63034,3.489299,3.807725,3.480755,3.532518,3.580622,3.935301,2010,
1632,United Arab Emirates,ARE,3.77844,3.614768,3.837032,3.59201,3.74139,3.812957,4.096845,2012,
1633,United Arab Emirates,ARE,3.539098,3.41979,3.703943,3.200965,3.497073,3.574286,3.915654,2014,
1634,United Arab Emirates,ARE,3.956437,3.631403,4.021292,3.84737,3.919378,3.960279,4.376292,2018,
1635,United Arab Emirates,ARE,4.0,3.7,4.1,3.8,4.0,4.1,4.2,2023,
1636,United Kingdom,GBR,3.993361748422112,3.739,4.04938,3.85209,4.01954,4.1,4.24815,2007,70.9
1637,United Kingdom,,3.993361748422112,3.739,4.04938,3.85209,4.01954,4.1,4.24815,2008,81.3
1638,United Kingdom,,3.993361748422112,3.739,4.04938,3.85209,4.01954,4.1,4.24815,2009,80.3
1639,United Kingdom,GBR,3.954449,3.739587,3.947411,3.66424,3.922849,4.133063,4.37421,2010,82.7
1640,United Kingdom,,3.954449,3.739587,3.947411,3.66424,3.922849,4.133063,4.37421,2011,87.8
1641,United Kingdom,GBR,3.898316,3.731096,3.947977,3.626327,3.931801,3.997752,4.191612,2012,92.2
1642,United Kingdom,,3.898316,3.731096,3.947977,3.626327,3.931801,3.997752,4.191612,2013,94.9
1643,United Kingdom,GBR,4.014649,3.938881,4.158261,3.629658,4.028607,4.084338,4.328614,2014,87.9
1644,United Kingdom,,4.014649,3.938881,4.158261,3.629658,4.028607,4.084338,4.328614,2015,84.4
1645,United Kingdom,,4.014649,3.938881,4.158261,3.629658,4.028607,4.084338,4.328614,2016,86.4
1646,United Kingdom,,4.014649,3.938881,4.158261,3.629658,4.028607,4.084338,4.328614,2017,90.2
1647,United Kingdom,GBR,3.987057,3.772005,4.032786,3.672469,4.04983,4.107993,4.329937,2018,93.1
1648,United Kingdom,,3.987057,3.772005,4.032786,3.672469,4.04983,4.107993,4.329937,2019,95.5
1649,United Kingdom,,3.987057,3.772005,4.032786,3.672469,4.04983,4.107993,4.329937,2020,95.2
1650,United Kingdom,,3.987057,3.772005,4.032786,3.672469,4.04983,4.107993,4.329937,2021,100.0
1651,United Kingdom,,3.987057,3.772005,4.032786,3.672469,4.04983,4.107993,4.329937,2022,118.5
1652,United Kingdom,GBR,3.7,3.5,3.7,3.5,3.7,4.0,3.7,2023,123.1
1653,United Kingdom,,3.7,3.5,3.7,3.5,3.7,4.0,3.7,2024,121.2
1654,United Kingdom,,3.7,3.5,3.7,3.5,3.7,4.0,3.7,2025,120.9
1655,United States,USA,3.8436715006807294,3.51919,4.07113,3.5817,3.84529,4.0092,4.11443,2007,73.1
1656,United States,,3.8436715006807294,3.51919,4.07113,3.5817,3.84529,4.0092,4.11443,2008,80.3
1657,United States,,3.8436715006807294,3.51919,4.07113,3.5817,3.84529,4.0092,4.11443,2009,73.2
1658,United States,USA,3.855811,3.680546,4.152495,3.206959,3.915008,4.168665,4.185375,2010,78.2
1659,United States,,3.855811,3.680546,4.152495,3.206959,3.915008,4.168665,4.185375,2011,83.4
1660,United States,USA,3.930063,3.671812,4.138655,3.561789,3.964769,4.110445,4.205264,2012,85.0
1661,United States,,3.930063,3.671812,4.138655,3.561789,3.964769,4.110445,4.205264,2013,86.2
1662,United States,USA,3.917825,3.728529,4.184653,3.44804,3.970199,4.137596,4.136495,2014,87.5
1663,United States,,3.917825,3.728529,4.184653,3.44804,3.970199,4.137596,4.136495,2015,86.8
1664,United States,,3.917825,3.728529,4.184653,3.44804,3.970199,4.137596,4.136495,2016,87.1
1665,United States,,3.917825,3.728529,4.184653,3.44804,3.970199,4.137596,4.136495,2017,89.2
1666,United States,USA,3.885129,3.775142,4.045132,3.506325,3.874253,4.091751,4.083623,2018,91.7
1667,United States,,3.885129,3.775142,4.045132,3.506325,3.874253,4.091751,4.083623,2019,93.3
1668,United States,,3.885129,3.775142,4.045132,3.506325,3.874253,4.091751,4.083623,2020,93.5
1669,United States,,3.885129,3.775142,4.045132,3.506325,3.874253,4.091751,4.083623,2021,100.0
1670,United States,,3.885129,3.775142,4.045132,3.506325,3.874253,4.091751,4.083623,2022,109.5
1671,United States,USA,3.8,3.7,3.9,3.4,3.9,4.2,3.8,2023,111.7
1672,United States,,3.8,3.7,3.9,3.4,3.9,4.2,3.8,2024,114.4
1673,United States,,3.8,3.7,3.9,3.4,3.9,4.2,3.8,2025,
1674,Uruguay,URY,2.5085200524759643,2.28571,2.38095,2.4,2.45,2.57143,3.0,2007,
1675,Uruguay,URY,2.752718,2.705882,2.579801,2.767301,2.58949,2.777034,3.062749,2010,
1676,Uruguay,URY,2.983534,2.988243,2.871105,2.908522,2.97913,2.982596,3.162219,2012,
1677,Uruguay,URY,2.678649,2.388889,2.511075,2.638753,2.576253,2.888753,3.05984,2014,
1678,Uruguay,URY,2.685087,2.514882,2.43324,2.734974,2.708626,2.780353,2.906435,2018,
1679,Uruguay,URY,3.0,2.9,2.7,2.7,3.1,3.3,3.2,2023,
1680,Uzbekistan,UZB,2.156746449477423,1.94118,2.0,2.06667,2.15385,2.07692,2.72727,2007,
1681,Uzbekistan,,2.156746449477423,1.94118,2.0,2.06667,2.15385,2.07692,2.72727,2008,
1682,Uzbekistan,,2.156746449477423,1.94118,2.0,2.06667,2.15385,2.07692,2.72727,2009,
1683,Uzbekistan,UZB,2.791121,2.202474,2.535066,2.791662,2.495679,2.955555,3.720233,2010,15.6
1684,Uzbekistan,,2.791121,2.202474,2.535066,2.791662,2.495679,2.955555,3.720233,2011,18.7
1685,Uzbekistan,UZB,2.46486,2.25,2.25,2.375,2.392113,2.53497,2.963542,2012,21.4
1686,Uzbekistan,,2.46486,2.25,2.25,2.375,2.392113,2.53497,2.963542,2013,23.9
1687,Uzbekistan,UZB,2.39477,1.8,2.011111,2.225397,2.368254,2.866667,3.08254,2014,27.2
1688,Uzbekistan,,2.39477,1.8,2.011111,2.225397,2.368254,2.866667,3.08254,2015,30.9
1689,Uzbekistan,,2.39477,1.8,2.011111,2.225397,2.368254,2.866667,3.08254,2016,35.9
1690,Uzbekistan,,2.39477,1.8,2.011111,2.225397,2.368254,2.866667,3.08254,2017,42.2
1691,Uzbekistan,UZB,2.577256,2.103333,2.57,2.423333,2.587714,2.709048,3.09,2018,55.6
1692,Uzbekistan,,2.577256,2.103333,2.57,2.423333,2.587714,2.709048,3.09,2019,79.6
1693,Uzbekistan,,2.577256,2.103333,2.57,2.423333,2.587714,2.709048,3.09,2020,91.5
1694,Uzbekistan,,2.577256,2.103333,2.57,2.423333,2.587714,2.709048,3.09,2021,100.0
1695,Uzbekistan,,2.577256,2.103333,2.57,2.423333,2.587714,2.709048,3.09,2022,116.7
1696,Uzbekistan,UZB,2.6,2.6,2.4,2.6,2.6,2.4,2.8,2023,131.3
1697,Uzbekistan,,2.6,2.6,2.4,2.6,2.6,2.4,2.8,2024,153.3
1698,Uzbekistan,,2.6,2.6,2.4,2.6,2.6,2.4,2.8,2025,171.6
1699,Venezuela,VEN,2.618490723319236,2.36735,2.51064,2.69048,2.59091,2.53659,3.025,2007,
1700,"Venezuela, RB",VEN,2.677583,2.056281,2.442363,3.051852,2.533847,2.836371,3.04589,2010,
1701,"Venezuela, RB",VEN,2.489532,2.097657,2.167156,2.54458,2.327155,2.567155,3.176373,2012,
1702,"Venezuela, RB",VEN,2.808111,2.391304,2.605082,2.938415,2.763729,2.921623,3.184781,2014,
1703,"Venezuela, RB",VEN,2.229216,1.787384,2.096936,2.379562,2.206915,2.294127,2.581759,2018,
1704,"Venezuela, RB",VEN,2.3,2.1,2.4,2.0,2.5,2.3,2.5,2023,
1705,Vietnam,VNM,2.8888545877667835,2.88889,2.5,3.0,2.8,2.9,3.22222,2007,
1706,Vietnam,VNM,2.964607,2.68133,2.561527,3.041527,2.892578,3.100337,3.437055,2010,
1707,Vietnam,VNM,3.004475,2.65028,2.681854,3.141387,2.681854,3.164915,3.644687,2012,
1708,Vietnam,VNM,3.154763,2.809177,3.112863,3.217391,3.092069,3.192069,3.490345,2014,
1709,Vietnam,VNM,3.27398,2.950154,3.00549,3.15549,3.39934,3.44978,3.672003,2018,
1710,Vietnam,VNM,3.3,3.1,3.2,3.3,3.2,3.4,3.3,2023,
1711,Yemen,YEM,2.2899259007501445,2.18182,2.07692,2.2,2.22222,2.3,2.77778,2007,
1712,"Yemen, Rep.",YEM,2.58332,2.464286,2.348214,2.238929,2.350595,2.630952,3.479167,2010,
1713,"Yemen, Rep.",YEM,2.885715,2.289116,2.622449,3.142857,2.789116,3.122449,3.289116,2012,
1714,"Yemen, Rep.",YEM,2.18395,1.625,1.87407,2.350446,2.207403,2.207589,2.779018,2014,
1715,"Yemen, Rep.",YEM,2.265255,2.400794,2.116794,2.206984,2.259524,2.161905,2.426191,2018,
1716,"Yemen, Rep.",YEM,2.2,1.7,1.9,1.7,2.6,2.3,2.8,2023,
1717,Zambia,ZMB,2.366997376405464,2.08333,2.0,2.4,2.44444,2.8,2.5,2007,
1718,Zambia,ZMB,2.28431,2.166667,1.833333,2.405555,2.005556,2.348611,2.848611,2010,
1719,Zambia,ZMB,2.462674,2.539209,2.310606,2.128788,2.467993,2.467993,2.912626,2014,
1720,Zambia,ZMB,2.526313,2.180161,2.303431,3.052819,2.48139,1.98139,3.052819,2018,
1721,Zimbabwe,ZWE,2.2862770519360103,1.92308,1.86667,2.26667,2.21429,2.64286,2.84615,2007,
1722,Zimbabwe,ZWE,2.549114,2.314652,2.2,2.66978,2.268132,2.498901,3.268132,2012,
1723,Zimbabwe,ZWE,2.33928,1.888889,2.248457,2.248457,2.498457,2.220293,2.934579,2014,
1724,Zimbabwe,ZWE,2.120121,2.0,1.833333,2.055556,2.160494,2.262147,2.385957,2018,
1725,Zimbabwe,ZWE,2.5,2.2,2.4,2.5,2.3,2.7,2.8,2023,
