,Country,Code,LPI_Score,Customs,Infrastructure,International_Shipments,Logistics_Competence,Tracking_Tracing,Timeliness,Year,PPI_Value
1279,Romania,,3.118601,2.580718,2.906903,3.176497,3.073653,3.264727,3.681887,2022,155.1
1280,Romania,ROM,3.2,2.7,2.9,3.4,3.3,3.5,3.6,2023,163.7
1281,Romania,,3.2,2.7,2.9,3.4,3.3,3.5,3.6,2024,157.8
1282,Romania,,3.2,2.7,2.9,3.4,3.3,3.5,3.6,2025,162.7
1283,Russia,,,,,,,,,2007,32.7
1284,Russia,,,,,,,,,2008,39.6
1285,Russia,,,,,,,,,2009,36.8
1286,Russia,,,,,,,,,2010,41.4
1287,Russia,,,,,,,,,2011,49.2
1288,Russia,,,,,,,,,2012,53.4
1289,Russia,,,,,,,,,2013,55.1
1302,Russian Federation,RUS,2.368381310132528,1.93966,2.23009,2.47917,2.45745,2.17391,2.94253,2007,
1303,Russian Federation,RUS,2.608572,2.148528,2.378874,2.718349,2.508094,2.600278,3.233113,2010,
1304,Russian Federation,RUS,2.584962,2.035644,2.446233,2.587751,2.646521,2.75969,3.016401,2012,
1305,Russian Federation,RUS,2.694479,2.2,2.589942,2.640805,2.739834,2.851405,3.137022,2014,
1306,Russian Federation,RUS,2.756889,2.420382,2.77518,2.644032,2.74927,2.646039,3.313303,2018,
1307,Russian Federation,RUS,2.6,2.4,2.7,2.3,2.6,2.5,2.9,2023,
1308,Rwanda,RWA,1.774818217820061,1.8,1.53333,1.66667,1.66667,1.6,2.38462,2007,
1309,Rwanda,RWA,2.038687,1.625,1.625,2.875,1.851935,1.994792,2.045238,2010,
1310,Rwanda,RWA,2.267065,2.1875,1.875,2.273623,2.057031,2.390365,2.763869,2012,
1311,Rwanda,RWA,2.759116,2.5,2.32197,2.776515,2.639394,2.939394,3.339394,2014,
1312,Rwanda,RWA,2.974757,2.666667,2.75505,3.391414,2.851178,2.751179,3.351178,2018,
1313,Rwanda,RWA,2.8,2.5,2.9,2.4,3.0,3.0,3.1,2023,
1333,Sao Tome,STP,2.859236124798179,2.5,2.2,3.4,3.0,3.0,3.0,2007,
1334,Saudi Arabia,SAU,3.019021620501935,2.72059,2.95385,2.9322,2.87931,3.01786,3.65455,2007,
1335,Saudi Arabia,SAU,3.22077,2.911871,3.266372,2.799073,3.332448,3.31588,3.780412,2010,
1336,Saudi Arabia,SAU,3.177839,2.788296,3.216401,3.102243,2.994793,3.213519,3.755949,2012,
1337,Saudi Arabia,SAU,3.148437,2.85644,3.34218,2.93211,3.112258,3.149334,3.554646,2014,
1338,Saudi Arabia,SAU,3.011041,2.660549,3.107004,2.985055,2.860055,3.171576,3.300067,2018,
1339,Saudi Arabia,SAU,3.4,3.0,3.6,3.3,3.3,3.5,3.6,2023,
1340,Sco Tomi and Principe,STP,2.481508,2.333333,2.237374,2.328283,2.419192,2.782828,2.782828,2012,
1341,Sco Tomi and Principe,STP,2.733896,2.416667,2.58649,2.950126,2.495581,3.131944,2.768308,2014,
1342,Senegal,SEN,2.366483561136312,2.375,2.09091,2.09091,2.72727,2.3,2.625,2007,
1343,Senegal,SEN,2.863148,2.453914,2.635732,2.75,2.726641,3.083333,3.517298,2010,
1344,Senegal,SEN,2.491924,2.461539,2.307692,2.720414,2.553837,2.099292,2.735655,2012,
1345,Senegal,SEN,2.62217,2.611111,2.3,3.025,2.525,2.65,2.525,2014,
1346,Senegal,SEN,2.252378,2.169242,2.224286,2.363394,2.106639,2.106639,2.518404,2018,
1347,Serbia,,,,,,,,,2007,52.2
1348,Serbia,,,,,,,,,2008,58.6
1349,Serbia,,,,,,,,,2009,61.9
1350,Serbia,SRB,2.685822,2.193651,2.299206,3.409603,2.549206,2.674206,2.799206,2010,69.4
1351,Serbia,,2.685822,2.193651,2.299206,3.409603,2.549206,2.674206,2.799206,2011,79.4
1352,Serbia,SRB,2.799765,2.388889,2.622186,2.756808,2.80419,3.074031,3.141491,2012,83.9
1353,Serbia,,2.799765,2.388889,2.622186,2.756808,2.80419,3.074031,3.141491,2013,86.4
1354,Serbia,SRB,2.962556,2.370655,2.725668,3.119549,3.018467,2.935312,3.552764,2014,87.3
1355,Serbia,,2.962556,2.370655,2.725668,3.119549,3.018467,2.935312,3.552764,2015,87.6
1356,Serbia,,2.962556,2.370655,2.725668,3.119549,3.018467,2.935312,3.552764,2016,87.7
1357,Serbia,,2.962556,2.370655,2.725668,3.119549,3.018467,2.935312,3.552764,2017,90.5
1358,Serbia,SRB,2.840953,2.597121,2.599877,2.971317,2.70465,2.789011,3.333418,2018,92.7
1359,Serbia,,2.840953,2.597121,2.599877,2.971317,2.70465,2.789011,3.333418,2019,93.4
1360,Serbia,,2.840953,2.597121,2.599877,2.971317,2.70465,2.789011,3.333418,2020,91.8
1361,Serbia,,2.840953,2.597121,2.599877,2.971317,2.70465,2.789011,3.333418,2021,100.0
1362,Serbia,,2.840953,2.597121,2.599877,2.971317,2.70465,2.789011,3.333418,2022,117.0
1363,Serbia,SRB,2.8,2.2,2.4,2.9,2.7,2.9,3.4,2023,120.9
1364,Serbia,,2.8,2.2,2.4,2.9,2.7,2.9,3.4,2024,122.9
1365,Serbia,,2.8,2.2,2.4,2.9,2.7,2.9,3.4,2025,124.2
1366,SerbiaMontenegro,YUG,2.2780331955351567,2.33333,2.17647,2.25,2.28571,2.07143,2.53846,2007,
1367,Sierra Leone,SLE,1.9543643372553612,1.58333,1.83333,1.81818,1.90909,2.0,2.63636,2007,
1368,Sierra Leone,SLE,1.970413,2.17,1.608333,2.325,1.525,1.725,2.325,2010,
1369,Sierra Leone,SLE,2.079115,1.727273,2.50101,1.854545,1.984512,2.136027,2.348754,2012,
1370,Sierra Leone,SLE,2.078033,1.818182,1.818182,2.184298,2.0,2.272727,2.338329,2018,
1371,Singapore,SGP,4.1903357648355515,3.89744,4.26957,4.0354,4.21495,4.24771,4.52941,2007,
1372,Singapore,SGP,4.090085,4.024213,4.217881,3.861348,4.120016,4.146154,4.232345,2010,
1373,Singapore,SGP,4.125813,4.098857,4.148102,3.985163,4.069932,4.06941,4.394355,2012,
1374,Singapore,SGP,4.004448,4.007115,4.278593,3.703168,3.966698,3.904885,4.249636,2014,
1375,Singapore,SGP,3.996119,3.887082,4.063787,3.580094,4.099996,4.080114,4.319944,2018,
1376,Singapore,SGP,4.3,4.2,4.6,4.0,4.4,4.4,4.3,2023,
1377,Slovak Republic,SVK,2.9186150560230413,2.6087,2.68182,3.08696,3.0,2.86957,3.26087,2007,
1378,Slovak Republic,SVK,3.240829,2.785933,3.0,3.047472,3.153846,3.538461,3.924556,2010,
1379,Slovak Republic,SVK,3.029374,2.875,2.985614,2.835938,3.066707,2.835938,3.573868,2012,
1380,Slovak Republic,SVK,3.254533,2.888889,3.218518,3.301764,3.158906,3.016049,3.942416,2014,
1381,Slovak Republic,SVK,3.02713,2.789011,3.0,3.101099,3.139194,2.985348,3.139194,2018,
1382,Slovak Republic,SVK,3.3,3.2,3.3,3.0,3.4,3.3,3.5,2023,
1383,Slovakia,,,,,,,,,2007,90.8
1384,Slovakia,,,,,,,,,2008,96.2
1385,Slovakia,,,,,,,,,2009,93.1
1386,Slovakia,,,,,,,,,2010,90.9
1387,Slovakia,,,,,,,,,2011,93.6
1388,Slovakia,,,,,,,,,2012,96.8
1389,Slovakia,,,,,,,,,2013,96.6
1390,Slovakia,,,,,,,,,2014,93.3
1391,Slovakia,,,,,,,,,2015,89.4
1392,Slovakia,,,,,,,,,2016,85.6
1393,Slovakia,,,,,,,,,2017,87.3
1394,Slovakia,,,,,,,,,2018,91.7
1395,Slovakia,,,,,,,,,2019,94.1
1396,Slovakia,,,,,,,,,2020,94.8
1397,Slovakia,,,,,,,,,2021,100.0
1398,Slovakia,,,,,,,,,2022,143.9
1399,Slovakia,,,,,,,,,2023,168.2
1400,Slovakia,,,,,,,,,2024,135.0
1401,Slovakia,,,,,,,,,2025,135.5
1402,Slovenia,SVN,3.1412974337955335,2.78571,3.22222,3.14286,3.09091,2.90909,3.72727,2007,81.3
1403,Slovenia,,3.1412974337955335,2.78571,3.22222,3.14286,3.09091,2.90909,3.72727,2008,85.8
1404,Slovenia,,3.1412974337955335,2.78571,3.22222,3.14286,3.09091,2.90909,3.72727,2009,85.5
1405,Slovenia,SVN,2.874055,2.588235,2.649221,2.836721,2.899221,3.156081,3.10214,2010,87.3
1406,Slovenia,,2.874055,2.588235,2.649221,2.836721,2.899221,3.156081,3.10214,2011,90.6
1407,Slovenia,SVN,3.285889,3.052851,3.237784,3.344656,3.252342,3.202342,3.602505,2012,91.5
1408,Slovenia,,3.285889,3.052851,3.237784,3.344656,3.252342,3.202342,3.602505,2013,91.8
1409,Slovenia,SVN,3.383272,3.113836,3.349875,3.049875,3.508563,3.508563,3.817306,2014,90.8
1410,Slovenia,,3.383272,3.113836,3.349875,3.049875,3.508563,3.508563,3.817306,2015,90.3
1411,Slovenia,,3.383272,3.113836,3.349875,3.049875,3.508563,3.508563,3.817306,2016,89.0
1412,Slovenia,,3.383272,3.113836,3.349875,3.049875,3.508563,3.508563,3.817306,2017,90.2
1413,Slovenia,SVN,3.31478,3.418681,3.261905,3.187912,3.052381,3.266667,3.695238,2018,91.9
1414,Slovenia,,3.31478,3.418681,3.261905,3.187912,3.052381,3.266667,3.695238,2019,93.6
1415,Slovenia,,3.31478,3.418681,3.261905,3.187912,3.052381,3.266667,3.695238,2020,94.3
1416,Slovenia,,3.31478,3.418681,3.261905,3.187912,3.052381,3.266667,3.695238,2021,100.0
1417,Slovenia,,3.31478,3.418681,3.261905,3.187912,3.052381,3.266667,3.695238,2022,122.9
1418,Slovenia,SVN,3.3,3.4,3.6,3.4,3.3,3.0,3.3,2023,133.5
1419,Slovenia,,3.3,3.4,3.6,3.4,3.3,3.0,3.3,2024,130.5
1420,Slovenia,,3.3,3.4,3.6,3.4,3.3,3.0,3.3,2025,131.8
1421,Solomon Islands,SLB,2.0831750008775187,1.72727,2.0,2.36364,2.1,2.0,2.3,2007,
1422,Solomon Islands,SLB,2.30959,2.082642,2.230097,2.184335,2.267579,2.025505,3.049981,2010,
1423,Solomon Islands,SLB,2.413215,2.371066,2.03099,2.4375,2.139955,2.389955,3.044317,2012,
1424,Solomon Islands,SLB,2.587528,2.492677,2.463384,2.219697,2.717172,2.717172,2.963384,2014,
1425,Solomon Islands,SLB,2.57124,2.773972,2.206511,2.20487,2.733442,2.37316,3.116667,2018,
1426,Solomon Islands,SLB,2.8,2.4,2.6,2.9,2.9,2.9,3.2,2023,
1427,Somalia,SOM,2.1587530990671557,2.42857,1.625,1.875,2.25,1.75,3.0,2007,
1428,Somalia,SOM,1.338373,1.333333,1.5,1.333333,1.333333,1.166667,1.377778,2010,
1429,Somalia,SOM,1.773126,2.0,1.5,1.75,1.75,1.75,1.875,2014,
1430,Somalia,SOM,2.208677,2.0,1.812865,2.612865,2.304539,2.23311,2.204196,2018,
1431,Somalia,SOM,2.0,1.5,1.9,2.4,1.8,1.8,2.3,2023,
1432,South Africa,ZAF,3.5335888740527293,3.22222,3.42424,3.55556,3.54286,3.70588,3.78125,2007,
1433,South Africa,ZAF,3.456708,3.217796,3.415954,3.262108,3.593675,3.726648,3.56943,2010,
1434,South Africa,ZAF,3.671317,3.346634,3.789673,3.499798,3.562515,3.831807,4.033038,2012,
1435,South Africa,ZAF,3.431244,3.107811,3.2,3.45,3.617883,3.302093,3.881041,2014,
1436,South Africa,ZAF,3.37611,3.1746,3.186554,3.508124,3.192726,3.411336,3.742441,2018,
1437,South Africa,ZAF,3.7,3.3,3.6,3.6,3.8,3.8,3.8,2023,
1438,South Korea,KOR,3.5200737944096647,3.22388,3.44444,3.44262,3.62712,3.55932,3.85714,2007,
1439,Spain,ESP,3.5189092913049462,3.16667,3.51064,3.45,3.55,3.625,3.85714,2007,74.6
1440,Spain,,3.5189092913049462,3.16667,3.51064,3.45,3.55,3.625,3.85714,2008,79.5
1441,Spain,,3.5189092913049462,3.16667,3.51064,3.45,3.55,3.625,3.85714,2009,76.8
1442,Spain,ESP,3.625576,3.467521,3.579969,3.107155,3.622872,3.955317,4.118271,2010,79.6
1443,Spain,,3.625576,3.467521,3.579969,3.107155,3.622872,3.955317,4.118271,2011,85.2
1444,Spain,ESP,3.699725,3.397485,3.736928,3.677127,3.693794,3.672693,4.02043,2012,88.4
1445,Spain,,3.699725,3.397485,3.736928,3.677127,3.693794,3.672693,4.02043,2013,88.9
1446,Spain,ESP,3.718636,3.62747,3.773806,3.505149,3.830432,3.544628,4.074288,2014,87.8
1447,Spain,,3.718636,3.62747,3.773806,3.505149,3.830432,3.544628,4.074288,2015,85.9
1448,Spain,,3.718636,3.62747,3.773806,3.505149,3.830432,3.544628,4.074288,2016,83.2
1449,Spain,,3.718636,3.62747,3.773806,3.505149,3.830432,3.544628,4.074288,2017,86.9
1450,Spain,ESP,3.831336,3.620888,3.83987,3.82952,3.800271,3.834502,4.063369,2018,89.5
1451,Spain,,3.831336,3.620888,3.83987,3.82952,3.800271,3.834502,4.063369,2019,89.1
1452,Spain,,3.831336,3.620888,3.83987,3.82952,3.800271,3.834502,4.063369,2020,85.3
1453,Spain,,3.831336,3.620888,3.83987,3.82952,3.800271,3.834502,4.063369,2021,100.0
1454,Spain,,3.831336,3.620888,3.83987,3.82952,3.800271,3.834502,4.063369,2022,135.6
1455,Spain,ESP,3.9,3.6,3.8,3.7,3.9,4.1,4.2,2023,129.2
1456,Spain,,3.9,3.6,3.8,3.7,3.9,4.1,4.2,2024,124.4
1457,Spain,,3.9,3.6,3.8,3.7,3.9,4.1,4.2,2025,125.5
1458,Sri Lanka,LKA,2.399611610514176,2.25,2.13333,2.30769,2.45455,2.58333,2.69231,2007,
1459,Sri Lanka,LKA,2.288414,1.959273,1.876994,2.482764,2.089744,2.230997,2.978775,2010,
1460,Sri Lanka,LKA,2.750421,2.583333,2.5,3.0,2.795696,2.654251,2.901328,2012,
1461,Sri Lanka,LKA,2.695239,2.5625,2.23151,2.564844,2.905308,2.76245,3.119593,2014,
1462,Sri Lanka,LKA,2.597928,2.582417,2.489011,2.514735,2.423826,2.787462,2.787462,2018,
1463,Sri Lanka,LKA,2.8,2.5,2.4,2.8,2.7,3.0,3.3,2023,
1464,Sudan,SDN,2.7108024432567825,2.35714,2.35714,2.66667,2.83333,2.91667,3.16667,2007,
1465,Sudan,SDN,2.20598,2.01627,1.777778,2.111111,2.148809,2.021825,3.088889,2010,
1466,Sudan,SDN,2.103464,2.136188,2.011188,1.934799,2.333333,1.888889,2.309799,2012,
1467,Sudan,SDN,2.160954,1.866542,1.897661,2.230994,2.180369,2.415663,2.33009,2014,
1468,Sudan,SDN,2.427574,2.135556,2.181818,2.581818,2.50505,2.50505,2.616162,2018,
1469,Sudan,SDN,2.4,2.1,2.3,2.4,2.4,2.3,2.7,2023,
1470,Sweden,SWE,4.0753834485626985,3.84615,4.11321,3.89796,4.06122,4.15217,4.43182,2007,75.9
1471,Sweden,,4.0753834485626985,3.84615,4.11321,3.89796,4.06122,4.15217,4.43182,2008,80.5
1472,Sweden,,4.0753834485626985,3.84615,4.11321,3.89796,4.06122,4.15217,4.43182,2009,80.3
1473,Sweden,SWE,4.075576,3.875,4.02753,3.833179,4.218619,4.218619,4.323883,2010,82.7
1474,Sweden,,4.075576,3.875,4.02753,3.833179,4.218619,4.218619,4.323883,2011,83.5
1475,Sweden,SWE,3.85006,3.679161,4.126228,3.390352,3.901786,3.818452,4.262959,2012,83.2
1476,Sweden,,3.85006,3.679161,4.126228,3.390352,3.901786,3.818452,4.262959,2013,82.6
1477,Sweden,SWE,3.961349,3.75,4.09375,3.75625,3.98125,3.975,4.258333,2014,82.7
1478,Sweden,,3.961349,3.75,4.09375,3.75625,3.98125,3.975,4.258333,2015,81.8
1479,Sweden,,3.961349,3.75,4.09375,3.75625,3.98125,3.975,4.258333,2016,81.8
1480,Sweden,,3.961349,3.75,4.09375,3.75625,3.98125,3.975,4.258333,2017,85.1
1481,Sweden,SWE,4.052905,4.049361,4.239947,3.915837,3.976896,3.876315,4.284866,2018,89.8
1482,Sweden,,4.052905,4.049361,4.239947,3.915837,3.976896,3.876315,4.284866,2019,92.2
1483,Sweden,,4.052905,4.049361,4.239947,3.915837,3.976896,3.876315,4.284866,2020,90.1
1484,Sweden,,4.052905,4.049361,4.239947,3.915837,3.976896,3.876315,4.284866,2021,100.0
1485,Sweden,,4.052905,4.049361,4.239947,3.915837,3.976896,3.876315,4.284866,2022,120.3
1486,Sweden,SWE,4.0,4.0,4.2,3.4,4.2,4.1,4.2,2023,116.5
1487,Sweden,,4.0,4.0,4.2,3.4,4.2,4.1,4.2,2024,116.6
1488,Sweden,,4.0,4.0,4.2,3.4,4.2,4.1,4.2,2025,119.5
1489,Switzerland,CHE,4.016196383346112,3.84848,4.13333,3.66667,4.0,4.03571,4.48,2007,100.8
1490,Switzerland,,4.016196383346112,3.84848,4.13333,3.66667,4.0,4.03571,4.48,2008,105.0
1491,Switzerland,,4.016196383346112,3.84848,4.13333,3.66667,4.0,4.03571,4.48,2009,102.5
1492,Switzerland,CHE,3.974814,3.730996,4.169911,3.320786,4.315699,4.272858,4.204013,2010,103.1
1493,Switzerland,,3.974814,3.730996,4.169911,3.320786,4.315699,4.272858,4.204013,2011,103.4
1494,Switzerland,CHE,3.803137,3.879025,3.978178,3.460523,3.712639,3.833851,4.013348,2012,102.8
1495,Switzerland,,3.803137,3.879025,3.978178,3.460523,3.712639,3.833851,4.013348,2013,102.7
1496,Switzerland,CHE,3.843969,3.919063,4.043594,3.577044,3.7514,3.786981,4.058712,2014,102.0
1497,Switzerland,,3.843969,3.919063,4.043594,3.577044,3.7514,3.786981,4.058712,2015,98.6
1498,Switzerland,,3.843969,3.919063,4.043594,3.577044,3.7514,3.786981,4.058712,2016,97.1
1499,Switzerland,,3.843969,3.919063,4.043594,3.577044,3.7514,3.786981,4.058712,2017,97.0
1500,Switzerland,CHE,3.901372,3.629262,4.021835,3.514933,3.966859,4.096271,4.24183,2018,98.2
1501,Switzerland,,3.901372,3.629262,4.021835,3.514933,3.966859,4.096271,4.24183,2019,98.9
1502,Switzerland,,3.901372,3.629262,4.021835,3.514933,3.966859,4.096271,4.24183,2020,98.1
1503,Switzerland,,3.901372,3.629262,4.021835,3.514933,3.966859,4.096271,4.24183,2021,100.0
1504,Switzerland,,3.901372,3.629262,4.021835,3.514933,3.966859,4.096271,4.24183,2022,106.8
1505,Switzerland,CHE,4.1,4.1,4.4,3.6,4.3,4.2,4.2,2023,111.6
1506,Switzerland,,4.1,4.1,4.4,3.6,4.3,4.2,4.2,2024,112.9
1507,Switzerland,,4.1,4.1,4.4,3.6,4.3,4.2,4.2,2025,112.6
1508,Syria,SYR,2.089227809925556,2.16667,1.90909,2.0,1.8,2.0,2.66667,2007,
1509,Syrian Arab Republic,SYR,2.740144,2.369816,2.450461,2.874267,2.589443,2.625,3.445999,2010,
1510,Syrian Arab Republic,SYR,2.603861,2.332503,2.544878,2.621679,2.475474,2.35216,3.262124,2012,
1511,Syrian Arab Republic,SYR,2.090922,2.071006,2.076923,2.154339,1.821006,1.904339,2.525049,2014,
1512,Syrian Arab Republic,SYR,2.295541,1.819048,2.514286,2.3663,2.289377,2.3663,2.443223,2018,
1513,Syrian Arab Republic,SYR,2.3,2.2,2.2,2.3,2.2,2.3,2.5,2023,
1514,São Tomé and Principe,STP,2.653207,2.714286,2.330496,2.415986,2.646285,2.783317,3.014706,2018,
1515,TC<rkiye,,3.4,3.0,3.4,3.4,3.5,3.5,3.6,2023,
1516,Taiwan,TWN,3.705621,3.354839,3.621887,3.635436,3.648191,4.03606,3.952727,2010,
1517,Taiwan,TWN,3.70712,3.418188,3.767124,3.576433,3.6823,3.718666,4.095858,2012,
1518,Taiwan,TWN,3.717205,3.548041,3.63642,3.706744,3.595053,3.791858,4.023993,2014,
1519,"Taiwan, China",TWN,3.640742441338122,3.25,3.62222,3.65217,3.57778,3.60465,4.175,2007,
1520,"Taiwan, China",TWN,3.599722,3.474167,3.720193,3.476875,3.565054,3.670812,3.720617,2018,
1521,"Taiwan, China",TWN,3.9,3.5,3.8,3.7,3.9,4.2,4.2,2023,
1522,Tajikistan,TJK,1.9333234390400071,1.90909,2.0,2.0,1.9,1.66667,2.11111,2007,26.7
1523,Tajikistan,,1.9333234390400071,1.90909,2.0,2.0,1.9,1.66667,2.11111,2008,32.2
1524,Tajikistan,,1.9333234390400071,1.90909,2.0,2.0,1.9,1.66667,2.11111,2009,31.1
1525,Tajikistan,TJK,2.346626,1.903557,2.0,2.420949,2.254414,2.254414,3.163505,2010,41.9
1526,Tajikistan,,2.346626,1.903557,2.0,2.420949,2.254414,2.254414,3.163505,2011,53.6
1527,Tajikistan,TJK,2.283679,2.434264,2.028388,2.331614,2.22055,2.129641,2.507453,2012,61.3
1528,Tajikistan,,2.283679,2.434264,2.028388,2.331614,2.22055,2.129641,2.507453,2013,63.6
1529,Tajikistan,TJK,2.527419,2.352212,2.364091,2.727727,2.468479,2.468479,2.737212,2014,64.2
1530,Tajikistan,,2.527419,2.352212,2.364091,2.727727,2.468479,2.468479,2.737212,2015,67.3
1531,Tajikistan,,2.527419,2.352212,2.364091,2.727727,2.468479,2.468479,2.737212,2016,71.3
1532,Tajikistan,,2.527419,2.352212,2.364091,2.727727,2.468479,2.468479,2.737212,2017,82.6
1533,Tajikistan,TJK,2.339558,1.923077,2.166173,2.312612,2.33284,2.33284,2.948976,2018,87.8
1534,Tajikistan,,2.339558,1.923077,2.166173,2.312612,2.33284,2.33284,2.948976,2019,90.2
1535,Tajikistan,,2.339558,1.923077,2.166173,2.312612,2.33284,2.33284,2.948976,2020,95.7
1536,Tajikistan,,2.339558,1.923077,2.166173,2.312612,2.33284,2.33284,2.948976,2021,100.0
1537,Tajikistan,,2.339558,1.923077,2.166173,2.312612,2.33284,2.33284,2.948976,2022,101.9
1538,Tajikistan,TJK,2.5,2.2,2.5,2.5,2.8,2.0,2.9,2023,102.9
1539,Tajikistan,,2.5,2.2,2.5,2.5,2.8,2.0,2.9,2024,107.5
1540,Tajikistan,,2.5,2.2,2.5,2.5,2.8,2.0,2.9,2025,114.0
1541,Tanzania,TZA,2.0837034810645014,2.07143,2.0,2.08333,1.91667,2.16667,2.27273,2007,
1542,Tanzania,TZA,2.599514,2.415292,1.995078,2.780032,2.376313,2.55759,3.334206,2010,
1543,Tanzania,TZA,2.653681,2.167414,2.405322,2.913352,2.635294,2.770495,2.968627,2012,
1544,Tanzania,TZA,2.330834,2.1875,2.317448,2.317448,2.178621,2.107193,2.892907,2014,
1545,Thailand,THA,3.311444155619491,3.02632,3.16216,3.24324,3.30556,3.25,3.91176,2007,
1546,Thailand,THA,3.292271,3.019424,3.155572,3.266169,3.164235,3.406035,3.725165,2010,
1547,Thailand,THA,3.176152,2.958578,3.082139,3.211753,2.975513,3.177225,3.626809,2012,
1548,Thailand,THA,3.42958,3.20915,3.40451,3.295637,3.288935,3.451963,3.95624,2014,
1549,Thailand,THA,3.411058,3.142497,3.138133,3.456898,3.410726,3.467161,3.813817,2018,
1550,Thailand,THA,3.5,3.3,3.7,3.5,3.5,3.6,3.5,2023,
1551,Timor-Leste,TMP,1.711773736069092,1.625,1.66667,1.5,1.6,1.66667,2.25,2007,
1552,Togo,TGO,2.245802421870444,2.1,2.25,2.4,2.4,2.2,2.11111,2007,
1553,Togo,TGO,2.599417,2.404762,1.82381,2.42381,2.452381,3.42381,3.023809,2010,
1554,Togo,TGO,2.579166,2.285714,2.459184,3.12585,2.292517,2.459184,2.765306,2012,
1555,Togo,TGO,2.31846,2.090909,2.072934,2.472934,2.139669,2.488866,2.599977,2014,
1556,Togo,TGO,2.447461,2.314394,2.23245,2.518939,2.249719,2.449635,2.878886,2018,
1557,Togo,TGO,2.5,2.3,2.3,3.0,2.4,2.3,2.8,2023,
1558,Trinidad and Tobago,TTO,2.415642,2.423196,2.382692,2.586367,2.270751,2.267067,2.531926,2018,
1559,Trinidad and Tobago,TTO,2.5,2.2,2.4,2.5,2.4,2.5,2.9,2023,
1560,Tunisia,TUN,2.7644200714113607,2.83333,2.83333,2.85714,2.42857,2.83333,2.8,2007,
1561,Tunisia,TUN,2.835479,2.431905,2.561905,3.361905,2.361905,2.561905,3.565238,2010,
1562,Tunisia,TUN,3.168596,3.125,2.875,2.875,3.125,3.25,3.75,2012,
1563,Tunisia,TUN,2.550996,2.015987,2.299082,2.909091,2.422016,2.422016,3.159045,2014,
1564,Tunisia,TUN,2.569547,2.375,2.097569,2.49757,2.29757,2.864583,3.236042,2018,
1565,Turkey,TUR,3.1545577783844405,3.0,2.9375,3.07143,3.28571,3.26667,3.38462,2007,
1566,Turkey,TUR,3.223389,2.82027,3.078811,3.151137,3.234354,3.090883,3.938816,2010,
1567,Turkey,TUR,3.509463,3.161872,3.618313,3.379626,3.518766,3.536135,3.865546,2012,
1568,Turkey,TUR,3.500225,3.232654,3.533005,3.182316,3.640789,3.773236,3.684326,2014,
1569,Turkey,TUR,3.145809,2.713469,3.210029,3.060677,3.046799,3.233056,3.628118,2018,
1570,Turkiye,,,,,,,,,2007,19.4
1571,Turkiye,,,,,,,,,2008,21.9
1572,Turkiye,,,,,,,,,2009,22.2
1573,Turkiye,,,,,,,,,2010,23.5
1574,Turkiye,,,,,,,,,2011,26.4
1575,Turkiye,,,,,,,,,2012,28.0
1576,Turkiye,,,,,,,,,2013,29.6
1577,Turkiye,,,,,,,,,2014,32.6
1578,Turkiye,,,,,,,,,2015,34.4
1579,Turkiye,,,,,,,,,2016,35.8
1580,Turkiye,,,,,,,,,2017,41.5
1581,Turkiye,,,,,,,,,2018,52.7
1582,Turkiye,,,,,,,,,2019,62.0
1583,Turkiye,,,,,,,,,2020,69.5
1584,Turkiye,,,,,,,,,2021,100.0
1585,Turkiye,,,,,,,,,2022,228.5
1586,Turkiye,,,,,,,,,2023,342.5
1587,Turkiye,,,,,,,,,2024,483.3
1588,Turkiye,,,,,,,,,2025,605.9
1592,Turkmenistan,TKM,2.491292,2.135538,2.241424,2.3125,2.337734,2.379167,3.5125,2010,
1593,Turkmenistan,,2.491292,2.135538,2.241424,2.3125,2.337734,2.379167,3.5125,2011,
1594,Turkmenistan,,2.491292,2.135538,2.241424,2.3125,2.337734,2.379167,3.5125,2012,
1595,Turkmenistan,,2.491292,2.135538,2.241424,2.3125,2.337734,2.379167,3.5125,2013,
1596,Turkmenistan,TKM,2.30495,2.314429,2.064429,2.555556,2.072016,2.322016,2.447016,2014,
1597,Turkmenistan,,2.30495,2.314429,2.064429,2.555556,2.072016,2.322016,2.447016,2015,
1598,Turkmenistan,,2.30495,2.314429,2.064429,2.555556,2.072016,2.322016,2.447016,2016,
1599,Turkmenistan,,2.30495,2.314429,2.064429,2.555556,2.072016,2.322016,2.447016,2017,
1600,Turkmenistan,TKM,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2018,
1601,Turkmenistan,,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2019,
1602,Turkmenistan,,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2020,
1603,Turkmenistan,,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2021,
1604,Turkmenistan,,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2022,
1605,Turkmenistan,,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2023,
1606,Turkmenistan,,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2024,
1607,Turkmenistan,,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2025,
1608,Uganda,UGA,2.490507459792496,2.21429,2.16667,2.41667,2.54545,2.33333,3.28571,2007,
