model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,episode_idx,method
ANIL,0.4090909090909091,0.6408817198933513,0.8832063479592761,0.26114477974562683,0.23097971754689361,0.8301886792452831,0.7096774193548387,0.9406571369017324,0.7096774193548387,31,22,0.4,0.09090909090909091,0.30078518014914984,0.6,0.2727272727272727,0.46785915648013915,0.7,0.6363636363636364,0.5901724114060479,5,anil
ANIL,0.5793650793650793,0.6444784253814501,1.482325805148595,0.3731942232965045,0.3674637649370276,0.7567567567567568,0.6086956521739131,0.9761594171109407,0.6086956521739131,23,14,0.6,0.21428571428571427,0.49125969208957565,0.6,0.42857142857142855,0.5341769051617135,0.65,0.9285714285714286,0.7513424237427975,6,anil
ANIL,0.40109890109890106,0.5624731428988395,2.18846035003573,0.47123294009922495,0.47036627266142106,0.6829268292682927,0.5185185185185185,0.9888847911799395,0.5185185185185185,27,14,0.8,0.2857142857142857,0.7860137352654724,0.4,0.2857142857142857,0.510069131458292,0.5,0.7142857142857143,0.6728138579544722,7,anil
ANIL,0.20370370370370372,0.5771539101232739,0.8140540585720497,0.2432049846919718,0.20376879699302444,0.8421052631578947,0.7272727272727273,0.9240042531129086,0.7272727272727273,33,24,0.0,0.0,0.0,0.3,0.125,0.20827328063201603,0.65,0.5416666666666666,0.4890454264165952,8,anil
ANIL,0.2867647058823529,0.39352790880978267,2.796649608871763,0.510536214874485,0.5103818900657422,0.6530612244897959,0.48484848484848486,0.9952303749142271,0.48484848484848486,33,16,0.2,0.0625,0.13120507751234178,0.4,0.25,0.3063365306564338,0.3,0.375,0.3031292349896822,9,anil
ANIL,0.1472222222222222,0.4533149450084922,1.540889781217623,0.37040189347108143,0.36401249200869823,0.7619047619047619,0.6153846153846154,0.9793971073933136,0.6153846153846154,39,24,0.2,0.041666666666666664,0.16958010263680806,0.1,0.041666666666666664,0.1100458831490401,0.35,0.2916666666666667,0.2739839277807043,10,anil
ANIL,0.16666666666666663,0.4399448740926,1.7312137138810186,0.3939207245933978,0.38976701691343973,0.7457627118644068,0.5945945945945946,0.9843616115080344,0.5945945945945946,37,22,0.2,0.045454545454545456,0.16958010263680806,0.2,0.09090909090909091,0.17630010660342907,0.35,0.3181818181818182,0.2812322303873215,11,anil
ANIL,0.3125,0.4652346866682374,2.3384536136727143,0.476076887960404,0.4754685336543668,0.6808510638297872,0.5161290322580645,0.9915975659124313,0.5161290322580645,31,16,0.6,0.1875,0.49125969208957565,0.4,0.25,0.3971921948634017,0.35,0.4375,0.40928992445463735,12,anil
ANIL,0.3446969696969697,0.5830832106563806,0.9959411330229249,0.28643073675710246,0.25939925227846417,0.8135593220338984,0.6857142857142857,0.9451135379927499,0.6857142857142857,35,24,0.2,0.041666666666666664,0.13120507751234178,0.4,0.16666666666666666,0.2844493512317389,0.7,0.5833333333333334,0.5382069751156358,13,anil
ANIL,0.045454545454545456,0.4368471202989044,1.4500409430303765,0.3561999682561449,0.347498437336513,0.7719298245614035,0.6285714285714286,0.9760698659079415,0.6285714285714286,35,22,0.2,0.045454545454545456,0.13120507751234178,0.1,0.045454545454545456,0.08514311764162101,0.35,0.3181818181818182,0.26202355318326276,14,anil
ANIL,0.15508021390374332,0.40413475484285816,2.1652930005707534,0.4297006385514449,0.4279084343176621,0.7213114754098361,0.5641025641025641,0.9920109984202262,0.5641025641025641,39,22,0.2,0.045454545454545456,0.13120507751234178,0.1,0.045454545454545456,0.08514311764162101,0.3,0.2727272727272727,0.22603695159396156,15,anil
ANIL,0.2608695652173913,0.5841280775396941,0.8681407218255552,0.2537786086582703,0.2203809879720211,0.8363636363636363,0.71875,0.9391309879720211,0.71875,32,23,0.2,0.043478260869565216,0.13120507751234178,0.4,0.17391304347826086,0.2915590498767101,0.65,0.5652173913043478,0.5031742754226745,16,anil
ANIL,0.20430107526881722,0.627110718362158,0.5818230716899002,0.19234900040399844,0.17145374566316599,0.8732394366197183,0.775,0.7236734941601753,0.775,40,31,0.0,0.0,0.0,0.3,0.0967741935483871,0.20323893375270075,0.65,0.41935483870967744,0.48579642331986395,17,anil
ANIL,0.22527472527472528,0.4083224888087588,2.2470440153175275,0.4723309469101738,0.4709625641504924,0.6829268292682927,0.5185185185185185,0.9894810826690109,0.5185185185185185,27,14,0.2,0.07142857142857142,0.1460683498427064,0.4,0.2857142857142857,0.31598177738436356,0.35,0.5,0.3832748285667301,18,anil
ANIL,0.5763888888888888,0.659228932831874,1.304840568035511,0.34029908092604216,0.3313460779190064,0.7804878048780488,0.64,0.9713460779190064,0.64,25,16,0.6,0.1875,0.49125969208957565,0.6,0.375,0.5270672065167423,0.75,0.9375,0.7631989965303732,19,anil
FOMAML,0.7245989304812834,0.767794858913383,1.705767342708641,0.41829195731219654,0.41659493018419314,0.7213114754098361,0.5641025641025641,0.9806974942867572,0.5641025641025641,39,22,0.8,0.18181818181818182,0.8539316501572934,0.7,0.3181818181818182,0.7655934900767002,0.75,0.6818181818181818,0.7823204288247485,0,fomaml
FOMAML,0.8002481389578164,0.8996710181771178,2.709459396217012,0.2953917305026821,0.2953657805919647,0.8266666666666667,0.7045454545454546,0.9999112351374193,0.7045454545454546,44,31,1.0,0.16129032258064516,0.9999999999999999,1.0,0.3225806451612903,1.0,0.85,0.5483870967741935,0.8888430638026561,1,fomaml
FOMAML,0.5,0.6764705882352942,5.959632010535404,0.3235294052941177,0.3235294017647059,0.8070175438596491,0.6764705882352942,0.9999999900000001,0.6764705882352942,34,23,0.6,0.13043478260869565,0.676470588235294,0.8,0.34782608695652173,0.6764705882352942,0.8,0.6956521739130435,0.6764705882352942,2,fomaml
FOMAML,0.5,0.6739130434782609,6.0067437259546566,0.3260869500000001,0.326086946521739,0.8051948051948052,0.6739130434782609,0.9999999899999998,0.6739130434782609,46,31,0.6,0.0967741935483871,0.6739130434782608,0.3,0.0967741935483871,0.6739130434782609,0.5,0.3225806451612903,0.6739130434782609,3,fomaml
FOMAML,0.6,0.8140666830898531,0.6380994938093958,0.223168512660359,0.003629927572451064,0.7936507936507936,0.6578947368421053,0.6615246644145564,0.6578947368421053,38,25,1.0,0.2,0.9999999999999999,0.9,0.36,0.9266360779006398,0.7,0.56,0.7851994220666527,4,fomaml
FOMAML,0.5,0.7096774193548387,5.347939576462855,0.29032257483870977,0.290322570645161,0.8301886792452831,0.7096774193548387,0.9999999899999997,0.7096774193548387,31,22,0.6,0.13636363636363635,0.7096774193548386,0.8,0.36363636363636365,0.7096774193548387,0.85,0.7727272727272727,0.7096774193548386,5,fomaml
FOMAML,0.5873015873015873,0.7256483258652604,1.202339335127701,0.35446697533398974,0.3420648859894794,0.7567567567567568,0.6086956521739131,0.9507605381633925,0.6086956521739131,23,14,0.6,0.21428571428571427,0.7227265726449517,0.6,0.42857142857142855,0.6772733739526908,0.65,0.9285714285714286,0.8647196380121338,6,fomaml
FOMAML,0.41208791208791207,0.4674839856233237,2.651093462386541,0.4775554808182119,0.4773429168595208,0.6829268292682927,0.5185185185185185,0.9958614353780393,0.5185185185185185,27,14,0.4,0.14285714285714285,0.2772734273550482,0.4,0.2857142857142857,0.3219505391887988,0.5,0.7142857142857143,0.5261282426856936,7,fomaml
FOMAML,0.46759259259259256,0.7142515949264185,0.5994859679224203,0.20304366384362593,0.08016830321514251,0.8421052631578947,0.7272727272727273,0.7944810300162344,0.7272727272727273,33,24,0.4,0.08333333333333333,0.5531464700081437,0.5,0.20833333333333334,0.5730379245414764,0.75,0.625,0.7244526174683786,8,fomaml
FOMAML,0.4852941176470589,0.55598748825651,2.332800120616155,0.5039089803471324,0.5044062155665773,0.6530612244897959,0.48484848484848486,0.9892547004150621,0.48484848484848486,33,16,0.4,0.125,0.5531464700081437,0.5,0.3125,0.5801476231864475,0.4,0.5,0.5505510402278343,9,fomaml
FOMAML,0.3666666666666667,0.5754944249973194,0.7149366941953419,0.25653289437012544,0.15667212467927202,0.7619047619047619,0.6153846153846154,0.75655374618677,0.6153846153846154,39,24,0.4,0.08333333333333333,0.5531464700081437,0.3,0.125,0.4323181322709948,0.45,0.375,0.4947493572272492,10,fomaml
FOMAML,0.7393939393939394,0.7977200978631722,1.6463691568394536,0.3908601226848399,0.3895205194885666,0.7457627118644068,0.5945945945945946,0.9841151140831612,0.5945945945945946,37,22,0.8,0.18181818181818182,0.8687949224876581,0.7,0.3181818181818182,0.7778721720600672,0.75,0.6818181818181818,0.7902446892589369,11,fomaml
FOMAML,0.6541666666666667,0.6952018754136938,1.530167218178027,0.44268355275188914,0.440264521106597,0.6808510638297872,0.5161290322580645,0.9563935533646615,0.5161290322580645,31,16,0.8,0.25,0.8304198973631918,0.6,0.375,0.6809047493604335,0.6,0.75,0.7557668821420812,12,fomaml
FOMAML,0.5833333333333333,0.7678187403993855,0.6732370033217386,0.24006054073931124,0.15355948124613086,0.7931034482758621,0.6571428571428571,0.5321548044681549,0.6857142857142857,35,24,0.8,0.16666666666666666,0.8539316501572934,0.7,0.2916666666666667,0.7586458277294044,0.7,0.5833333333333334,0.755579734916967,13,fomaml
FOMAML,0.7237762237762237,0.8096342441864965,0.6343448207127794,0.22322173920960506,0.11695062092372352,0.7719298245614035,0.6285714285714286,0.714034298488072,0.6285714285714286,35,22,0.8,0.18181818181818182,0.8687949224876581,0.8,0.36363636363636365,0.8414929602590189,0.8,0.7272727272727273,0.8246461736095992,14,fomaml
FOMAML,0.7406417112299465,0.7707710037564685,2.4791100594817053,0.4329191324610932,0.43268421521553624,0.7213114754098361,0.5641025641025641,0.9967867793181003,0.5641025641025641,39,22,0.8,0.18181818181818182,0.8539316501572934,0.7,0.3181818181818182,0.7631925784528222,0.7,0.6363636363636364,0.7479059882885827,15,fomaml
FOMAML,0.9178743961352657,0.9586354368790515,3.796188629086558,0.2812491804373023,0.2812490463256836,0.8363636363636363,0.71875,0.9999990463256836,0.71875,32,23,1.0,0.21739130434782608,0.9999999999999999,1.0,0.43478260869565216,1.0,0.9,0.782608695652174,0.9434911944736125,16,fomaml
FOMAML,0.5,0.775,4.144653174008712,0.22499999550000008,0.22499998999999982,0.8732394366197183,0.775,0.9999999899999998,0.775,40,31,0.8,0.12903225806451613,0.775,0.9,0.2903225806451613,0.775,0.9,0.5806451612903226,0.7749999999999999,17,fomaml
FOMAML,0.5,0.5185185185185185,8.869216657261441,0.4814814718518519,0.48148147148148135,0.6829268292682927,0.5185185185185185,0.9999999899999998,0.5185185185185185,27,14,0.8,0.2857142857142857,0.5185185185185184,0.7,0.5,0.5185185185185185,0.55,0.7857142857142857,0.6505583921474631,18,fomaml
FOMAML,0.9444444444444444,0.9695567810457517,0.5977222016267605,0.21272117565718246,0.29645915985107424,0.7804878048780488,0.64,0.792593092918396,0.64,25,16,1.0,0.3125,0.9999999999999999,1.0,0.625,1.0,0.8,1.0,0.9928944988068567,19,fomaml
MAML,0.4919786096256684,0.5674450149376644,0.7114359561805329,0.25814015443692245,0.12959594909961397,0.7213114754098361,0.5641025641025641,0.6715208719938229,0.5641025641025641,39,22,0.6,0.13636363636363635,0.529634717214042,0.5,0.22727272727272727,0.47674870152787435,0.5,0.45454545454545453,0.4832466159096352,0,maml
MAML,0.56575682382134,0.7516568691057255,0.7656256516689287,0.24821676281909563,0.20260064439340075,0.8266666666666667,0.7045454545454546,0.9071460989388552,0.7045454545454546,44,31,0.8,0.12903225806451613,0.7860137352654724,0.8,0.25806451612903225,0.7975167679274938,0.7,0.45161290322580644,0.7176551898335856,1,maml
MAML,0.7826086956521738,0.8987869193957742,1.8603375838282363,0.5913041297440801,0.6120899291161229,0.0,0.3235294117647059,0.06438065911917125,0.6764705882352942,34,23,1.0,0.21739130434782608,0.9999999999999999,1.0,0.43478260869565216,1.0,0.8,0.6956521739130435,0.8572922069713516,2,maml
MAML,0.7397849462365592,0.8799494769959785,8.105377091938418,0.6739049622032846,0.6739071366981514,0.0,0.32608695652173914,5.906780109438367e-06,0.6739130434782609,46,31,1.0,0.16129032258064516,0.9999999999999999,0.9,0.2903225806451613,0.933745776545611,0.95,0.6129032258064516,0.9572416874849684,3,maml
MAML,0.3846153846153846,0.5770304258978589,1.3695330385164315,0.3294695949628803,0.3234302840734783,0.7936507936507936,0.6578947368421053,0.9813250209155836,0.6578947368421053,38,25,0.2,0.04,0.13120507751234178,0.6,0.24,0.43621154230977444,0.5,0.4,0.4250563760166427,4,maml
MAML,0.8535353535353536,0.9474977139276048,5.779945894855428,0.7092619772142007,0.7093937888242973,0.0,0.2903225806451613,0.00028363053054143223,0.7096774193548387,31,22,1.0,0.22727272727272727,0.9999999999999999,1.0,0.45454545454545453,1.0,0.9,0.8181818181818182,0.9318123359164179,5,maml
MAML,0.7857142857142858,0.879160715669667,3.0265830687360147,0.39096100030133873,0.39088022190591565,0.7567567567567568,0.6086956521739131,0.9995758740798287,0.6086956521739131,23,14,1.0,0.35714285714285715,0.9999999999999999,0.8,0.5714285714285714,0.8643145546088338,0.65,0.9285714285714286,0.9286019288498641,6,maml
MAML,0.4368131868131868,0.5229377595755498,4.19915371221693,0.48132424654648176,0.4813137297277098,0.6829268292682927,0.5185185185185185,0.9998322482462283,0.5185185185185185,27,14,0.2,0.07142857142857142,0.2765732350040718,0.5,0.35714285714285715,0.45718160765461074,0.5,0.7142857142857143,0.5918132753731555,7,maml
MAML,0.9027777777777778,0.9698073406478579,3.944017029166345,0.720814503953756,0.7229011718000313,0.0,0.2727272727272727,0.004371555472695918,0.7272727272727273,33,24,1.0,0.20833333333333334,0.9999999999999999,1.0,0.4166666666666667,1.0,1.0,0.8333333333333334,0.9999999999999999,8,maml
MAML,0.46875,0.4697561553030303,9.489441600938747,0.5151515048484853,0.5151515018421425,0.6530612244897959,0.48484848484848486,0.9999999866906274,0.48484848484848486,33,16,0.0,0.0,0.46874999999999994,0.2,0.125,0.46875,0.25,0.3125,0.5404727469776446,9,maml
MAML,0.45277777777777783,0.6100244114733749,2.470393286457254,0.383360552783663,0.38297744286366,0.7619047619047619,0.6153846153846154,0.9983620582482754,0.6153846153846154,39,24,0.8,0.16666666666666666,0.6608397947263838,0.5,0.20833333333333334,0.5072380780124418,0.5,0.4166666666666667,0.5040284053489006,10,maml
MAML,0.39242424242424245,0.5495623869051359,4.248092169338344,0.4053825051796563,0.4053766147510425,0.7457627118644068,0.5945945945945946,0.9999712093456371,0.5945945945945946,37,22,0.8,0.18181818181818182,0.6184627029860545,0.5,0.22727272727272727,0.4860955555118378,0.45,0.4090909090909091,0.4751744593729044,11,maml
MAML,0.5,0.5161290322580645,8.913232620771426,0.4838709580645162,0.4838709577419352,0.6808510638297872,0.5161290322580645,0.9999999899999997,0.5161290322580645,31,16,0.0,0.0,0.5161290322580644,0.2,0.125,0.5161290322580645,0.5,0.625,0.5951011751667828,12,maml
MAML,0.7765151515151516,0.8712233291239129,0.9285836190529592,0.35943629827052714,0.4740822140659604,0.0,0.3142857142857143,0.2978530104671206,0.6857142857142857,35,24,1.0,0.20833333333333334,0.9999999999999999,0.7,0.2916666666666667,0.8006937664098821,0.85,0.7083333333333334,0.8713742644964075,13,maml
MAML,0.30419580419580416,0.5776673695176684,2.756825679744888,0.3709843578313092,0.3708085230418614,0.7719298245614035,0.6285714285714286,0.99937995161329,0.6285714285714286,35,22,0.8,0.18181818181818182,0.6608397947263838,0.5,0.22727272727272727,0.4950940324881553,0.5,0.45454545454545453,0.4890439395643835,14,maml
MAML,0.56951871657754,0.692096706051309,1.4991760043798708,0.40775897139605216,0.4018161113445575,0.7213114754098361,0.5641025641025641,0.9659186754471216,0.5641025641025641,39,22,0.8,0.18181818181818182,0.8539316501572934,0.7,0.3181818181818182,0.7753366239771086,0.55,0.5,0.6380278133172522,15,maml
MAML,0.7053140096618358,0.8905829616154008,7.005309219538888,0.718665702750231,0.7186920510597474,0.0,0.28125,5.7948940252572356e-05,0.71875,32,23,1.0,0.21739130434782608,0.9999999999999999,1.0,0.43478260869565216,1.0,0.8,0.6956521739130435,0.8560767790377335,16,maml
MAML,0.921146953405018,0.9805700994009642,6.348460258281909,0.774570158989732,0.7747268259827251,0.0,0.225,0.00027317401727486865,0.775,40,31,1.0,0.16129032258064516,0.9999999999999999,1.0,0.3225806451612903,1.0,1.0,0.6451612903225806,0.9999999999999999,17,maml
MAML,0.18131868131868129,0.3829021703930844,3.3754075346802797,0.4806120391219995,0.48049730724758577,0.6829268292682927,0.5185185185185185,0.9990158257661043,0.5185185185185185,27,14,0.2,0.07142857142857142,0.13120507751234178,0.1,0.07142857142857142,0.08514311764162101,0.45,0.6428571428571429,0.42359672890773686,18,maml
MAML,0.8055555555555555,0.8740192283206989,2.0339954534266527,0.3574565654821666,0.3565846967697144,0.7804878048780488,0.64,0.9965846967697144,0.64,25,16,0.8,0.25,0.8687949224876581,0.8,0.5,0.84860265890399,0.75,0.9375,0.9266180079498182,19,maml
