Company name Latin alphabet;Risk level;BvD ID number;"Monthly - Trading volume - January
Last avail. yr";"Monthly - Trading volume - January
Year - 1";"Monthly - Trading volume - January
Year - 2";"Monthly - Trading volume - January
Year - 3";"Monthly - Trading volume - January
Year - 4";"Monthly - Trading volume - January
Year - 5";"Monthly - Trading volume - January
Year - 6";"Monthly - Trading volume - January
Year - 7";"Monthly - Trading volume - January
Year - 8";"Monthly - Trading volume - January
Year - 9";"Monthly - Trading volume - January
Year - 10";"Monthly - Trading volume - January
Year - 11";"Monthly - Trading volume - January
Year - 12";"Monthly - Trading volume - January
Year - 13";"Monthly - Trading volume - January
Year - 14";"Monthly - Trading volume - January
Year - 15";"Monthly - Trading volume - January
2026";"Monthly - Trading volume - January
2025";"Monthly - Trading volume - January
2024";"Monthly - Trading volume - January
2023";"Monthly - Trading volume - January
2022";"Monthly - Trading volume - January
2021";"Monthly - Trading volume - January
2020";"Monthly - Trading volume - January
2019";"Monthly - Trading volume - January
2018";"Monthly - Trading volume - January
2017";"Monthly - Trading volume - January
2016";"Monthly - Trading volume - January
2015";"Monthly - Trading volume - January
2014";"Monthly - Trading volume - January
2013";"Monthly - Trading volume - January
2012";"Monthly - Trading volume - January
2011";"Monthly - Trading volume - February
Last avail. yr";"Monthly - Trading volume - February
Year - 1";"Monthly - Trading volume - February
Year - 2";"Monthly - Trading volume - February
Year - 3";"Monthly - Trading volume - February
Year - 4";"Monthly - Trading volume - February
Year - 5";"Monthly - Trading volume - February
Year - 6";"Monthly - Trading volume - February
Year - 7";"Monthly - Trading volume - February
Year - 8";"Monthly - Trading volume - February
Year - 9";"Monthly - Trading volume - February
Year - 10";"Monthly - Trading volume - February
Year - 11";"Monthly - Trading volume - February
Year - 12";"Monthly - Trading volume - February
Year - 13";"Monthly - Trading volume - February
Year - 14";"Monthly - Trading volume - February
Year - 15";"Monthly - Trading volume - February
2026";"Monthly - Trading volume - February
2025";"Monthly - Trading volume - February
2024";"Monthly - Trading volume - February
2023";"Monthly - Trading volume - February
2022";"Monthly - Trading volume - February
2021";"Monthly - Trading volume - February
2020";"Monthly - Trading volume - February
2019";"Monthly - Trading volume - February
2018";"Monthly - Trading volume - February
2017";"Monthly - Trading volume - February
2016";"Monthly - Trading volume - February
2015";"Monthly - Trading volume - February
2014";"Monthly - Trading volume - February
2013";"Monthly - Trading volume - February
2012";"Monthly - Trading volume - February
2011";"Monthly - Trading volume - March
Last avail. yr";"Monthly - Trading volume - March
Year - 1";"Monthly - Trading volume - March
Year - 2";"Monthly - Trading volume - March
Year - 3";"Monthly - Trading volume - March
Year - 4";"Monthly - Trading volume - March
Year - 5";"Monthly - Trading volume - March
Year - 6";"Monthly - Trading volume - March
Year - 7";"Monthly - Trading volume - March
Year - 8";"Monthly - Trading volume - March
Year - 9";"Monthly - Trading volume - March
Year - 10";"Monthly - Trading volume - March
Year - 11";"Monthly - Trading volume - March
Year - 12";"Monthly - Trading volume - March
Year - 13";"Monthly - Trading volume - March
Year - 14";"Monthly - Trading volume - March
Year - 15";"Monthly - Trading volume - March
2026";"Monthly - Trading volume - March
2025";"Monthly - Trading volume - March
2024";"Monthly - Trading volume - March
2023";"Monthly - Trading volume - March
2022";"Monthly - Trading volume - March
2021";"Monthly - Trading volume - March
2020";"Monthly - Trading volume - March
2019";"Monthly - Trading volume - March
2018";"Monthly - Trading volume - March
2017";"Monthly - Trading volume - March
2016";"Monthly - Trading volume - March
2015";"Monthly - Trading volume - March
2014";"Monthly - Trading volume - March
2013";"Monthly - Trading volume - March
2012";"Monthly - Trading volume - March
2011";"Monthly - Trading volume - April
Last avail. yr";"Monthly - Trading volume - April
Year - 1";"Monthly - Trading volume - April
Year - 2";"Monthly - Trading volume - April
Year - 3";"Monthly - Trading volume - April
Year - 4";"Monthly - Trading volume - April
Year - 5";"Monthly - Trading volume - April
Year - 6";"Monthly - Trading volume - April
Year - 7";"Monthly - Trading volume - April
Year - 8";"Monthly - Trading volume - April
Year - 9";"Monthly - Trading volume - April
Year - 10";"Monthly - Trading volume - April
Year - 11";"Monthly - Trading volume - April
Year - 12";"Monthly - Trading volume - April
Year - 13";"Monthly - Trading volume - April
Year - 14";"Monthly - Trading volume - April
Year - 15";"Monthly - Trading volume - April
2026";"Monthly - Trading volume - April
2025";"Monthly - Trading volume - April
2024";"Monthly - Trading volume - April
2023";"Monthly - Trading volume - April
2022";"Monthly - Trading volume - April
2021";"Monthly - Trading volume - April
2020";"Monthly - Trading volume - April
2019";"Monthly - Trading volume - April
2018";"Monthly - Trading volume - April
2017";"Monthly - Trading volume - April
2016";"Monthly - Trading volume - April
2015";"Monthly - Trading volume - April
2014";"Monthly - Trading volume - April
2013";"Monthly - Trading volume - April
2012";"Monthly - Trading volume - April
2011";"Monthly - Trading volume - May
Last avail. yr";"Monthly - Trading volume - May
Year - 1";"Monthly - Trading volume - May
Year - 2";"Monthly - Trading volume - May
Year - 3";"Monthly - Trading volume - May
Year - 4";"Monthly - Trading volume - May
Year - 5";"Monthly - Trading volume - May
Year - 6";"Monthly - Trading volume - May
Year - 7";"Monthly - Trading volume - May
Year - 8";"Monthly - Trading volume - May
Year - 9";"Monthly - Trading volume - May
Year - 10";"Monthly - Trading volume - May
Year - 11";"Monthly - Trading volume - May
Year - 12";"Monthly - Trading volume - May
Year - 13";"Monthly - Trading volume - May
Year - 14";"Monthly - Trading volume - May
Year - 15";"Monthly - Trading volume - May
2026";"Monthly - Trading volume - May
2025";"Monthly - Trading volume - May
2024";"Monthly - Trading volume - May
2023";"Monthly - Trading volume - May
2022";"Monthly - Trading volume - May
2021";"Monthly - Trading volume - May
2020";"Monthly - Trading volume - May
2019";"Monthly - Trading volume - May
2018";"Monthly - Trading volume - May
2017";"Monthly - Trading volume - May
2016";"Monthly - Trading volume - May
2015";"Monthly - Trading volume - May
2014";"Monthly - Trading volume - May
2013";"Monthly - Trading volume - May
2012";"Monthly - Trading volume - May
2011";"Monthly - Trading volume - June
Last avail. yr";"Monthly - Trading volume - June
Year - 1";"Monthly - Trading volume - June
Year - 2";"Monthly - Trading volume - June
Year - 3";"Monthly - Trading volume - June
Year - 4";"Monthly - Trading volume - June
Year - 5";"Monthly - Trading volume - June
Year - 6";"Monthly - Trading volume - June
Year - 7";"Monthly - Trading volume - June
Year - 8";"Monthly - Trading volume - June
Year - 9";"Monthly - Trading volume - June
Year - 10";"Monthly - Trading volume - June
Year - 11";"Monthly - Trading volume - June
Year - 12";"Monthly - Trading volume - June
Year - 13";"Monthly - Trading volume - June
Year - 14";"Monthly - Trading volume - June
Year - 15";"Monthly - Trading volume - June
2026";"Monthly - Trading volume - June
2025";"Monthly - Trading volume - June
2024";"Monthly - Trading volume - June
2023";"Monthly - Trading volume - June
2022";"Monthly - Trading volume - June
2021";"Monthly - Trading volume - June
2020";"Monthly - Trading volume - June
2019";"Monthly - Trading volume - June
2018";"Monthly - Trading volume - June
2017";"Monthly - Trading volume - June
2016";"Monthly - Trading volume - June
2015";"Monthly - Trading volume - June
2014";"Monthly - Trading volume - June
2013";"Monthly - Trading volume - June
2012";"Monthly - Trading volume - June
2011";"Monthly - Trading volume - July
Last avail. yr";"Monthly - Trading volume - July
Year - 1";"Monthly - Trading volume - July
Year - 2";"Monthly - Trading volume - July
Year - 3";"Monthly - Trading volume - July
Year - 4";"Monthly - Trading volume - July
Year - 5";"Monthly - Trading volume - July
Year - 6";"Monthly - Trading volume - July
Year - 7";"Monthly - Trading volume - July
Year - 8";"Monthly - Trading volume - July
Year - 9";"Monthly - Trading volume - July
Year - 10";"Monthly - Trading volume - July
Year - 11";"Monthly - Trading volume - July
Year - 12";"Monthly - Trading volume - July
Year - 13";"Monthly - Trading volume - July
Year - 14";"Monthly - Trading volume - July
Year - 15";"Monthly - Trading volume - July
2026";"Monthly - Trading volume - July
2025";"Monthly - Trading volume - July
2024";"Monthly - Trading volume - July
2023";"Monthly - Trading volume - July
2022";"Monthly - Trading volume - July
2021";"Monthly - Trading volume - July
2020";"Monthly - Trading volume - July
2019";"Monthly - Trading volume - July
2018";"Monthly - Trading volume - July
2017";"Monthly - Trading volume - July
2016";"Monthly - Trading volume - July
2015";"Monthly - Trading volume - July
2014";"Monthly - Trading volume - July
2013";"Monthly - Trading volume - July
2012";"Monthly - Trading volume - July
2011";"Monthly - Trading volume - August
Last avail. yr";"Monthly - Trading volume - August
Year - 1";"Monthly - Trading volume - August
Year - 2";"Monthly - Trading volume - August
Year - 3";"Monthly - Trading volume - August
Year - 4";"Monthly - Trading volume - August
Year - 5";"Monthly - Trading volume - August
Year - 6";"Monthly - Trading volume - August
Year - 7";"Monthly - Trading volume - August
Year - 8";"Monthly - Trading volume - August
Year - 9";"Monthly - Trading volume - August
Year - 10";"Monthly - Trading volume - August
Year - 11";"Monthly - Trading volume - August
Year - 12";"Monthly - Trading volume - August
Year - 13";"Monthly - Trading volume - August
Year - 14";"Monthly - Trading volume - August
Year - 15";"Monthly - Trading volume - August
2026";"Monthly - Trading volume - August
2025";"Monthly - Trading volume - August
2024";"Monthly - Trading volume - August
2023";"Monthly - Trading volume - August
2022";"Monthly - Trading volume - August
2021";"Monthly - Trading volume - August
2020";"Monthly - Trading volume - August
2019";"Monthly - Trading volume - August
2018";"Monthly - Trading volume - August
2017";"Monthly - Trading volume - August
2016";"Monthly - Trading volume - August
2015";"Monthly - Trading volume - August
2014";"Monthly - Trading volume - August
2013";"Monthly - Trading volume - August
2012";"Monthly - Trading volume - August
2011";"Monthly - Trading volume - September
Last avail. yr";"Monthly - Trading volume - September
Year - 1";"Monthly - Trading volume - September
Year - 2";"Monthly - Trading volume - September
Year - 3";"Monthly - Trading volume - September
Year - 4";"Monthly - Trading volume - September
Year - 5";"Monthly - Trading volume - September
Year - 6";"Monthly - Trading volume - September
Year - 7";"Monthly - Trading volume - September
Year - 8";"Monthly - Trading volume - September
Year - 9";"Monthly - Trading volume - September
Year - 10";"Monthly - Trading volume - September
Year - 11";"Monthly - Trading volume - September
Year - 12";"Monthly - Trading volume - September
Year - 13";"Monthly - Trading volume - September
Year - 14";"Monthly - Trading volume - September
Year - 15";"Monthly - Trading volume - September
2026";"Monthly - Trading volume - September
2025";"Monthly - Trading volume - September
2024";"Monthly - Trading volume - September
2023";"Monthly - Trading volume - September
2022";"Monthly - Trading volume - September
2021";"Monthly - Trading volume - September
2020";"Monthly - Trading volume - September
2019";"Monthly - Trading volume - September
2018";"Monthly - Trading volume - September
2017";"Monthly - Trading volume - September
2016";"Monthly - Trading volume - September
2015";"Monthly - Trading volume - September
2014";"Monthly - Trading volume - September
2013";"Monthly - Trading volume - September
2012";"Monthly - Trading volume - September
2011";"Monthly - Trading volume - October
Last avail. yr";"Monthly - Trading volume - October
Year - 1";"Monthly - Trading volume - October
Year - 2";"Monthly - Trading volume - October
Year - 3";"Monthly - Trading volume - October
Year - 4";"Monthly - Trading volume - October
Year - 5";"Monthly - Trading volume - October
Year - 6";"Monthly - Trading volume - October
Year - 7";"Monthly - Trading volume - October
Year - 8";"Monthly - Trading volume - October
Year - 9";"Monthly - Trading volume - October
Year - 10";"Monthly - Trading volume - October
Year - 11";"Monthly - Trading volume - October
Year - 12";"Monthly - Trading volume - October
Year - 13";"Monthly - Trading volume - October
Year - 14";"Monthly - Trading volume - October
Year - 15";"Monthly - Trading volume - October
2026";"Monthly - Trading volume - October
2025";"Monthly - Trading volume - October
2024";"Monthly - Trading volume - October
2023";"Monthly - Trading volume - October
2022";"Monthly - Trading volume - October
2021";"Monthly - Trading volume - October
2020";"Monthly - Trading volume - October
2019";"Monthly - Trading volume - October
2018";"Monthly - Trading volume - October
2017";"Monthly - Trading volume - October
2016";"Monthly - Trading volume - October
2015";"Monthly - Trading volume - October
2014";"Monthly - Trading volume - October
2013";"Monthly - Trading volume - October
2012";"Monthly - Trading volume - October
2011";"Monthly - Trading volume - November
Last avail. yr";"Monthly - Trading volume - November
Year - 1";"Monthly - Trading volume - November
Year - 2";"Monthly - Trading volume - November
Year - 3";"Monthly - Trading volume - November
Year - 4";"Monthly - Trading volume - November
Year - 5";"Monthly - Trading volume - November
Year - 6";"Monthly - Trading volume - November
Year - 7";"Monthly - Trading volume - November
Year - 8";"Monthly - Trading volume - November
Year - 9";"Monthly - Trading volume - November
Year - 10";"Monthly - Trading volume - November
Year - 11";"Monthly - Trading volume - November
Year - 12";"Monthly - Trading volume - November
Year - 13";"Monthly - Trading volume - November
Year - 14";"Monthly - Trading volume - November
Year - 15";"Monthly - Trading volume - November
2026";"Monthly - Trading volume - November
2025";"Monthly - Trading volume - November
2024";"Monthly - Trading volume - November
2023";"Monthly - Trading volume - November
2022";"Monthly - Trading volume - November
2021";"Monthly - Trading volume - November
2020";"Monthly - Trading volume - November
2019";"Monthly - Trading volume - November
2018";"Monthly - Trading volume - November
2017";"Monthly - Trading volume - November
2016";"Monthly - Trading volume - November
2015";"Monthly - Trading volume - November
2014";"Monthly - Trading volume - November
2013";"Monthly - Trading volume - November
2012";"Monthly - Trading volume - November
2011";"Monthly - Trading volume - December
Last avail. yr";"Monthly - Trading volume - December
Year - 1";"Monthly - Trading volume - December
Year - 2";"Monthly - Trading volume - December
Year - 3";"Monthly - Trading volume - December
Year - 4";"Monthly - Trading volume - December
Year - 5";"Monthly - Trading volume - December
Year - 6";"Monthly - Trading volume - December
Year - 7";"Monthly - Trading volume - December
Year - 8";"Monthly - Trading volume - December
Year - 9";"Monthly - Trading volume - December
Year - 10";"Monthly - Trading volume - December
Year - 11";"Monthly - Trading volume - December
Year - 12";"Monthly - Trading volume - December
Year - 13";"Monthly - Trading volume - December
Year - 14";"Monthly - Trading volume - December
Year - 15";"Monthly - Trading volume - December
2026";"Monthly - Trading volume - December
2025";"Monthly - Trading volume - December
2024";"Monthly - Trading volume - December
2023";"Monthly - Trading volume - December
2022";"Monthly - Trading volume - December
2021";"Monthly - Trading volume - December
2020";"Monthly - Trading volume - December
2019";"Monthly - Trading volume - December
2018";"Monthly - Trading volume - December
2017";"Monthly - Trading volume - December
2016";"Monthly - Trading volume - December
2015";"Monthly - Trading volume - December
2014";"Monthly - Trading volume - December
2013";"Monthly - Trading volume - December
2012";"Monthly - Trading volume - December
2011"
Jeev Lifeworks LLP;Do not source;IN0038742908;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
Polyplastics Asia Pacific Sdn. Bhd.;Go ahead;MY422033-W;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
Daicel Corporation;Go ahead;JP4120001125937;15.019.500;10.850.600;13.999.200;11.052.500;15.059.900;23.681.800;25.930.500;22.795.400;30.232.000;28.801.600;30.446.500;26.502.800;32.786.000;27.457.000;37.262.000;24.327.000;15.019.500;10.850.600;13.999.200;11.052.500;15.059.900;23.681.800;25.930.500;22.795.400;30.232.000;28.801.600;30.446.500;26.502.800;32.786.000;27.457.000;37.262.000;24.327.000;12.511.900;20.328.300;17.630.000;17.142.000;12.020.700;16.785.600;29.009.100;27.616.100;36.753.000;37.641.100;41.962.400;46.553.800;45.566.000;32.119.000;29.965.000;34.586.000;12.511.900;20.328.300;17.630.000;17.142.000;12.020.700;16.785.600;29.009.100;27.616.100;36.753.000;37.641.100;41.962.400;46.553.800;45.566.000;32.119.000;29.965.000;34.586.000;n.a.;12.662.100;12.534.500;24.024.800;21.551.800;26.539.200;41.852.600;21.252.700;43.476.100;36.244.300;46.705.000;52.480.900;45.093.000;32.796.000;28.365.000;58.386.000;n.a.;12.662.100;12.534.500;24.024.800;21.551.800;26.539.200;41.852.600;21.252.700;43.476.100;36.244.300;46.705.000;52.480.900;45.093.000;32.796.000;28.365.000;58.386.000;n.a.;15.272.300;16.171.100;12.363.200;18.443.800;22.264.900;23.958.500;21.604.000;20.975.900;30.593.100;43.567.800;36.511.600;34.146.000;39.756.000;24.436.000;34.953.000;n.a.;15.272.300;16.171.100;12.363.200;18.443.800;22.264.900;23.958.500;21.604.000;20.975.900;30.593.100;43.567.800;36.511.600;34.146.000;39.756.000;24.436.000;34.953.000;n.a.;13.578.100;21.161.100;25.511.200;17.910.500;22.257.100;26.822.900;28.441.200;32.634.800;38.869.200;39.268.900;26.569.400;30.513.000;53.419.000;24.594.000;35.762.000;n.a.;13.578.100;21.161.100;25.511.200;17.910.500;22.257.100;26.822.900;28.441.200;32.634.800;38.869.200;39.268.900;26.569.400;30.513.000;53.419.000;24.594.000;35.762.000;n.a.;13.421.200;17.895.900;25.124.000;18.551.100;17.338.500;33.968.100;23.015.900;27.227.900;40.787.900;46.118.700;36.071.700;28.588.000;53.004.000;22.422.000;33.906.000;n.a.;13.421.200;17.895.900;25.124.000;18.551.100;17.338.500;33.968.100;23.015.900;27.227.900;40.787.900;46.118.700;36.071.700;28.588.000;53.004.000;22.422.000;33.906.000;n.a.;14.072.000;17.536.800;19.372.000;13.427.700;17.587.800;27.295.100;28.483.500;18.053.600;30.594.700;39.697.300;33.375.000;21.766.000;25.266.000;23.495.000;20.061.000;n.a.;14.072.000;17.536.800;19.372.000;13.427.700;17.587.800;27.295.100;28.483.500;18.053.600;30.594.700;39.697.300;33.375.000;21.766.000;25.266.000;23.495.000;20.061.000;n.a.;12.571.800;22.227.500;25.552.200;14.155.200;21.485.900;53.535.200;28.931.800;26.936.000;33.901.200;52.842.400;31.902.200;26.998.000;23.649.000;24.936.000;37.215.000;n.a.;12.571.800;22.227.500;25.552.200;14.155.200;21.485.900;53.535.200;28.931.800;26.936.000;33.901.200;52.842.400;31.902.200;26.998.000;23.649.000;24.936.000;37.215.000;n.a.;12.116.700;16.420.000;19.303.000;17.399.300;16.205.500;30.516.000;25.188.800;21.626.200;20.316.600;27.154.200;31.524.700;22.559.000;23.119.000;18.527.000;27.786.000;n.a.;12.116.700;16.420.000;19.303.000;17.399.300;16.205.500;30.516.000;25.188.800;21.626.200;20.316.600;27.154.200;31.524.700;22.559.000;23.119.000;18.527.000;27.786.000;n.a.;12.833.200;16.730.600;18.785.000;12.355.600;19.951.700;27.579.300;26.164.400;33.413.400;29.174.100;27.042.200;24.081.700;29.355.000;29.614.000;43.788.000;24.608.000;n.a.;12.833.200;16.730.600;18.785.000;12.355.600;19.951.700;27.579.300;26.164.400;33.413.400;29.174.100;27.042.200;24.081.700;29.355.000;29.614.000;43.788.000;24.608.000;n.a.;20.922.900;22.287.900;32.045.800;14.667.100;14.684.300;62.468.900;30.168.100;39.404.900;45.604.300;55.705.400;43.522.800;32.911.000;42.244.000;28.420.000;22.018.000;n.a.;20.922.900;22.287.900;32.045.800;14.667.100;14.684.300;62.468.900;30.168.100;39.404.900;45.604.300;55.705.400;43.522.800;32.911.000;42.244.000;28.420.000;22.018.000;n.a.;14.484.700;18.416.500;21.008.100;17.396.300;13.149.100;40.412.300;25.980.600;29.652.300;28.004.600;37.110.000;26.579.500;37.168.000;46.632.000;27.508.000;24.741.000;n.a.;14.484.700;18.416.500;21.008.100;17.396.300;13.149.100;40.412.300;25.980.600;29.652.300;28.004.600;37.110.000;26.579.500;37.168.000;46.632.000;27.508.000;24.741.000
