model,rmse,mae,r2,pred_mean,true_mean,condition
Mean Predictor_D_hybrid_unweighted,0.5116870655831343,0.5095156016482024,-0.09005846395671813,0.5480421839311687,0.40096618357487923,D_hybrid_unweighted
Elastic Net_D_hybrid_unweighted,0.6560946341537709,0.5947088571043525,-0.7921480547995687,0.676366085680539,0.40096618357487923,D_hybrid_unweighted
XGBoost_D_hybrid_unweighted,0.49280013575190845,0.41578005077902247,-0.01107308834355969,0.6057550052297864,0.40096618357487923,D_hybrid_unweighted
