iteration,meta_loss,n_valid_tasks,n_skipped,n_skipped_this_iteration,n_skipped_cumulative
1,0.5329430103302002,2,0,0,0
2,0.440938264131546,2,0,0,0
3,0.5062662363052368,2,0,0,0
4,0.41726550459861755,2,0,0,0
5,0.46213898062705994,2,0,0,0
6,0.5135236978530884,2,0,0,0
7,0.5331065058708191,2,0,0,0
8,0.5303189158439636,2,0,0,0
9,0.40123263001441956,2,0,0,0
10,0.8295026421546936,2,0,0,0
11,0.39529556035995483,2,0,0,0
12,0.4759700298309326,2,0,0,0
13,0.8181065320968628,2,0,0,0
14,0.42021122574806213,2,0,0,0
15,0.7065181136131287,2,0,0,0
16,0.47862380743026733,2,0,0,0
17,0.742074728012085,2,0,0,0
18,0.39244213700294495,2,0,0,0
19,0.9884305000305176,2,0,0,0
20,0.43005022406578064,2,0,0,0
21,0.3976517617702484,2,0,0,0
22,0.3957456052303314,2,0,0,0
23,0.42443740367889404,2,0,0,0
24,0.5417541861534119,2,0,0,0
25,0.3896212577819824,2,0,0,0
26,0.388582706451416,2,0,0,0
27,0.4166920483112335,2,0,0,0
28,0.4324113726615906,2,0,0,0
29,0.38356977701187134,2,0,0,0
30,0.6505937576293945,2,0,0,0
31,0.37482208013534546,2,0,0,0
32,0.38635432720184326,2,0,0,0
33,0.5147051811218262,2,0,0,0
34,0.6229572296142578,2,0,0,0
35,0.3807574510574341,2,0,0,0
36,0.4234131872653961,2,0,0,0
37,0.3698505759239197,2,0,0,0
38,0.5011691451072693,2,0,0,0
39,0.3559378981590271,2,0,0,0
40,0.463024377822876,2,0,0,0
41,0.34098315238952637,2,0,0,0
42,0.5999966859817505,2,0,0,0
43,0.32032310962677,2,0,0,0
44,0.39619454741477966,2,0,0,0
45,0.3163483738899231,2,0,0,0
46,0.33104589581489563,2,0,0,0
47,0.6712585687637329,2,0,0,0
48,0.3104303777217865,2,0,0,0
49,0.3510286509990692,2,0,0,0
50,0.5771455764770508,2,0,0,0
51,0.3475615084171295,2,0,0,0
52,0.32971879839897156,2,0,0,0
53,0.8608503341674805,2,0,0,0
54,0.3425503373146057,2,0,0,0
55,0.32477596402168274,2,0,0,0
56,0.3794611096382141,2,0,0,0
57,0.6711146831512451,2,0,0,0
58,0.2917323708534241,2,0,0,0
59,0.3092818558216095,2,0,0,0
60,0.6616170406341553,2,0,0,0
61,0.42977118492126465,2,0,0,0
62,0.6381182074546814,2,0,0,0
63,0.30258336663246155,2,0,0,0
64,0.5398632884025574,2,0,0,0
65,0.35735538601875305,2,0,0,0
66,0.3549370765686035,2,0,0,0
67,0.43468111753463745,2,0,0,0
68,0.32468152046203613,2,0,0,0
69,0.35141420364379883,2,0,0,0
70,0.4162940979003906,2,0,0,0
71,0.42392176389694214,2,0,0,0
72,0.786952793598175,2,0,0,0
73,0.3487967848777771,2,0,0,0
74,0.2706621587276459,2,0,0,0
75,0.6095153093338013,2,0,0,0
76,0.40873435139656067,2,0,0,0
77,0.6014912128448486,2,0,0,0
78,0.33721256256103516,2,0,0,0
79,0.5926926136016846,2,0,0,0
80,0.5056953430175781,2,0,0,0
81,0.2794216573238373,2,0,0,0
82,0.3329838216304779,2,0,0,0
83,0.27570173144340515,2,0,0,0
84,0.3269415497779846,2,0,0,0
85,0.726382851600647,2,0,0,0
86,0.3916849195957184,2,0,0,0
87,0.26313239336013794,2,0,0,0
88,0.32063114643096924,2,0,0,0
89,0.30792486667633057,2,0,0,0
90,0.30713701248168945,2,0,0,0
91,0.31879591941833496,2,0,0,0
92,0.3150687515735626,2,0,0,0
93,0.25482428073883057,2,0,0,0
94,0.30372828245162964,2,0,0,0
95,0.31343400478363037,2,0,0,0
96,0.3100243806838989,2,0,0,0
97,0.24982833862304688,2,0,0,0
98,0.3075627088546753,2,0,0,0
99,0.24786008894443512,2,0,0,0
100,0.47366979718208313,2,0,0,0
101,0.3434116244316101,2,0,0,0
102,0.2993616461753845,2,0,0,0
103,0.46779102087020874,2,0,0,0
104,0.2951134443283081,2,0,0,0
105,0.24401484429836273,2,0,0,0
106,0.33481770753860474,2,0,0,0
107,0.29579511284828186,2,0,0,0
108,0.6496808528900146,2,0,0,0
109,0.3639588952064514,2,0,0,0
110,0.2898603677749634,2,0,0,0
111,0.4484941363334656,2,0,0,0
112,0.23190392553806305,2,0,0,0
113,0.4444308876991272,2,0,0,0
114,0.6285024881362915,2,0,0,0
115,0.2874280512332916,2,0,0,0
116,0.6206514835357666,2,0,0,0
117,0.28531646728515625,2,0,0,0
118,0.2286108285188675,2,0,0,0
119,0.2796964943408966,2,0,0,0
120,0.28181132674217224,2,0,0,0
121,0.34746232628822327,2,0,0,0
122,0.27996233105659485,2,0,0,0
123,0.34484952688217163,2,0,0,0
124,0.27762845158576965,2,0,0,0
125,0.2213825136423111,2,0,0,0
126,0.271129310131073,2,0,0,0
127,0.44964396953582764,2,0,0,0
128,0.27469366788864136,2,0,0,0
129,0.2194506824016571,2,0,0,0
130,0.266676127910614,2,0,0,0
131,0.4398971498012543,2,0,0,0
132,0.26640552282333374,2,0,0,0
133,0.4346800446510315,2,0,0,0
134,0.20892485976219177,2,0,0,0
135,0.4288545250892639,2,0,0,0
136,0.2664332985877991,2,0,0,0
137,0.2670336663722992,2,0,0,0
138,0.2069000005722046,2,0,0,0
139,0.395563006401062,2,0,0,0
140,0.21057039499282837,2,0,0,0
141,0.2548588812351227,2,0,0,0
142,0.20249323546886444,2,0,0,0
143,0.5313462018966675,2,0,0,0
144,0.40519195795059204,2,0,0,0
145,0.25066083669662476,2,0,0,0
146,0.47622624039649963,2,0,0,0
147,0.31645649671554565,2,0,0,0
148,0.4715045094490051,2,0,0,0
149,0.3767645061016083,2,0,0,0
150,0.2602085769176483,2,0,0,0
151,0.20120404660701752,2,0,0,0
152,0.18995362520217896,2,0,0,0
153,0.1910516917705536,2,0,0,0
154,0.494282066822052,2,0,0,0
155,0.37626948952674866,2,0,0,0
156,0.18790343403816223,2,0,0,0
157,0.24873587489128113,2,0,0,0
158,0.2478552758693695,2,0,0,0
159,0.23502543568611145,2,0,0,0
160,0.3633096516132355,2,0,0,0
161,0.29851970076560974,2,0,0,0
162,0.35377469658851624,2,0,0,0
163,0.17906565964221954,2,0,0,0
164,0.2314646989107132,2,0,0,0
165,0.23033612966537476,2,0,0,0
166,0.45763540267944336,2,0,0,0
167,0.17664889991283417,2,0,0,0
168,0.34229230880737305,2,0,0,0
169,0.3413269519805908,2,0,0,0
170,0.28783729672431946,2,0,0,0
171,0.22321727871894836,2,0,0,0
172,0.22220084071159363,2,0,0,0
173,0.22553350031375885,2,0,0,0
174,0.17005199193954468,2,0,0,0
175,0.16916891932487488,2,0,0,0
176,0.16718274354934692,2,0,0,0
177,0.21716585755348206,2,0,0,0
178,0.21690833568572998,2,0,0,0
179,0.16470135748386383,2,0,0,0
180,0.40299972891807556,2,0,0,0
181,0.21317440271377563,2,0,0,0
182,0.3138960003852844,2,0,0,0
183,0.17869865894317627,2,0,0,0
184,0.17806588113307953,2,0,0,0
185,0.16040679812431335,2,0,0,0
186,0.20804142951965332,2,0,0,0
187,0.15812543034553528,2,0,0,0
188,0.2060995250940323,2,0,0,0
189,0.26820993423461914,2,0,0,0
190,0.3092465400695801,2,0,0,0
191,0.15500906109809875,2,0,0,0
192,0.20234251022338867,2,0,0,0
193,0.21999308466911316,2,0,0,0
194,0.21963095664978027,2,0,0,0
195,0.21850451827049255,2,0,0,0
196,0.21806032955646515,2,0,0,0
197,0.21720698475837708,2,0,0,0
198,0.2013605535030365,2,0,0,0
199,0.16861870884895325,2,0,0,0
200,0.36750346422195435,2,0,0,0
