model,rmse,mae,r2,pred_mean,true_mean,condition
Mean Predictor_C_hybrid,0.5026902140204229,0.5000000000000001,-0.010789805087594306,0.5519369932889705,0.5,C_hybrid
Elastic Net_C_hybrid,0.6106169862378751,0.4883968226436117,-0.49141241552890147,0.8485234732654761,0.5,C_hybrid
XGBoost_C_hybrid,0.12174491980478058,0.09819021753289482,0.9407126980069102,0.5558847426013513,0.5,C_hybrid
