iteration,meta_loss,n_skipped,n_valid_tasks
1,58.29208755493164,0,4
2,2.1736040115356445,0,4
3,8.185443878173828,0,4
4,6.29160737991333,0,4
5,2.371431350708008,0,4
6,1.4789690971374512,0,4
7,2.2648792266845703,0,4
8,3.431083917617798,0,4
9,2.347369909286499,0,4
10,2.7797045707702637,0,4
11,1.9806859493255615,0,4
12,3.401972532272339,0,4
13,3.9984641075134277,0,4
14,1.4172499179840088,0,4
15,2.7116379737854004,0,4
16,1.9247314929962158,0,4
17,5.133146286010742,0,4
18,3.627187490463257,0,4
19,2.0030248165130615,0,4
20,3.8331186771392822,0,4
21,3.0944886207580566,0,4
22,2.633129596710205,0,4
23,0.7569336295127869,0,4
24,1.9885342121124268,0,4
25,1.7983582019805908,0,4
26,0.7519048452377319,0,4
27,1.0054118633270264,0,4
28,2.9872446060180664,0,4
29,3.2596757411956787,0,4
30,2.0355145931243896,0,4
31,0.7202025651931763,0,4
32,0.9442049264907837,0,4
33,0.6378512382507324,0,4
34,1.0149660110473633,0,4
35,0.9374200105667114,0,4
36,1.92122483253479,0,4
37,1.9897756576538086,0,4
38,1.197156310081482,0,4
39,0.8373427987098694,0,4
40,0.7940874099731445,0,4
41,1.4238940477371216,0,4
42,0.6701992750167847,0,4
43,0.7283938527107239,0,4
44,0.7169918417930603,0,4
45,0.9410551190376282,0,4
46,0.7744981050491333,0,4
47,0.6748495697975159,0,4
48,0.7298402786254883,0,4
49,0.81416255235672,0,4
50,1.1424572467803955,0,4
51,0.9040378332138062,0,4
52,0.5614833235740662,0,4
53,0.7213804721832275,0,4
54,0.6822947263717651,0,4
55,0.7162152528762817,0,4
56,0.7031034231185913,0,4
57,0.6309785842895508,0,4
58,0.7267382144927979,0,4
59,0.7780807614326477,0,4
60,0.6395020484924316,0,4
61,0.7238247394561768,0,4
62,0.9436702728271484,0,4
63,1.078858733177185,0,4
64,0.8978538513183594,0,4
65,0.692665696144104,0,4
66,0.6341152191162109,0,4
67,0.7128446102142334,0,4
68,0.5914427638053894,0,4
69,1.938165307044983,0,4
70,1.7600324153900146,0,4
71,1.1773444414138794,0,4
72,1.0032976865768433,0,4
73,0.7508124113082886,0,4
74,0.644644021987915,0,4
75,0.8458942770957947,0,4
76,0.6767605543136597,0,4
77,0.745380699634552,0,4
78,0.7798476815223694,0,4
79,0.7402222156524658,0,4
80,0.697057843208313,0,4
81,0.5928192138671875,0,4
82,0.8925779461860657,0,4
83,0.8483543992042542,0,4
84,0.7156187295913696,0,4
85,0.6277757883071899,0,4
86,0.6394762396812439,0,4
87,0.6613378524780273,0,4
88,0.6821635365486145,0,4
89,0.6746211647987366,0,4
90,0.6528752446174622,0,4
91,0.6531938314437866,0,4
92,0.865507960319519,0,4
93,0.6484270095825195,0,4
94,0.7366953492164612,0,4
95,0.8830081820487976,0,4
96,0.6375576257705688,0,4
97,0.6693274974822998,0,4
98,0.7509827613830566,0,4
99,0.8609011173248291,0,4
100,0.7378952503204346,0,4
101,0.5989369750022888,0,4
102,0.8851009011268616,0,4
103,0.9050273299217224,0,4
104,1.0513678789138794,0,4
105,0.650814950466156,0,4
106,0.7226799726486206,0,4
107,0.7011124491691589,0,4
108,0.647451639175415,0,4
109,0.7030372023582458,0,4
110,0.9765512347221375,0,4
111,1.0456244945526123,0,4
112,0.9834276437759399,0,4
113,2.8810853958129883,0,4
114,2.4613490104675293,0,4
115,1.875205159187317,0,4
116,1.562355399131775,0,4
117,0.9462705850601196,0,4
118,1.0114692449569702,0,4
119,0.711554765701294,0,4
120,0.6477522850036621,0,4
121,0.6687614321708679,0,4
122,0.7937957048416138,0,4
123,0.6412175297737122,0,4
124,0.807396411895752,0,4
125,0.5766342878341675,0,4
126,0.6785860061645508,0,4
127,0.730218231678009,0,4
128,0.6504521369934082,0,4
129,0.6638282537460327,0,4
130,0.6559815406799316,0,4
131,0.6791852116584778,0,4
132,0.6651867032051086,0,4
133,0.6595680713653564,0,4
134,0.7060784101486206,0,4
135,0.7489619255065918,0,4
136,0.7115447521209717,0,4
137,0.675724983215332,0,4
138,0.6236153244972229,0,4
139,0.5389122366905212,0,4
140,1.0780305862426758,0,4
141,0.8771052956581116,0,4
142,1.1331546306610107,0,4
143,1.1261533498764038,0,4
144,1.4077320098876953,0,4
145,1.0283857583999634,0,4
146,1.005149245262146,0,4
147,0.5261327624320984,0,4
148,0.8296544551849365,0,4
149,1.1204092502593994,0,4
150,0.8534400463104248,0,4
151,0.726735532283783,0,4
152,0.8046454787254333,0,4
153,0.6624655723571777,0,4
154,0.5776715278625488,0,4
155,0.6938285231590271,0,4
156,0.6921079754829407,0,4
157,0.6300079226493835,0,4
158,0.5791140198707581,0,4
159,0.9028328657150269,0,4
160,0.7227171659469604,0,4
161,1.203905463218689,0,4
162,1.7225377559661865,0,4
163,3.473489284515381,0,4
164,2.3309595584869385,0,4
165,1.4032268524169922,0,4
166,1.728244662284851,0,4
167,1.1682486534118652,0,4
168,0.8455948829650879,0,4
169,0.6787824034690857,0,4
170,1.2535308599472046,0,4
171,1.9451713562011719,0,4
172,1.0570292472839355,0,4
173,0.7258486151695251,0,4
174,0.8373176455497742,0,4
175,0.620576024055481,0,4
176,0.663467526435852,0,4
177,0.7578574419021606,0,4
178,0.8718835711479187,0,4
179,0.8623449206352234,0,4
180,0.7983963489532471,0,4
181,0.683040201663971,0,4
182,0.6255046725273132,0,4
183,0.6816568970680237,0,4
184,0.6406204700469971,0,4
185,0.7051768898963928,0,4
186,0.6606894135475159,0,4
187,0.6690778136253357,0,4
188,0.6105333566665649,0,4
189,0.640760064125061,0,4
190,0.6936457753181458,0,4
191,0.7297546863555908,0,4
192,1.0652313232421875,0,4
193,4.9191412925720215,0,4
194,0.8497011065483093,0,4
195,0.9310644865036011,0,4
196,0.8244415521621704,0,4
197,0.8005630970001221,0,4
198,0.6992645859718323,0,4
199,0.6473315954208374,0,4
200,0.7478089928627014,0,4
