model,gold_auroc,gold_ap,gold_logloss,gold_brier,gold_ece,gold_f1,gold_accuracy,gold_pred_mean,gold_true_mean,n_eval_rows,n_positive,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,episode_idx
ANIL,0.42857142857142855,0.9093537414965986,0.9640780592131488,0.328992961748907,0.42084440868347883,0.6666666666666666,0.5,0.5291030080989003,0.875,8,7,0.8,0.5714285714285714,0.8539316501572934,0.875,1.0,0.968331035538757,0.875,1.0,0.968331035538757,0
ANIL,0.7,0.9697979797979798,0.77463404129632,0.2480577793419834,0.3359898261048578,0.8421052631578947,0.7272727272727273,0.58888663622466,0.9090909090909091,11,10,1.0,0.5,0.9999999999999999,0.9,0.9,0.9305687780632227,0.9090909090909091,1.0,0.9919618236679693,1
ANIL,0.5,0.9317956349206349,1.965329887251824,0.4955299423949728,0.5367412376734946,0.5454545454545454,0.4444444444444444,0.3521476512153943,0.8888888888888888,9,8,0.8,0.5,0.8687949224876581,0.8888888888888888,1.0,0.9782917460822231,0.8888888888888888,1.0,0.9782917460822231,2
ANIL,0.8,0.951923076923077,0.6570447043948489,0.21710544651975594,0.38888658067354787,0.7619047619047619,0.6153846153846154,0.6254145268064278,0.7692307692307693,13,10,1.0,0.5,0.9999999999999999,0.8,0.8,0.8701249883466594,0.7692307692307693,1.0,0.9874091811594071,3
ANIL,0.6363636363636364,0.9649678604224059,2.0470684629509983,0.5082173156584154,0.6198831421788782,0.3076923076923077,0.25,0.2967835244877885,0.9166666666666666,12,11,1.0,0.45454545454545453,0.9999999999999999,0.9,0.8181818181818182,0.9305687780632227,0.9166666666666666,1.0,0.990621731271978,4
