view,n_features,avg_missing_pct,min_missing_pct,max_missing_pct
contract_core,5,12.620367351374849,0.0,32.50733615911314
financial,58,40.0574900029607,0.0,88.63167047060102
esg,12,74.1676629351882,0.0,89.00119552222584
news,10,69.69677208999022,0.0,87.12096511248777
market,13,34.122545208296756,0.0,98.48929464188674
macro_logistics,7,0.7732078811309331,0.7281817193783284,1.0433648516465601
labels,3,33.029018584936416,0.0,99.08705575480926
