method,gold_auroc_mean,gold_auroc_std,gold_logloss_mean,gold_logloss_std,gold_ece_mean,gold_ece_std,ndcg_at_10_mean,ndcg_at_10_std
anil,0.5,0.0,5.204895335760061,3.252419372724905,0.28255715505716494,0.17656347338968395,0.849515108333151,0.07811315450735139
finetune,0.5,0.0,5.204895335760061,3.252419372724905,0.28255715505716494,0.17656347338968395,0.849515108333151,0.07811315450735139
fomaml,0.5,0.0,5.204895335760061,3.252419372724905,0.28255715505716494,0.17656347338968395,0.849515108333151,0.07811315450735139
maml,0.5,0.0,5.204895335760061,3.252419372724905,0.28255715505716494,0.17656347338968395,0.849515108333151,0.07811315450735139
