iteration,meta_loss,n_valid_tasks,n_skipped,n_skipped_this_iteration,n_skipped_cumulative,outer_grad_norm,support_loss_before_mean,support_loss_after_mean,query_pred_mean,query_pred_std,collapse_flag
1,1.4524887800216675,2,0,0,0,934.1144681590271,1.6093575656414032,1.0865515321493149,0.5171361720542712,0.4377454588006417,0
2,0.6616998314857483,2,0,0,0,207.60623180431165,2.1408671140670776,1.6165664792060852,0.9552141350728495,0.013147443928666154,0
3,4.876729965209961,2,0,0,0,1006.4203076281663,3.162518858909607,2.6800665855407715,0.002335165568053656,0.0005025778871312448,1
4,0.7237088084220886,2,0,0,0,391.4310105363376,0.8674522340297699,0.7131411135196686,0.4858521178916649,0.0508123017119379,0
5,1.9055454730987549,2,0,0,0,249.95168431486314,7.190719366073608,6.436874628067017,0.9999519422136504,1.2663571372578591e-05,1
6,2.324125289916992,2,0,0,0,264.32802167345835,6.283983945846558,5.704596757888794,0.9999884532557594,3.274317920351888e-06,1
7,1.3561654090881348,2,0,0,0,259.0885360481913,3.7980916500091553,3.227863311767578,0.9985654111261721,0.0002580505230656479,1
8,0.8909095525741577,2,0,0,0,310.81470568197295,0.664639413356781,0.6835513114929199,0.364093867165071,0.04814607535774868,0
9,0.6186667084693909,2,0,0,0,238.67494282204967,0.7583839297294617,0.6824720501899719,0.5590035346923051,0.05815898242612118,0
10,0.4605545401573181,2,0,0,0,17.721719934810437,1.5076226592063904,1.067000150680542,0.7930162209888985,0.03992690934155888,0
11,1.4111876487731934,2,0,0,0,205.67408742422748,3.8647587299346924,3.416638135910034,0.9991192983256446,0.0002261657451424139,1
12,1.664097785949707,2,0,0,0,204.13875311454748,4.515490770339966,4.084263801574707,0.9997607331585001,6.723085243288726e-05,1
13,1.2801554203033447,2,0,0,0,200.1517036823487,3.628340244293213,3.2011090517044067,0.9985026882754432,0.00048206986575086223,1
14,0.5045087933540344,2,0,0,0,108.87870719023591,2.074000120162964,1.5907461643218994,0.9197028829105969,0.02471089457662646,0
15,1.4624427556991577,2,0,0,0,607.1851971325267,1.4402060508728027,1.1129107475280762,0.16898356309091603,0.09321293430820389,0
16,3.324371337890625,2,0,0,0,751.8614070168882,2.6450185775756836,2.2535600662231445,0.017480598245229986,0.015866399821216674,0
17,3.4130449295043945,2,0,0,0,752.3334946846275,1.9817596673965454,1.6415302157402039,0.016207967718530978,0.01440089238408259,0
18,1.577981948852539,2,0,0,0,605.7812104447693,1.5084239840507507,1.177175521850586,0.153605989559933,0.1100074402545082,0
19,0.5849089026451111,2,0,0,0,190.80144582680492,0.7111660540103912,0.5072464793920517,0.5898991481021598,0.04360656608442304,0
20,1.184261679649353,2,0,0,0,185.57040869670107,3.224044919013977,2.8468103408813477,0.99732880183944,0.0007661359883974978,1
21,1.740297555923462,2,0,0,0,184.28791561497593,4.584967851638794,4.217307806015015,0.9998448198592221,6.0035969229095674e-05,1
22,1.753157138824463,2,0,0,0,175.5254874726104,5.350014925003052,4.949901580810547,0.9998947264892715,4.144534963115112e-05,1
23,1.3612064123153687,2,0,0,0,161.24341867676293,5.746853351593018,5.247616291046143,0.999541130165259,0.00017611599876508462,1
24,0.9242334365844727,2,0,0,0,169.39054407577098,2.6031415462493896,2.258111596107483,0.9915021260579427,0.003532547894364518,1
25,0.5044811964035034,2,0,0,0,123.96677936188767,0.8303975462913513,0.6813875436782837,0.6579795208360467,0.12250887488333315,0
26,0.6218790411949158,2,0,0,0,234.59168906595283,0.7762997150421143,0.6849294900894165,0.5182191238359168,0.16507201511422018,0
27,0.9850645065307617,2,0,0,0,334.1110655842858,0.5541260689496994,0.5245637148618698,0.35817526491979756,0.21035934037690812,0
28,0.6071550250053406,2,0,0,0,207.3387731720509,0.7122148871421814,0.6632700562477112,0.5363120173237154,0.15965063629564713,0
29,0.5361660718917847,2,0,0,0,110.02906639722654,2.0623337626457214,1.6788858771324158,0.9404362285959309,0.02370405127211443,0
30,0.6697785258293152,2,0,0,0,138.08071022552988,2.6548912525177,2.256930351257324,0.9755176115652611,0.009966472306101842,1
31,0.6179313659667969,2,0,0,0,128.59573091215952,1.7353182435035706,1.4436288475990295,0.9526340122576114,0.014934830908616192,0
32,0.436911016702652,2,0,0,0,48.15075102349754,1.209932565689087,0.9193856120109558,0.7570307423671087,0.09079613766030135,0
33,0.468415230512619,2,0,0,0,90.76587450248249,0.966796875,0.7518335580825806,0.6959655773023079,0.11368302119186251,0
34,0.4598095417022705,2,0,0,0,58.344324092345595,1.1839833855628967,0.9631361067295074,0.8693034494364703,0.05558851782321333,0
35,0.45555612444877625,2,0,0,0,9.363999777164151,1.2252223193645477,0.9291664063930511,0.7985794795998211,0.05656085704656799,0
36,0.48872506618499756,2,0,0,0,87.35092142715843,1.728706181049347,1.4126339554786682,0.9206101026000648,0.03353263737397386,0
37,0.47639593482017517,2,0,0,0,56.691827756973915,1.334310233592987,1.0643235743045807,0.8756566734186241,0.03872350877862542,0
38,0.5209035873413086,2,0,0,0,148.97585850965714,0.7988419830799103,0.653163880109787,0.614647471956138,0.1453303124165943,0
39,0.6010910272598267,2,0,0,0,184.648289950395,0.5929426550865173,0.5188812017440796,0.5483765406189142,0.1289307146106265,0
40,0.41908806562423706,2,0,0,0,28.233262748004993,1.2408235669136047,0.9623687565326691,0.7800473580757777,0.08802537178725005,0
41,0.6399422287940979,2,0,0,0,129.04102636659954,2.078903079032898,1.7792954444885254,0.9693956784904003,0.013923246279035528,0
42,0.7968872785568237,2,0,0,0,144.97415527900588,2.206811785697937,1.9311867356300354,0.9834702439882137,0.005701034136635585,1
43,0.6482378244400024,2,0,0,0,125.66720709961929,2.4562049508094788,2.108143985271454,0.9724569860203512,0.012024228431869828,0
44,0.4401819109916687,2,0,0,0,51.42260991946612,1.26375812292099,1.031399816274643,0.8706173593444484,0.05809434853849522,0
45,0.5272694230079651,2,0,0,0,142.87230439860326,0.697536289691925,0.6572678089141846,0.5965329828085723,0.16814851432857236,0
46,0.9300228357315063,2,0,0,0,322.52360583067934,0.9803068339824677,0.8176414966583252,0.351313931522546,0.22886751522620244,0
47,0.8647316694259644,2,0,0,0,150.59690733623432,0.5586022585630417,0.4997798651456833,0.37756286395920646,0.1560201235343909,0
48,0.4730002284049988,2,0,0,0,84.76943204181109,0.8453393578529358,0.717882364988327,0.6870297635240215,0.11609241893856632,0
49,0.7490134239196777,2,0,0,0,130.4705088989196,2.0630524158477783,1.8143461346626282,0.9797330598036448,0.008577959502128921,1
50,0.899854302406311,2,0,0,0,137.23025257842508,3.3618446588516235,3.0084049701690674,0.9930673231338633,0.0027530162055636274,1
51,0.8736740350723267,2,0,0,0,135.3823143855307,2.3762128353118896,2.129610776901245,0.9896042744318644,0.004411460663486494,1
52,0.5763890147209167,2,0,0,0,100.0840513999817,1.545344352722168,1.3207973837852478,0.9404911371292891,0.018180892869130317,0
53,0.6815224289894104,2,0,0,0,210.18608120702487,0.47867460548877716,0.3901047706604004,0.48702496428180625,0.048759060222596226,0
54,1.1061173677444458,2,0,0,0,80.412494620521,0.3337823152542114,0.33596351742744446,0.2619181327797748,0.0490648117843902,0
55,0.8011918067932129,2,0,0,0,207.08077042563878,0.525789350271225,0.5016298890113831,0.42429730434108665,0.17694363151952458,0
56,0.4876369833946228,2,0,0,0,97.7196041448855,0.775183230638504,0.692584902048111,0.6543168877916676,0.12369765117657773,0
57,0.5427993535995483,2,0,0,0,90.01304773123815,1.9821651577949524,1.7087735533714294,0.9453383380996769,0.020886966089480184,0
58,0.7011110782623291,2,0,0,0,114.76120474748882,2.1930705308914185,1.947963833808899,0.9770517349243164,0.009035563163073891,1
59,0.6387682557106018,2,0,0,0,107.36207293700244,1.9915035367012024,1.7533679008483887,0.9675101132265159,0.01275062996974255,0
60,0.4472501873970032,2,0,0,0,42.546629594746165,1.4508380889892578,1.217393308877945,0.8751039792751444,0.04515263441155029,0
61,0.6438048481941223,2,0,0,0,158.8595150341654,0.6086384952068329,0.5633275657892227,0.5172666542488953,0.16900123119409483,0
62,0.7716273665428162,2,0,0,0,240.14487809092856,0.7651471197605133,0.6944901347160339,0.4164519246135439,0.15970091393637642,0
63,1.054150938987732,2,0,0,0,287.7013895729135,0.3840862065553665,0.37422627210617065,0.2966370003233696,0.132318045840433,0
64,0.5980328321456909,2,0,0,0,125.32214880027173,0.6730618178844452,0.6550197303295135,0.5370929493967976,0.14177714696415947,0
65,0.4347212314605713,2,0,0,0,35.59061782333815,1.5446409583091736,1.3046296834945679,0.8740945974985759,0.04405683096428955,0
66,0.5529452562332153,2,0,0,0,82.85951889813202,1.4434756636619568,1.2592107653617859,0.931687315856969,0.019960935035564783,0
67,0.49040883779525757,2,0,0,0,59.666976393516826,1.653399407863617,1.4176304340362549,0.908001454739735,0.024646039018382953,0
68,0.43413984775543213,2,0,0,0,25.07122529017062,1.0345154702663422,0.8709582388401031,0.7674034392011577,0.08027966042908254,0
69,0.44598251581192017,2,0,0,0,28.731800919650258,0.8143908381462097,0.7222110331058502,0.7479310322690893,0.09285927717199878,0
70,0.4364052414894104,2,0,0,0,31.202824944978126,1.3495029211044312,1.1485792696475983,0.8615208412038868,0.05081640728231565,0
